nextday_High,tw_Open,tw_High,tw_Low,tw_Close,tw_Adj_Close,RDSCUNT_RATE,RATE_YEAR,RATE,BOND_RATE,PRP_M,PRP_M_P,M1A,M1B,M2,PUR_A,ASSETS,LIABILITIES
6119.060059,6173.850098,6173.850098,6080.399902,6095.870117,6095.847656,1.375,1.4,3.435,2.78,15074,5919,21989,61363,209048,74569,85403,10834
6117.859863,6110.259766,6119.060059,6066.620117,6108.129883,6108.107422,1.375,1.4,3.435,2.78,15074,5919,21989,61363,209048,74569,85403,10834
6098.009766,6110.779785,6117.859863,6029.540039,6045.120117,6045.097656,1.375,1.4,3.435,2.78,15074,5919,21989,61363,209048,74569,85403,10834
6167.149902,6054.310059,6098.009766,6024.970215,6087.450195,6087.427734,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
6156.509766,6147.049805,6167.149902,6106.939941,6108.990234,6108.967773,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
6182.200195,6120.200195,6156.509766,6102.419922,6142.319824,6142.297363,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
6062.950195,6160.850098,6182.200195,5958.870117,6013.399902,6013.377441,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
6094.700195,6054.620117,6062.950195,5974.109863,6056.830078,6056.807617,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
6047.319824,6053.140137,6094.700195,6024.660156,6059.029785,6059.007324,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
6048.540039,6028.790039,6047.319824,5971.129883,6022.080078,6022.057617,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
6060.790039,6024.040039,6048.540039,5982.75,5982.75,5982.728027,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
6059.660156,6054.049805,6060.790039,6007.100098,6035.439941,6035.41748,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
6011.740234,6040.310059,6059.660156,6007.930176,6044.77002,6044.747559,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
5966.509766,6011.740234,6011.740234,5942.410156,5952.319824,5952.297852,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
5893.580078,5941.819824,5966.509766,5890.879883,5939.470215,5939.448242,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
5901.109863,5881.609863,5893.580078,5826.589844,5865.509766,5865.487793,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
5830.060059,5872.609863,5901.109863,5828.410156,5834.240234,5834.218262,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
5849.410156,5787.990234,5830.060059,5749.189941,5830.060059,5830.038086,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
5917.700195,5845.490234,5849.410156,5802.689941,5821.580078,5821.558105,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
5881.459961,5899.890137,5917.700195,5857.359863,5861.180176,5861.158203,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
5856.819824,5872.189941,5881.459961,5846.890137,5860.609863,5860.587891,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
5836.089844,5852.47998,5856.819824,5740.569824,5740.569824,5740.548828,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
5878.129883,5804.819824,5836.089844,5758.850098,5771.77002,5771.749023,1.375,1.4,3.435,2.87,15204,6001,22309,61881,209954,75863,87140,11277
5921.109863,5768.689941,5878.129883,5752.149902,5870.169922,5870.147949,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5927.560059,5919.22998,5921.109863,5884.319824,5911.450195,5911.428223,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5927.370117,5921.580078,5927.560059,5882.080078,5884.970215,5884.948242,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5945.529785,5895.279785,5927.370117,5888.22998,5920.459961,5920.437988,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5869.200195,5937.410156,5945.529785,5900.049805,5900.049805,5900.027832,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5881.709961,5869.160156,5869.200195,5842.209961,5847.149902,5847.12793,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5834.419922,5881.709961,5881.709961,5830.299805,5859.560059,5859.538086,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5868.569824,5813.279785,5834.419922,5773.75,5803.419922,5803.398438,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5922.709961,5819.129883,5868.569824,5819.129883,5867.049805,5867.027832,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5924.240234,5912.930176,5922.709961,5849.419922,5858.319824,5858.297852,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5906.77002,5910.919922,5924.240234,5874.060059,5924.240234,5924.218262,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5910.629883,5876.560059,5906.77002,5871.879883,5887.22998,5887.208008,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5801.609863,5904.370117,5910.629883,5718.439941,5752.009766,5751.98877,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5829.02002,5743.029785,5801.609863,5724.939941,5768.759766,5768.73877,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5850.740234,5829.02002,5829.02002,5755.220215,5759.22998,5759.208984,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5858.339844,5782.089844,5850.740234,5773.640137,5835.109863,5835.087891,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5900.100098,5858.109863,5858.339844,5827.939941,5845.509766,5845.487793,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5896.459961,5865.930176,5900.100098,5849.569824,5857.870117,5857.848145,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5881.330078,5870,5896.459961,5845.640137,5853.700195,5853.678223,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5874.200195,5873.399902,5881.330078,5835.990234,5857.209961,5857.187988,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5886.790039,5870.080078,5874.200195,5804.890137,5804.890137,5804.868652,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
5900.819824,5845.169922,5886.790039,5813.339844,5866.75,5866.728027,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
6043.299805,5872.450195,5900.819824,5868.740234,5890.689941,5890.667969,1.375,1.4,3.429,2.8,15421,6110,22879,62608,211073,77112,88508,11396
6137.910156,5907.149902,6043.299805,5907.149902,6041.560059,6041.537598,1.375,1.4,3.429,2.62,17042,7430,24650,66482,215846,77445,89597,12152
6170.02002,6080.180176,6137.910156,6061.859863,6125.419922,6125.397461,1.375,1.4,3.429,2.62,17042,7430,24650,66482,215846,77445,89597,12152
6215.450195,6170.02002,6170.02002,6110.689941,6144.009766,6143.986816,1.375,1.4,3.429,2.62,17042,7430,24650,66482,215846,77445,89597,12152
6189.600098,6174.950195,6215.450195,6130.350098,6141.25,6141.227539,1.375,1.4,3.429,2.62,17042,7430,24650,66482,215846,77445,89597,12152
6257.890137,6180.359863,6189.600098,6142.240234,6169.169922,6169.146484,1.375,1.4,3.429,2.62,17042,7430,24650,66482,215846,77445,89597,12152
6246.620117,6241.359863,6257.890137,6207.689941,6226.97998,6226.956543,1.375,1.4,3.429,2.62,17042,7430,24650,66482,215846,77445,89597,12152
6255.939941,6225.22998,6246.620117,6196.410156,6219.709961,6219.686523,1.375,1.4,3.429,2.62,17042,7430,24650,66482,215846,77445,89597,12152
6298.720215,6239.160156,6255.939941,6195.640137,6210.220215,6210.196777,1.375,1.4,3.429,2.62,17042,7430,24650,66482,215846,77445,89597,12152
6306.950195,6195.089844,6298.720215,6190.350098,6274.970215,6274.946289,1.375,1.4,3.429,2.62,17042,7430,24650,66482,215846,77445,89597,12152
6311.459961,6297.589844,6306.950195,6253.640137,6264.370117,6264.346191,1.375,1.4,3.429,2.62,17042,7430,24650,66482,215846,77445,89597,12152
6399.819824,6300.759766,6311.459961,6264.040039,6269.709961,6269.686035,1.375,1.4,3.429,2.62,17042,7430,24650,66482,215846,77445,89597,12152
6421.450195,6371.5,6399.819824,6334.819824,6384.629883,6384.605469,1.375,1.4,3.429,2.62,17042,7430,24650,66482,215846,77445,89597,12152
6379.049805,6360.709961,6421.450195,6335.540039,6386.25,6386.225586,1.375,1.4,3.429,2.62,17042,7430,24650,66482,215846,77445,89597,12152
6386.129883,6348.930176,6379.049805,6303.209961,6312.649902,6312.625977,1.375,1.4,3.429,2.62,17042,7430,24650,66482,215846,77445,89597,12152
6388.970215,6331.709961,6386.129883,6329.169922,6375.379883,6375.355469,1.375,1.4,3.429,2.62,17042,7430,24650,66482,215846,77445,89597,12152
6281.529785,6379.97998,6388.970215,6319.959961,6319.959961,6319.936035,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6297.919922,6281.529785,6281.529785,6210.350098,6252.22998,6252.206055,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6323.75,6271.540039,6297.919922,6233.879883,6241.390137,6241.366699,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6384.089844,6241.919922,6323.75,6241.919922,6268.140137,6268.116211,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6475.379883,6321.149902,6384.089844,6314.830078,6353.350098,6353.325684,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6503.240234,6442.839844,6475.379883,6422.620117,6463.089844,6463.06543,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6518.160156,6489.649902,6503.240234,6425.319824,6488.339844,6488.314941,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6578.819824,6518.160156,6518.160156,6440.299805,6454.390137,6454.365723,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6554.779785,6505.529785,6578.819824,6397.339844,6436.950195,6436.925781,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6590.25,6467.149902,6554.779785,6459.140137,6549.180176,6549.155273,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6616.040039,6566.759766,6590.25,6518.100098,6565.370117,6565.345215,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6661.129883,6586.490234,6616.040039,6576.220215,6600.470215,6600.445313,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6688.140137,6656.100098,6661.129883,6586.740234,6605.850098,6605.825195,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6708.040039,6647.859863,6688.140137,6626.470215,6681.52002,6681.494629,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6695.450195,6692.029785,6708.040039,6656.060059,6665.540039,6665.514648,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6686.850098,6686.669922,6695.450195,6607.359863,6665.890137,6665.864746,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6672.240234,6650.160156,6686.850098,6589.22998,6589.22998,6589.205078,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6730.959961,6619.689941,6672.240234,6595.240234,6644.279785,6644.254395,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6756.759766,6709.430176,6730.959961,6660.52002,6693.25,6693.224121,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6896.359863,6732.629883,6756.759766,6713.669922,6750.540039,6750.51416,1.375,1.4,3.429,2.7,16651,7065,24136,67466,218302,78845,91272,12427
6984.410156,6816.790039,6896.359863,6816.790039,6888.430176,6888.404297,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
7003.879883,6964.660156,6984.410156,6897.359863,6975.259766,6975.233887,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
7045.470215,6981.540039,7003.879883,6930.009766,6932.169922,6932.144043,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
7135,6963.22998,7045.470215,6963.22998,7034.100098,7034.074219,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
7025.109863,7106.310059,7135,6943.470215,6943.680176,6943.654297,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6974.950195,6997.660156,7025.109863,6901.47998,6901.47998,6901.454102,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6995.47998,6901.859863,6974.950195,6865.200195,6973.899902,6973.874023,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6906.5,6967.160156,6995.47998,6874.910156,6874.910156,6874.884277,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6837.080078,6825.209961,6906.5,6805.709961,6879.109863,6879.083984,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6897.779785,6781.109863,6837.080078,6766.160156,6800.240234,6800.214355,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6660.819824,6897.779785,6897.779785,6635.97998,6635.97998,6635.95459,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6669.930176,6645.430176,6660.819824,6564.310059,6589.720215,6589.695313,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6791.850098,6654.470215,6669.930176,6577.97998,6577.97998,6577.955078,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6833.490234,6572.72998,6791.850098,6570.529785,6787.029785,6787.003906,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6368.029785,6783.52002,6833.490234,6751.540039,6815.089844,6815.063965,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6299.089844,6360.330078,6368.029785,6358.72998,6359.919922,6359.895508,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6265.740234,6033.649902,6299.089844,6020.640137,6172.890137,6172.866699,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6250.399902,6265.740234,6265.740234,6100.830078,6213.560059,6213.536621,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6239.22998,6234.819824,6250.399902,6142.899902,6156.72998,6156.706543,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6474.169922,6227.169922,6239.22998,6117.27002,6132.620117,6132.597656,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6535.02002,6348.859863,6474.169922,6327.339844,6474.109863,6474.085449,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6569.560059,6492.930176,6535.02002,6441.430176,6494.709961,6494.685059,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6534.689941,6554.950195,6569.560059,6482.810059,6522.189941,6522.165039,1.375,1.4,3.425,2.33,16595,6678,24157,68134,219536,77600,91815,14215
6581.990234,6504.540039,6534.689941,6459.740234,6523.490234,6523.465332,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6684.77002,6566.759766,6581.990234,6527.080078,6545.540039,6545.515137,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6744.560059,6627.22998,6684.77002,6555.410156,6682.72998,6682.70459,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6657.419922,6715.899902,6744.560059,6627.009766,6635.540039,6635.514648,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6690.450195,6642.430176,6657.419922,6606.830078,6646.740234,6646.714844,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6662.310059,6666.72998,6690.450195,6647.419922,6672.859863,6672.834473,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6801.5,6650.310059,6662.310059,6607.890137,6620.359863,6620.334473,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6838.859863,6701.359863,6801.5,6701.359863,6777.779785,6777.753906,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6880.180176,6824.22998,6838.859863,6766.870117,6794.330078,6794.304199,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6916.310059,6772.419922,6880.180176,6772.419922,6880.180176,6880.154297,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6840.75,6905.160156,6916.310059,6736.790039,6736.790039,6736.76416,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6870.709961,6750.290039,6840.75,6729.160156,6818.200195,6818.174316,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6856.97998,6852.450195,6870.709961,6767.169922,6779.180176,6779.154297,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6844.740234,6837.560059,6856.97998,6790.569824,6799.970215,6799.944336,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6912.089844,6801.75,6844.740234,6792.149902,6810.25,6810.224121,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6806.97998,6867.870117,6912.089844,6678.700195,6732.089844,6732.063965,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6775.669922,6791.359863,6806.97998,6694.589844,6748.100098,6748.074219,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6720.140137,6752.899902,6775.669922,6704.580078,6710.700195,6710.674316,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6673.049805,6717.52002,6720.140137,6582.709961,6646.799805,6646.774414,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6516.029785,6636.299805,6673.049805,6556.870117,6574.75,6574.725098,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6343.029785,6484.97998,6516.029785,6354.450195,6402.209961,6402.185547,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6123.529785,6331.439941,6343.029785,6023.580078,6117.810059,6117.787598,1.375,1.4,3.413,2.39,16705,6592,24588,68792,220512,77889,93138,15249
6191.839844,6102.600098,6123.529785,5986.850098,6029.77002,6029.747559,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
6190.899902,6109.5,6191.839844,6067.870117,6188.149902,6188.126465,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
5999.740234,6190.899902,6190.899902,5854.22998,5854.22998,5854.208008,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
6040.259766,5940.850098,5999.740234,5818.569824,5909.790039,5909.768066,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
5929.720215,5892.939941,6040.259766,5889.890137,6040.259766,6040.237305,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
5890.600098,5929.720215,5929.720215,5803.740234,5825.049805,5825.027832,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
6026.640137,5855.720215,5890.600098,5704.209961,5886.359863,5886.337891,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
5971.439941,5970.560059,6026.640137,5950.509766,5958.790039,5958.768066,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
5934.799805,5928.569824,5971.439941,5878.609863,5918.089844,5918.067871,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
5632.580078,5930.299805,5934.799805,5777.319824,5777.319824,5777.298828,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
5613.350098,5632.580078,5632.580078,5450.720215,5482.959961,5482.939453,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
5861.529785,5500.640137,5613.350098,5461.189941,5557.680176,5557.659668,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
5926.27002,5690.180176,5861.529785,5684.52002,5860.580078,5860.558105,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
5993.279785,5779.97998,5926.27002,5727.680176,5815.330078,5815.308594,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
6021.5,5836.080078,5993.279785,5805.720215,5964.939941,5964.917969,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
6020.540039,5927.459961,6021.5,5873.799805,5942.080078,5942.058105,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
6116.450195,5917.080078,6020.540039,5917.080078,5958.379883,5958.35791,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
6074.580078,6098.529785,6116.450195,6026.899902,6027.27002,6027.247559,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
6137.259766,6068.950195,6074.580078,6001.439941,6033.049805,6033.027344,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
6106.189941,6087.22998,6137.259766,6035.930176,6137.259766,6137.237305,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
5999.77002,6106.189941,6106.189941,5977.839844,5977.839844,5977.817871,1.375,1.4,3.413,2.68,16537,6543,24909,68614,220717,77541,94205,16664
5945.540039,5991.490234,5999.77002,5895.169922,5986.200195,5986.178223,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5919.720215,5908.009766,5945.540039,5875.220215,5875.669922,5875.647949,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5734.47998,5906.089844,5919.720215,5671.450195,5671.450195,5671.429199,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5938.040039,5667.080078,5734.47998,5630.120117,5724.890137,5724.869141,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
6010.5,5803.009766,5938.040039,5793.959961,5935.819824,5935.797852,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
6010.049805,6004.990234,6010.5,5937.72998,5986.759766,5986.737305,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5938.609863,5972.129883,6010.049805,5948.930176,5965.700195,5965.678223,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5827.509766,5915.959961,5938.609863,5834.040039,5867.509766,5867.487793,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5782.669922,5806.830078,5827.509766,5728.200195,5735.069824,5735.048828,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5646.490234,5753.22998,5782.669922,5560.779785,5574.080078,5574.05957,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5722.180176,5546.27002,5646.490234,5514.169922,5646.490234,5646.469238,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5709.5,5722.180176,5722.180176,5526.600098,5560.160156,5560.139648,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5632.120117,5558.200195,5709.5,5558.200195,5664.350098,5664.329102,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5666.609863,5628.799805,5632.120117,5551.100098,5569.290039,5569.269531,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5758.149902,5666.609863,5666.609863,5542.359863,5556.540039,5556.519531,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5799.810059,5591.790039,5758.149902,5591.790039,5729.299805,5729.278809,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5827.970215,5765.649902,5799.810059,5720.379883,5779.089844,5779.068848,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5807.259766,5767.379883,5827.970215,5753.509766,5802.549805,5802.528809,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5741.52002,5806.620117,5807.259766,5680.509766,5709.839844,5709.818848,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5851.169922,5672.720215,5741.52002,5652.439941,5741.52002,5741.499023,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5870.589844,5800.890137,5851.169922,5790.700195,5839.439941,5839.417969,1.375,1.4,3.407,2.97,16262,6507,24602,67823,219759,78328,93964,15636
5775.759766,5849.740234,5870.589844,5810.879883,5836.910156,5836.888184,1.375,1.4,3.406,2.85,16362,6551,25276,68800,221302,79048,93882,14834
5707.080078,5738.220215,5775.759766,5716.77002,5746.700195,5746.679199,1.375,1.4,3.406,2.85,16362,6551,25276,68800,221302,79048,93882,14834
5733.569824,5687.609863,5707.080078,5627.720215,5659.779785,5659.758789,1.375,1.4,3.406,2.85,16362,6551,25276,68800,221302,79048,93882,14834
5745.100098,5675.319824,5733.569824,5656.919922,5733.569824,5733.548828,1.375,1.4,3.406,2.85,16362,6551,25276,68800,221302,79048,93882,14834
5780.680176,5643.649902,5745.100098,5643.649902,5727.779785,5727.758789,1.375,1.4,3.406,2.85,16362,6551,25276,68800,221302,79048,93882,14834
5779.890137,5743.819824,5780.680176,5709.609863,5713.390137,5713.369141,1.375,1.4,3.406,2.85,16362,6551,25276,68800,221302,79048,93882,14834
5804.919922,5736.950195,5779.890137,5694.759766,5777.720215,5777.699219,1.375,1.4,3.406,2.85,16362,6551,25276,68800,221302,79048,93882,14834
5720.950195,5802.350098,5804.919922,5751.399902,5758.740234,5758.719238,1.375,1.4,3.406,2.85,16362,6551,25276,68800,221302,79048,93882,14834
5698.859863,5718.180176,5720.950195,5683.560059,5685.569824,5685.548828,1.375,1.4,3.406,2.85,16362,6551,25276,68800,221302,79048,93882,14834
5611.640137,5695.200195,5698.859863,5623.649902,5623.649902,5623.628906,1.375,1.4,3.406,2.85,16362,6551,25276,68800,221302,79048,93882,14834
5577.189941,5596.069824,5611.640137,5506.209961,5542.799805,5542.779297,1.375,1.4,3.406,2.85,16362,6551,25276,68800,221302,79048,93882,14834
5528.009766,5501.930176,5577.189941,5501.930176,5502.140137,5502.119629,1.375,1.4,3.406,2.85,16362,6551,25276,68800,221302,79048,93882,14834
5476.75,5483.609863,5528.009766,5433.310059,5489.100098,5489.07959,1.375,1.4,3.406,2.85,16362,6551,25276,68800,221302,79048,93882,14834
5440.660156,5453.75,5476.75,5314.600098,5325.680176,5325.660645,1.375,1.4,3.406,2.85,16362,6551,25276,68800,221302,79048,93882,14834
5395.779785,5388.350098,5440.660156,5361.819824,5409.129883,5409.109375,1.375,1.4,3.406,2.85,16362,6551,25276,68800,221302,79048,93882,14834
