grm_Adj Close,cnd_Open,cnd_Adj_Close,mxc_Open,mxc_Adj_Close,agt_Open,agt_Adj_Close,chl_Adj_Close,chl_Open,bx_Open
5318.73,7820.000,7833.200,6604.070,6612.080,340.06,343.22,1203.38,1195.93,14250
5232.22,7860.200,7870.300,6615.870,6565.440,340.06,343.22,1188.95,1204.33,14327
5236.37,7826.600,7782.000,6566.090,6641.140,340.06,343.22,1168.01,1188.95,14385
5288.21,7812.200,7775.800,6641.460,6560.580,340.06,343.22,1148.13,1168.01,14157
5228.11,7759.800,7722.400,6560.260,6453.010,331.515,357.21,1152.04,1148.49,14010
5209.97,7737.900,7701.900,6453.110,6420.150,331.515,357.21,1154.16,1152.04,13554
5065.84,7676.800,7623.300,6420.560,6388.270,322.97,371.2,1140.32,1154.16,13594
5062.04,7644.800,7643.900,6390.320,6573.190,322.97,371.2,1140.8,1140.44,13131
4984.2,7563.700,7584.000,6572.900,6579.350,322.97,371.2,1137.96,1140.8,13006
5133.4,7625.100,7652.700,6579.280,6604.660,322.97,371.2,1145.41,1137.96,13109
5122.23,7616.200,7604.800,6592.990,6600.730,377.15,414.86,1142.21,1145.29,13340
5069.74,7599.600,7582.900,6600.790,6607.800,414.86,470.55,1143.52,1142.33,13367
5045.72,7625.800,7559.300,6608.280,6590.040,480.86,445.88,1143.87,1143.52,13177
5163.03,7569.500,7598.500,6589.890,6782.780,438.67,438.89,1143.63,1143.99,13025
5170.44,7660.200,7657.600,6786.870,6768.300,438.89,409.45,1157.71,1143.63,13239
5156.63,7640.700,7659.300,6771.770,6831.430,407.1,406.5,1154.87,1157.6,13200
5159.02,7699.700,7643.700,6831.190,6872.440,408.66,419.04,1152.15,1154.99,13161
5084.52,7649.800,7567.100,6872.640,6793.380,420.77,425.1,1155.11,1152.15,13010
5052.2,7532.500,7548.800,6789.490,6750.800,425.27,454.26,1149.31,1155.11,12512
5107.61,7569.700,7648.500,6751.770,6927.870,462.01,439.2,1153.1,1152.74,12563
5097.06,7641.100,7690.500,6925.190,6901.810,439.2,444.92,1156.77,1154.05,12723
4984.48,7676.900,7591.100,6901.140,6865.130,439.2,444.92,1150.73,1156.77,12648
4936.75,7561.400,7523.500,6879.120,6825.935,444.92,471.34,1136.89,1150.73,12557
4804.41,7536.500,7497.100,6857.100,6786.740,444.92,471.34,1133.1,1136.89,12751
4871.76,7503.700,7558.600,6697.630,6679.710,376.15,390.52,1145.41,1144.11,13208
4764.05,7490.400,7471.000,6679.350,6609.300,390.83,395.49,1133.46,1145.41,13125
4780.24,7447.400,7431.800,6609.970,6583.990,395.73,388.89,1122.22,1133.46,13001
4850.73,7421.500,7418.100,6581.100,6533.640,388.89,371.29,1127.78,1122.22,13328
4745.58,7421.100,7426.600,6533.800,6473.120,369.13,367.94,1125.65,1127.78,13535
4863.54,7439.900,7512.500,6473.380,6562.940,369.56,381.23,1136.18,1125.41,13567
4897.75,7546.800,7567.500,6565.090,6637.960,383.69,373.57,1137.84,1136.18,13975
4960.22,7585.300,7646.900,6641.720,6795.900,373.6,379.98,1138.43,1137.96,13978
5097.41,7672.900,7710.800,6736.060,6898.000,405.28,405.87,1156.77,1144.11,14047
5245.84,7749.000,7861.800,6898.410,7029.600,413.42,371.49,1179.96,1156.77,14373
5228.67,7863.500,7856.100,7029.020,7053.540,372.03,370.75,1179.48,1179.96,14455
5285.26,7837.400,7944.300,7053.570,7154.140,370.75,382.92,1190.37,1179.48,14007
5289.43,7992.700,7958.100,7155.010,7061.000,387.39,377.36,1201.25,1190.37,13836
5359.55,7983.300,7910.300,7061.060,7192.220,381.56,389.62,1203.03,1201.25,13783
5340.67,7893.100,7908.200,7192.550,7161.400,394.36,397.99,1191.67,1203.03,13959
5275.81,7846.600,7866.100,7161.080,7278.060,399.08,408.7,1181.38,1191.67,13717
5245.99,7844.400,7864.200,7278.550,7218.510,408.84,403.05,1185.75,1183.74,14191
5276.87,7846.400,7828.600,7214.170,7188.770,403.05,389.25,1181.73,1185.75,14240
5401.11,7847.200,7871.700,7188.330,7273.080,383.85,390.67,1187.77,1181.38,14120
5426.04,7911.800,7917.700,7274.410,7344.570,393.18,395.99,1189.07,1191.08,14366
5462.55,7923.400,7936.900,7345.900,7427.920,397.61,407.58,1181.14,1189.07,14266
5364.7,7889.100,7915.400,7428.150,7384.130,407.95,412.04,1178.77,1181.14,14123
5348.68,7895.100,7856.200,7406.295,7411.815,412.88,405.2,1193.21,1178.77,14086
5366.13,7841.000,7856.100,7384.440,7439.500,405.2,432.29,1189.42,1193.21,13723
5317.38,7851.500,7751.300,7439.310,7381.570,432.09,437.03,1181.97,1189.42,13359
5390.59,7754.700,7756.700,7381.740,7351.190,436.62,438.03,1182.32,1181.97,13309
5348,7774.800,7835.900,7350.520,7361.860,437.98,436.13,1159.13,1182.32,13569
5397.29,7851.800,7851.500,7350.520,7361.860,437.98,436.13,1163.63,1159.13,13428
5397.29,7852.900,7870.000,7362.140,7371.890,437.1,435.61,1157.48,1161.38,13342
5311.08,7854.000,7888.500,7362.140,7371.890,436.22,435.09,1151.33,1163.63,13256
5311.08,7895.900,7893.400,7370.150,7316.690,436.22,435.09,1139.97,1150.62,13482
5281.84,7869.000,7842.300,7316.590,7191.940,435.09,431.4,1146.36,1139.97,13280
5254.95,7830.700,7784.500,7190.610,7253.500,432.94,415.04,1150.26,1147.07,13090
5180.33,7736.600,7747.600,7325.070,7271.770,398.81,385.29,1146.36,1151.68,13248
5170.25,7756.200,7722.100,7272.100,7271.220,386.06,386.09,1154.64,1146.36,13165
5265.36,7735.700,7800.100,7277.890,7517.680,386.86,391.05,1156.06,1154.64,13183
5162.96,7788.300,7688.700,7517.790,7441.520,392.78,383.82,1149.31,1156.06,13419
5189.65,7705.400,7731.000,7441.850,7391.250,384.59,386.59,1146.47,1149.31,13418
5244.2,7724.100,7761.300,7391.920,7396.720,387.34,387.9,1139.38,1146.47,13772
5343.88,7805.900,7841.600,7400.140,7535.070,388.01,362.34,1153.69,1139.38,13476
5318.55,7825.800,7868.100,7537.740,7574.350,363.3,368.74,1152.74,1153.57,13633
5262.88,7850.900,7818.100,7574.680,7532.140,365.66,400.54,1147.42,1152.74,13729
5284.55,7840.700,7899.600,7532.200,7509.220,401.36,419.68,1150.73,1147.42,13568
5205.48,7858.700,7814.300,7512.550,7435.130,401.36,419.68,1144.23,1150.73,13484
5192.1,7807.500,7717.800,7433.690,7403.380,401.36,419.68,1139.49,1144.23,13224
5160.14,7756.700,7713.400,7416.060,7504.730,410.23,404.525,1134.58,1142.04,13182
5054.41,7694.900,7686.300,7504.090,7476.370,419.1,389.37,1129.67,1139.85,13384
5000.38,7701.300,7629.600,7476.580,7491.780,419.1,389.37,1130.62,1129.67,13273
5008.04,7624.300,7582.500,7491.810,7434.190,419.1,389.37,1127.07,1130.62,13076
5041.2,7578.800,7663.400,7434.430,7480.740,389.37,387.79,1137.84,1127.43,13096
4964.56,7651.300,7670.500,7480.370,7486.860,390.1,409.11,1141.86,1149.67,13088
4882.77,7658.600,7663.900,7486.930,7521.950,409.89,405.84,1140.91,1146.95,12557
4880.67,7656.900,7581.100,7522.120,7542.480,405.84,407.46,1142.1,1141.86,12594
4872.41,7597.300,7561.400,7543.650,7431.890,408.22,399.88,1143.4,1142.1,12433
5028.59,7633.700,7707.800,7433.290,7517.840,399.88,398.87,1148.96,1144.7,12353
4966.48,7696.200,7632.300,7502.680,7351.080,400.4,390.64,1145.88,1148.96,12602
4871.7,7650.800,7596.100,7352.980,7303.570,387.56,387.54,1141.74,1146.71,12106
4975.48,7616.700,7661.400,7303.780,7307.160,387.54,385.87,1136.89,1141.74,12147
5049.08,7713.100,7716.900,7307.410,7361.940,385.87,384.34,1134.52,1136.89,11999
5072.39,7706.000,7707.000,7360.570,7402.800,383.88,370.2,1129.2,1134.64,12207
5047.45,7705.900,7738.100,7402.890,7514.900,370.68,369.21,1137.13,1129.32,12396
5036.41,7739.400,7727.000,7515.780,7537.820,370.84,372.71,1138.43,1137.13,12665
4998.99,7727.000,7727.000,7540.610,7469.680,375.02,370.53,1139.61,1139.38,12700
4984.61,7717.600,7688.300,7473.580,7385.920,372.54,365.07,1135.765,1139.79,12674
4919.5,7676.500,7638.400,7386.150,7385.150,364.88,351.62,1131.92,1140.2,12697
4879.5,7664.900,7725.100,7385.180,7398.500,352.39,347.43,1123.76,1131.92,12380
4899.13,7707.800,7667.800,7397.130,7366.430,347.66,330.42,1125.89,1124.11,12544
4961.54,7667.800,7667.000,7366.510,7357.240,330.42,321.96,1119.5,1125,12578
4918.58,7674.000,7660.600,7359.140,7303.570,321.96,341.46,1113.11,1125.89,12703
4881.8,7643.900,7611.900,7304.260,7130.710,345.31,339.34,1101.28,1112.99,12728
4761.96,7602.900,7580.600,7130.600,7061.400,339.14,332.81,1098.32,1101.28,12860
4818.3,7612.100,7656.100,7062.370,7031.640,338.86,317.55,1099.74,1098.32,12992
4747.95,7631.400,7599.500,7034.220,6997.050,319.09,309.47,1090.04,1100.33,12859
4625.79,7599.500,7568.000,7000.250,7016.140,309.47,296.54,1080.34,1090.04,12637
4624.31,7566.900,7547.900,7016.830,6974.920,297.31,292.38,1076.67,1080.22,12580
4657.52,7552.600,7498.900,6975.000,6791.910,289.39,288.36,1069.81,1076.67,12591
4610.18,7456.000,7478.600,6789.160,6857.420,290.06,294.61,1079.03,1069.81,12051
4589.26,7487.400,7460.700,6859.990,6835.000,296.24,274.94,1078.32,1079.03,12306
4606.09,7473.900,7398.800,6835.670,6862.890,277.37,285.37,1062.23,1077.97,12609
4510.19,7396.800,7359.600,6863.560,6801.650,286.11,275.72,1053.83,1062.12,12221
4470.14,7346.300,7283.600,6811.955,6761.010,279.94,271.725,1056.67,1053.83,12133
4303.85,7249.800,7249.000,6760.350,6720.370,273.77,267.73,1063.54,1055.25,11985
4475.1,7282.300,7357.400,6722.110,6788.940,275.75,278.065,1077.5,1063.54,11705
4433.85,7377.500,7327.500,6789.230,6765.190,277.73,288.4,1076.43,1077.5,11942
4354.82,7297.300,7247.800,6764.910,6691.040,289.17,300.5,1067.32,1076.43,11822
4245.68,7264.200,7225.400,6679.340,6580.810,313.84,320.78,1055.49,1067.32,11508
4232.4,7189.500,7139.400,6580.680,6502.970,323.86,313.11,1042,1056.44,10917
4127.21,7139.700,7129.900,6498.950,6331.320,309.26,318.42,1050.64,1043.19,10438
4202.97,7176.000,7120.800,6331.250,6354.260,317.65,339.56,1050.88,1050.64,10773
4099.05,7028.100,7021.000,6353.530,6171.630,339.19,334.63,1031.47,1050.88,10676
4259.43,7051.200,7073.800,6171.720,6400.890,336.36,332.75,1033.36,1031.47,10690
4382.56,7079.200,7145.600,6400.920,6460.950,332.75,350.65,1031.95,1033.36,11018
4366.81,7145.600,7145.600,6461.570,6363.050,359.25,370.74,1027.69,1031.95,11138
4195.95,7126.200,7013.400,6363.360,6306.520,370.43,360.8,1024.02,1027.69,10891
4138.15,6986.200,7024.100,6306.620,6326.490,369.26,371.48,1004.26,1024.02,10854
4258.62,7024.100,7029.800,6326.530,6352.890,373.82,387.73,1008.99,1004.26,10661
4483.03,7039.700,7112.500,6356.230,6462.830,393.44,382.75,1015.5,1008.99,10663
4442.33,7081.100,7092.000,6472.810,6488.920,389.85,402.12,1008.05,1015.5,10524
4369.76,7091.300,7034.800,6488.030,6460.950,400.95,393.565,1002.48,1008.64,10607
4190.22,7035.800,6916.400,6461.180,6371.270,412.05,385.01,986.04,1003.08,10690
4118.5,6897.500,6863.300,6369.370,6390.170,380.69,373.49,976.46,986.04,10545
4130.8,6892.900,6819.800,6390.860,6400.420,370.5,371.03,981.9,978.7,10811
3912.51,6810.100,6677.800,6400.670,6372.080,371.03,361.99,962.02,981.9,10966
3977.75,6655.700,6695.700,6371.500,6316.160,361.99,376.69,953.15,962.02,10646
4092.82,6743.500,6699.700,6316.710,6403.280,379.41,375.31,952.56,954.92,10589
4100.75,6700.000,6715.400,6401.160,6433.830,377.21,381.74,967.23,952.56,10755
3891.88,6690.500,6535.400,6433.480,6336.950,381.43,379.48,968.17,967.23,10813
3691.43,6506.200,6366.700,6334.660,6113.830,380.44,364.43,950.66,968.17,10568
3515.83,6357.400,6161.100,6115.500,5892.410,364.43,363.04,944.75,950.66,9900
3632.66,6060.800,6382.100,5892.130,6010.420,364.84,364.22,963.8,942.85,9739
3520.46,6348.300,6278.400,6004.840,5922.340,367.61,361.62,957.05,964.27,9947
3579,6316.000,6309.900,5933.250,5900.440,362.85,355.85,974.33,957.05,9672
3859.78,6391.000,6483.100,5900.740,6103.880,356.19,355.83,1002.13,974.33,9251
3878.94,6492.700,6511.200,6106.670,6014.680,355.63,358.89,1030.29,1002.13,9247
3700.14,6501.600,6605.400,6014.440,6021.840,358.89,359.32,1039.64,1030.29,9346
3606.45,6573.100,6550.700,6017.660,5755.990,359.32,357.79,1021.77,1039.64,9782
3532.49,6545.600,6536.500,5756.280,5644.700,357.79,357.43,1021.3,1021.77,9768
3332.65,6536.500,6536.500,5644.880,5534.470,357.58,342.03,1001.3,1021.3,9848
3568.64,6463.500,6519.200,5535.170,5747.440,343.88,347.34,1019.64,1001.3,9472
3465.54,6562.800,6486.700,5755.090,5855.900,348.58,356.58,1045.43,1019.64,9766
3679.26,6496.000,6612.200,5854.840,6029.770,366.83,366.63,1070.75,1049.34,9911
3760.86,6576.600,6645.900,6025.720,5913.210,366.01,375.52,1052.18,1070.75,10315
3647.13,6622.100,6571.400,5909.200,5901.830,375.52,371.57,1043.78,1052.18,10008
3683.21,6577.100,6529.000,5901.480,5841.900,372.43,366.73,1041.06,1043.78,9724
3589.92,6525.400,6550.100,5843.260,6053.600,366.73,368.85,1052.65,1041.06,9461
3665.74,6545.900,6557.600,6056.900,6146.110,369.48,371.25,1055.015,1046.855,9373
3684.69,6559.200,6571.700,6145.230,6190.600,369.2,382.39,1057.38,1052.65,9213
3837.67,6563.500,6658.100,6190.730,6200.870,375.89,382.855,1055.61,1057.38,9512
3768.51,6644.400,6655.300,6200.320,6192.910,382.58,383.32,1037.27,1055.61,9455
3868.17,6688.600,6664.900,6193.050,6267.880,384.15,384.88,1035.38,1037.27,9270
3906.55,6674.300,6727.800,6268.940,6239.490,384.27,386.78,1043.66,1035.38,9441
3828.26,6680.900,6614.300,6238.080,6148.890,389.48,387.09,1042,1043.66,9710
3783.84,6633.700,6697.900,6150.980,6262.440,387.66,385.39,1041.29,1042.12,9690
3851.34,6709.800,6642.800,6262.480,6157.420,387.67,386.96,1030.17,1041.29,10118
3682.84,6604.800,6579.900,6156.220,6115.560,385.76,376.93,1015.03,1030.29,10383
3660.95,6557.400,6590.000,6111.670,6181.670,376.93,379.9,1020.47,1015.03,10351
3712.94,6570.600,6612.000,6181.320,6216.430,379.97,375.16,1022.36,1021.53,10465
3609.41,6568.150,6532.750,6212.950,6165.930,375.15,371.4,1015.26,1022.24,10383
3398.99,6565.700,6453.500,6166.290,6094.290,370.31,368.55,1006.15,1015.26,10365
3425.9,6465.600,6517.700,6094.060,6114.350,368.84,373.72,1007.69,1006.15,10167
3354.71,6491.500,6484.900,6110.880,6067.250,372.48,370.36,991.36,1007.69,9993
3429.22,6485.200,6522.200,6113.270,6159.900,371.88,375.54,1004.85,997.04,9725
3494.69,6522.200,6544.200,6167.150,6225.160,375.54,376.83,1008.52,1004.85,9962
3584.69,6549.000,6618.300,6225.290,6260.610,376.89,386.14,1015.5,1008.52,9967
3421.87,6604.900,6517.000,6260.420,6219.930,386.32,394.75,1002.25,1015.5,10182
3361.28,6493.100,6495.300,6219.790,6190.520,394.75,387.39,996.1,1001.18,10156
3319.05,6476.900,6500.600,6207.440,6135.235,386.44,385.77,987.22,996.1,10171
3289.13,6500.600,6392.300,6195.090,6079.950,387.64,383.1,985.57,987.22,9855
3124.92,6372.000,6304.800,6078.370,5960.380,383.1,378.02,985.57,987.22,9626
3007.47,6286.300,6188.200,5960.040,5645.000,378.02,376.42,965.81,985.33,9512
3065.73,6190.700,6202.000,5645.690,5788.780,377.17,376.79,965.81,985.33,9375
2914.25,6173.000,6080.100,5789.130,5741.730,378.03,375.4,948.65,965.81,9575
2873.21,6046.200,6068.900,5740.850,5705.670,375.08,377.16,933.03,948.65,9245
2962.5,6104.000,6165.000,5706.630,5808.440,379.99,380.12,942.62,933.27,9207
3020.6,6175.300,6179.400,5810.500,5956.930,380.28,392.76,946.64,942.62,9251
2918.9,6154.200,6111.100,5957.170,5801.120,391.52,393.57,937.17,946.64,9200
2769.03,6092.500,6180.400,5794.940,5728.460,394.29,395.19,927.47,937.17,8718
2865.23,6177.900,6218.600,5748.370,5926.660,395.3,393.96,943.09,925.34,8642
2926.74,6157.100,6100.700,5926.490,5827.710,394.73,392.06,931.97,943.09,9011
2813.3,6110.500,6026.800,5829.530,5898.380,392.06,407.79,935.4,931.97,8852
2714.62,6034.900,5935.300,5900.200,5869.220,406.89,410.82,951.37,935.4,9151
2667.39,5917.300,5841.000,5874.700,5853.550,411.96,403.38,925.34,951.37,9268
2622.09,5831.600,5830.600,5855.310,5849.420,403.16,401.47,918.01,925.34,8870
2597.88,5793.400,5695.300,5848.730,5762.400,401.31,396.6,894.82,918.01,8838
2930.74,5876.200,5978.700,5766.260,5845.330,415.04,419.12,910.32,902.98,8864
2850.11,5978.700,5978.700,5841.220,5865.180,420.485,425.29,906.18,911.03,8853
3048.27,6106.400,6219.400,5865.430,6040.320,425.93,431.46,899.67,906.18,8452
3008.93,6137.100,6157.100,6039.970,5924.940,432.75,438.02,885.71,899.67,8510
3172.46,6274.700,6274.800,5926.310,5985.770,445.84,440.08,898.6,885.94,8397
3163.67,6256.100,6326.600,5986.920,5973.210,439.3,449.17,918.84,898.6,8902
3282.67,6302.400,6362.300,5975.950,6017.370,449.28,445.07,917.18,918.84,9022
3155.97,6312.700,6291.700,6013.940,5979.570,445.58,433.68,912.92,917.3,9099
3015.42,6273.900,6335.200,5979.450,6000.620,432.31,433.79,916.47,912.92,9342
3090.01,6351.700,6336.900,6000.760,5908.070,435.43,437.49,926.64,916.59,9832
3102.01,6333.800,6405.900,5907.730,5905.580,437.5,444.11,930.19,926.64,9807
3198.96,6451.100,6419.400,5906.640,5887.290,444.36,440.88,936.46,930.55,10022
3022.01,6394.600,6294.800,5876.610,5893.760,440.88,426.45,932.92,936.46,9570
3113.59,6326.000,6330.400,5894.290,5963.830,426.06,430.83,948.41,932.92,9602
3152.85,6356.500,6248.800,5966.570,5967.730,430.83,434.84,958.59,948.41,10099
3165.16,6247.800,6321.400,5967.530,6045.160,434.84,430.47,960.72,953.795,10172
3327.94,6368.000,6432.700,6046.740,6058.900,431.33,424.76,962.85,959.18,10147
3351.32,6379.400,6399.600,6058.630,6040.170,425.19,427.23,971.01,962.85,9904
3298.84,6417.200,6437.900,6041.930,6064.000,426.21,435.125,973.26,971.25,9857
3155.66,6407.400,6384.400,6064.040,6009.930,427.23,443.02,956.11,973.26,9734
3079.1,6400.000,6390.000,6009.840,5988.530,443.96,439.64,949.83,955.87,9859
3042.06,6386.600,6293.900,5984.630,5891.790,437.6,437.51,942.03,949.83,9873
3115.88,6329.500,6329.700,5891.740,5865.110,437.83,455.91,942.03,942.03,9864
3066.42,6313.300,6301.800,5864.050,5813.360,461.14,456.92,948.41,942.14,9721
3188.39,6332.900,6370.900,5816.710,5898.060,456.92,442.07,966.28,946.17,9762
3191.76,6362.400,6457.400,5898.180,5819.090,442.12,452.08,974.44,966.28,9836
3218.36,6477.800,6485.000,5819.440,5726.000,452.18,459.14,973.26,974.44,9910
3206.93,6464.500,6423.700,5724.050,5641.740,459.74,454.29,966.04,973.26,9971
3212.99,6412.400,6493.100,5683.600,5750.395,452.66,460.07,961.19,966.04,9983
3304.63,6518.700,6567.800,5643.150,5859.050,469.39,487.09,965.93,961.19,10105
3320.88,6540.800,6553.900,5858.340,5818.430,488.72,486.51,966.64,965.93,10288
3299.24,6549.500,6578.200,5817.750,5861.820,488.23,498.53,954.09,966.64,10407
3191.63,6562.600,6477.800,5861.680,5922.410,503.67,502.14,944.51,954.09,10243
3346.14,6514.500,6604.300,5922.750,6129.250,500.4,509.64,950.07,944.51,10142
3360.76,6604.300,6629.400,6129.940,6158.490,513.39,491.99,954.45,950.07,10222
3320.32,6634.200,6570.400,6158.750,6156.830,490.71,497.79,960.36,954.45,10250
3380.2,6652.000,6665.300,6160.360,6223.590,497.81,513.53,959.18,960.36,10517
3280.49,6639.200,6640.600,6223.520,6221.680,515.15,517.83,958,960.36,10672
3320.75,6611.400,6610.400,6220.310,6187.670,519.51,515.07,954.45,958.35,10664
3224.74,6610.400,6542.000,6190.400,6152.010,515.04,517.21,959.65,954.33,10645
3207.53,6501.100,6577.200,6146.520,6126.230,516.36,517.03,971.13,961.07,10414
3065.57,6569.900,6504.100,6126.360,6053.750,516.08,504.38,962.38,971.13,10562
3167.99,6522.500,6597.200,6053.400,6081.520,506.97,506.05,960.6,962.38,10345
3196.05,6581.400,6587.300,6082.230,6135.390,507.08,490.02,966.04,959.3,10340
3111.88,6614.700,6637.100,6108.965,6124.795,489.25,485.55,964.62,966.28,10617
3077.06,6626.300,6664.300,6135.700,6114.200,485.04,469.69,965.33,965.22,10598
3205.29,6668.700,6724.400,6115.690,6185.950,469.69,489.51,967.82,966.28,10620
3139.97,6715.900,6621.500,6183.460,6168.460,489.83,480.94,974.56,968.65,10778
3022.69,6598.300,6560.900,6142.970,6089.660,478.41,487.56,994.79,974.56,10833
2961.41,6557.200,6537.000,6089.490,6120.460,488.41,496.09,1006.27,994.79,10987
3024.22,6542.500,6560.600,6119.040,6130.830,495.54,503.9,1004.85,1006.27,11275
3000.84,6560.600,6628.300,6137.130,6153.220,506.56,520.82,1007.34,1004.97,11493
3000.84,6612.100,6609.100,6153.450,6151.480,521.72,523.44,996.1,1007.34,11493
2920.42,6610.600,6609.100,6153.385,6167.195,522.58,521.255,996.51,1001.72,11475
2840,6609.100,6609.100,6153.320,6182.910,523.44,519.07,996.92,996.1,11475
2840,6625.900,6595.800,6182.860,6126.240,519.32,517.93,998.23,996.92,11326
2892.63,6608.600,6617.600,6126.130,6124.510,518.18,525.09,1000,1000,11235
2998.835,6619.800,6614.500,6127.000,6127.090,525.04,524.95,999.755,1000,11263
3105.04,6632.300,6740.100,6131.660,6225.400,524.96,520.55,999.51,1000,11291
3092.94,6739.600,6772.700,6225.280,6253.340,520.55,530.64,1008.46,999.73,11632
3157.25,6795.500,6837.300,6256.370,6333.460,530.64,554.43,1020.19,1009.61,11636
3112.77,6840.900,6802.800,6331.680,6279.280,555.14,559.65,1014.98,1020.19,12010
2993,6774.300,6723.100,6279.810,6266.480,560.63,569.9,1005.77,1014.98,11875
3037.68,6746.600,6772.200,6271.010,6329.960,570.17,591.09,1021.23,1005.77,11814
3037.33,6747.700,6801.800,6328.360,6353.030,592.58,575.8,1030.2,1022.07,11925
3060.65,6836.600,6809.900,6352.900,6364.640,575.77,581.86,1030.85,1030.2,12243
3098.72,6809.700,6811.000,6365.710,6407.000,585.53,591.1,1035.68,1030.74,12131
3049.4,6815.300,6801.400,6404.760,6398.900,591.14,586.95,1028.47,1035.68,12151
3054.11,6803.300,6827.000,6399.720,6331.990,588.77,596.58,1018.85,1027.73,11973
2918.82,6788.900,6755.900,6330.920,6204.460,596.6,577.2,1012.91,1018.95,11952
2893.55,6755.900,6740.400,6203.150,6161.120,577.03,575.74,1017.96,1012.94,11675
2870.57,6772.200,6690.800,6161.480,6092.130,575.63,562.75,1006.29,1017.96,11610
2803.25,6691.300,6721.300,6091.620,6024.090,561.11,568.71,1004.04,1006.29,11428
2811.22,6753.000,6737.400,6024.130,6054.440,569.21,568.15,1003.89,1004.11,11148
2717.82,6737.400,6664.900,6056.400,6012.560,564.86,557.81,994,1003.96,11157
2643.8,6629.800,6556.500,6009.540,5923.330,557.81,548.19,982.17,994.17,10768
2671.36,6572.200,6570.100,5919.330,5919.700,550.92,556.46,988.65,982.17,10534
2649,6512.100,6489.300,5967.730,5894.270,562.23,559.05,1010.52,1013.35,10587
2569.34,6521.500,6477.700,5898.970,5866.030,559.05,564.89,1015.24,1010.52,10567
2586.09,6487.800,6444.100,5866.220,5837.890,564.99,571.49,1013.89,1016.72,10388
2627,6452.300,6474.000,5834.340,5779.450,571.6,573.91,1015.24,1013.89,10491
2571.25,6484.800,6452.500,5779.260,5763.870,579.31,582.04,1017.42,1016.29,10512
2555.27,6449.100,6453.100,5764.050,5791.390,583.21,582.48,1012.79,1017.54,10509
2674.46,6453.100,6487.100,5790.680,5774.390,583.33,580.51,1011.29,1012.79,10103
2708.97,6487.100,6564.100,5773.140,5829.870,580.51,580.2,1012.14,1011.29,10089
2740.14,6564.800,6592.600,5831.690,5880.010,580.2,584.94,1009.84,1012.14,10192
2624.65,6578.900,6559.700,5880.190,5857.350,585.52,580.47,1004.16,1009.84,10434
2591.26,6587.400,6566.100,5856.940,5880.900,580.6,583.95,1005.54,1004.16,10259
2648.87,6571.500,6558.600,5882.130,5956.970,583.43,590.2,1008.27,1005.56,10222
2571.35,6557.300,6502.300,5956.300,5913.680,590.48,592.9,998.64,1008.27,10334
2485.5,6483.300,6503.500,5910.840,5869.210,593.02,588.44,998.47,998.64,10231
2450.2,6481.900,6508.300,5871.030,5869.790,588.94,585.82,998.63,998.47,10192
2513.22,6525.700,6582.200,5869.740,5900.020,584.72,578.89,1007.13,998.76,10006
2549.65,6570.500,6472.500,5925.170,5926.650,594.43,593.96,1013.78,1016.38,10006
2501.03,6466.900,6422.300,5926.290,5911.240,594.28,596.58,1013.39,1013.78,10263
2498.02,6425.600,6389.900,5910.580,5914.410,598.59,595.17,1013.38,1013.57,10263
2437.51,6380.000,6328.600,5914.470,5913.920,594.4,583.4,1024.39,1013.38,10311
2431.66,6293.800,6359.900,5913.610,5907.930,583,581.51,1035.26,1024.39,10608
2329.04,6334.500,6277.700,5908.180,5859.770,582.08,561.26,1019.96,1035.23,10695
2305.3,6313.400,6290.700,5859.950,5821.100,560.98,557.65,1012.79,1019.96,10314
2202.96,6274.900,6228.600,5821.150,5809.970,557.65,554.78,1018.72,1012.79,10343
2354.31,6265.300,6295.400,5810.430,5931.960,555.36,563.94,1019.18,1018.72,10606
2403.19,6325.800,6304.500,5932.510,5993.010,564.55,560.18,1017.52,1019.18,10792
2487.12,6277.800,6406.600,5991.590,6009.920,560.18,563.7,1014.05,1018.56,10783
2584.61,6412.900,6438.600,6011.940,6042.760,565.38,566.51,1015.07,1013.68,10891
2615.22,6458.500,6453.500,6044.180,6017.430,566.8,564.58,1017.13,1015.04,11143
2604.85,6452.200,6475.600,6013.930,6048.410,565.39,574.22,1023.22,1018.34,10993
2715.06,6520.000,6535.900,6031.525,5986.375,576.47,585.35,1022.98,1023.24,11176
2548.37,6493.200,6364.000,6049.120,5924.340,583.28,569.67,1012.22,1022.98,11362
2636.1,6378.800,6385.000,5922.920,5937.990,569.38,574.29,1011.27,1012.22,11047
2579.33,6386.100,6357.000,5931.360,5952.380,575.74,568.43,1007.9,1011.31,11248
2584.05,6345.400,6353.400,5952.680,5951.340,568.43,569.14,1003.92,1007.9,11204
2520.84,6334.900,6379.500,5951.200,5947.480,569.65,566.46,1009.34,1004.26,11273
2423.87,6341.500,6343.300,5947.010,5914.030,568.155,566.15,1009.13,1009.34,11387
2450.19,6351.200,6335.100,5914.690,5895.760,566.66,565.84,1006.93,1009.13,11283
2589.35,6389.300,6411.200,5899.010,6008.510,568.18,561.55,1013.12,1006.93,11615
2569.81,6412.200,6396.600,6009.930,6034.740,561.24,564.89,1016.43,1013.33,11877
2654.07,6399.700,6395.000,6035.690,6158.970,565.99,569.09,1018.79,1016.42,12014
2808.94,6462.200,6434.300,6168.230,6257.130,571.51,567.84,1026.47,1018.84,12154
