ind_Adj_Close,astsp_Open,astsp_Adj_Close,ast_Open,ast_Adj_Close,usdow_Open,usdow_Adj_Close,usnsdq_Open,usnsdq_Adj_Close,usvix_Open
3371.7,3373.6,3379.1,3324.1,3329.2,10037.42,9910.72,1722.83,1663.89,20.72
3301.21,3376.7,3352.8,3327.2,3304.2,9910.52,9819.87,1668.52,1656.93,23.23
3338.16,3352.8,3350,3304.2,3299.5,9818.9,9946.22,1655.02,1688.23,24.03
3372.56,3360.4,3362.3,3308.8,3311.3,10057.62,10091.87,1673.72,1644.82,20.11
3380.61,3362.3,3366,3311.3,3314.5,10091.73,10006.63,1643.17,1613.03,20.25
3384.35,3366.9,3345.4,3315.5,3293.5,10005.8,9808.04,1611.05,1578.48,20.99
3423.75,3345.4,3325,3293.5,3273.7,9810.53,9836.55,1589.58,1573.82,22.38
3435.06,3325,3339.9,3273.7,3287.4,9847.96,10141.83,1625.73,1696.29,21.3
3462.01,3339.9,3338.5,3287.4,3285.5,10137.96,10037.42,1684.44,1650.49,20.84
3431.32,3338.5,3330.9,3285.5,3279.1,10040.25,9939.92,1657.18,1600.85,21.83
3442.49,3330.9,3302.5,3279.1,3252.2,9938.82,10109.66,1611.26,1652.54,22.25
3420.33,3302.5,3314.3,3252.2,3263.1,10119.34,10298.14,1694.15,1719.05,19.87
3395.59,3314.3,3376.1,3263.1,3324.7,10288.56,10243.68,1705.45,1725.56,19.5
3355.61,3376.1,3395.3,3324.7,3343.2,10242.11,10289.21,1723.69,1730.44,19.31
3333.76,3395.3,3412.6,3343.2,3361.8,10291.05,10353.08,1745.17,1741.39,18.01
3282.81,3412.6,3393.3,3361.8,3344.8,10348.93,10229.5,1726.78,1701.59,18.76
3186.53,3393.3,3376.9,3344.8,3328.6,10229.08,10105.71,1708.57,1664.18,19.04
3175.49,3376.9,3389.8,3328.6,3340.9,10098.58,10157.88,1654.34,1673.45,20.25
3114.05,3389.8,3373.5,3340.9,3324.8,10158.3,10216.08,1678.42,1697.63,19.05
3255.62,3373.5,3387.1,3324.8,3338.3,10211.92,10104.26,1680.66,1661.49,18.22
3243.41,3387.1,3381.6,3338.3,3333.3,10159.23,10042.92,1675.505,1656.83,19.215
3146.83,3381.6,3385.9,3333.3,3335.7,10106.54,9981.58,1670.35,1652.17,20.21
3160.24,3385.9,3381.2,3336,3333.2,9976.94,9923.04,1639.27,1624.39,20.41
3135.89,3381.2,3387.1,3333.2,3338.5,9915.01,9911.69,1613.42,1631.92,20.88
3125.73,3387.1,3373.6,3338.5,3325.1,9915.15,9925.25,1641.1,1615.73,20.26
3161.09,3373.6,3375.6,3325.1,3328.2,9923.94,9709.79,1613.5,1562.56,20.98
3191.6,3375.6,3347.1,3328.2,3301.1,9710.34,9687.84,1559.25,1578.12,23.6
3255.52,3347.1,3350.2,3301.1,3303.6,9688.53,9796.8,1580.06,1595.26,23.52
3259.31,3350.2,3344.3,3303.6,3298.8,9795.7,9624.64,1583.65,1554.88,22.97
3217.76,3344.3,3342.8,3298.8,3295.7,9592.38,9589.67,1500.15,1535.48,25.96
3279.49,3343.55,3335.65,3298.8,3295.7,9587.38,9645.4,1536.98,1530.69,24.18
3362.42,3342.8,3328.5,3295.7,3277.8,9647.62,9517.26,1542.16,1497.18,23.11
3344.41,3328.5,3327.9,3277.8,3277.2,9515.12,9617.71,1491.36,1519.12,24.18
3311.16,3327.9,3313.6,3277.2,3264.7,9612.87,9502.8,1512.23,1496.88,24.65
3312.07,3313.6,3294.1,3264.7,3246.4,9498.92,9474.21,1471.97,1504.74,28.43
3323.5,3293.1,3299.7,3245.6,3251.2,9476.5,9687.42,1519.65,1553.29,25.92
3284.54,3299.7,3311.9,3251.2,3261.7,9684.52,9706.12,1544.19,1542.96,24.75
3242.26,3311.9,3279.9,3261.7,3230.7,9702,9561.57,1531.05,1496.83,25.05
3264.02,3279.9,3279.6,3230.7,3230.7,9561.64,9431.77,1494.8,1464.75,26.1
3242.75,3279.6,3252.2,3230.8,3204.5,9430.66,9253.79,1456.61,1440.96,28.38
3231.62,3247.6,3235.3,3200.5,3186.4,9252.47,9281.82,1429.56,1460.34,27.93
3214.34,3235.3,3227.6,3186,3176.7,9285.56,9126.82,1472.19,1423.99,26.41
3180.89,3227.3,3179.4,3176.9,3129.7,9108.22,9120.11,1379.87,1429.33,29.99
3217.15,3179.4,3212.9,3129.7,3160.9,9122.12,9269.92,1446.37,1459.2,27.67
3244.7,3212.9,3216,3160.9,3163.2,9270.33,9243.26,1454.98,1463.21,25.74
3288.71,3216,3227.9,3163.2,3175.7,9239.25,9109.79,1457.04,1403.8,25.71
3285.04,3227.9,3212.1,3175.7,3159.2,9104.95,9007.75,1395.37,1357.82,27.56
3310.19,3212.1,3185.9,3159.2,3132.9,9006.37,9054.97,1348.61,1380.17,28.88
3316.77,3185.9,3208.7,3132.9,3156.6,9033.955,9217.235,1374.82,1414.265,28.09
3330.61,3208.7,3214.8,3156.6,3164.3,9061.54,9379.5,1401.03,1448.36,27.3
3357.66,3214.8,3233.7,3164.3,3181.1,9375.7,9274.9,1439.85,1405.61,28.54
3358.58,3233.7,3258.4,3181.1,3205.4,9273.38,9096.09,1405.37,1381.12,27.96
3332.36,3258.4,3226.2,3205.4,3175.2,9098.16,8813.5,1396.67,1346.01,31.4
3290.56,3226.2,3192.4,3175.2,3142.1,8812.12,8801.53,1339.65,1374.43,34.42
3305.83,3192.4,3197.4,3142.1,3146,8805.33,8684.53,1391.3,1373.5,34.3
3278.71,3196.9,3187.3,3146,3135.3,8681.28,8639.19,1365.79,1382.62,35.07
3229.18,3196.9,3157.7,3146,3106.9,8635.31,8473.11,1371.91,1375.26,35.97
3216.07,3157.7,3122.2,3106.9,3072.5,8476.21,8542.48,1408.1,1397.25,34.25
3245.74,3122.2,3152.3,3072.5,3099.5,8540.47,8409.49,1390.41,1356.95,35.2
3230.27,3152.3,3109.2,3099.5,3058,8406.1,8019.26,1336.39,1319.15,36.42
3153.34,3092.1,3089.4,3041.7,3034.6,8015.04,7784.58,1309.84,1282.65,39.13
3176.93,3089.4,3088.6,3034.6,3034.6,7785.55,7702.34,1287.59,1229.05,42.27
3107.48,3088.6,3017.2,3034.6,2965.1,7698.46,8191.29,1203.88,1290.23,48.17
3094.96,3017.2,3042.4,2965.1,2990.6,8185.89,8186.31,1277.16,1240.08,40.65
3024.35,3042.4,2989.5,2990.6,2941.1,8192.61,8264.39,1250.72,1262.12,38.61
3030.06,2989.5,3035.2,2941.1,2984.2,8267.99,8711.88,1286.81,1335.25,33.89
2990.91,3035.2,3083.8,2984.2,3030.5,8707.03,8680.03,1322.99,1344.19,32.04
2987.65,3083.8,3086.2,3030.5,3032.6,8678.65,8736.59,1331.82,1328.26,32.78
2975.81,3086.2,3077.3,3032.6,3024.1,8732.58,8506.62,1322.47,1280,32.77
2985.01,3077.3,3053.9,3024.1,3002.8,8504.96,8313.13,1279.1,1247.92,37.53
3011.35,3048.9,3009.2,2998.4,2960.5,8312.92,8043.63,1243.38,1206.01,41.95
3023.26,3009.2,2985.6,2960.5,2937.8,8049.93,8274.09,1224.8,1259.55,43.06
3009.48,2985.6,3051,2937.8,2999.4,8282.25,8456.15,1290.23,1280.9,40.72
2950.09,3051,3077.1,2999.4,3024.2,8456.29,8712.02,1278.34,1316.52,38.53
2976.34,3077.1,3106.8,3024.2,3052.8,8707.24,8745.45,1301.83,1306.12,37.41
3007.85,3113.3,3103.8,3058.5,3052.1,8741.92,8688.89,1293.88,1306.84,37.23
3036.4,3103.8,3110.3,3052.1,3058.3,8683.15,8482.39,1300.73,1269.28,37.24
3020.7,3110.3,3096.2,3058.3,3046.4,8479.14,8743.31,1273.94,1334.3,35.56
3043.3,3096.2,3128,3046.4,3076.8,8745.04,8818.14,1339.6,1345.01,31.9
3065.9,3128,3133.3,3076.8,3084.2,8813.07,8778.06,1333.26,1361.01,29.88
3064.04,3133.3,3148.2,3084.2,3099.3,8777.09,8990.79,1362.29,1394.54,29.6
3089.58,3148.2,3176.7,3099.3,3126.2,8986.5,8872.07,1384.47,1376.59,29.52
3084.38,3176.7,3164.3,3126.2,3113.8,8866.14,8957.23,1389.56,1409.25,29.18
3080.7,3164.3,3195.7,3113.8,3143,8961.18,9053.64,1410.75,1422.95,28.64
3119.18,3195.7,3184.5,3143,3133.4,9051.49,8872.96,1411.75,1380.62,28.08
3123.6,3180.8,3176.9,3130.2,3125.7,8873.93,8919.01,1387.2,1391.74,30.73
3097.85,3176.9,3160.3,3125.7,3110.9,8917.49,8824.41,1395.04,1347.78,29.89
3099.38,3160.3,3137.7,3110.9,3090.4,8823.93,8694.09,1339.42,1314.38,31.24
3114.16,3137.7,3130.8,3090.4,3082.8,8690.69,8670.99,1304.21,1335.77,35.42
3181.23,3130.8,3120.1,3082.8,3073.7,8669.26,8663.5,1326.05,1314.85,33.64
3187.26,3122.3,3131,3073.7,3083.7,8664.265,8485.775,1314.36,1289.345,35.38
3159.77,3131,3143.2,3083.7,3095.4,8659.27,8308.05,1302.67,1263.84,37.12
3173.35,3143.2,3093.2,3095.4,3047.5,8308.53,8425.12,1268.65,1292.31,39.21
3181.47,3093.2,3113.5,3047.5,3065.8,8420.2,8283.7,1274.76,1251,39.58
3089.47,3089.5,3119.6,3042.1,3069.3,8425.88,8519.38,1286.75,1304.6,39.1
3107.565,3119.6,3110.7,3069.3,3061.1,8520.14,8602.61,1306.13,1320.09,35.98
3125.66,3110.1,3148,3060.6,3097.6,8604.27,8581.17,1328.35,1315.45,34.81
3131.34,3148,3142.1,3097.6,3090.9,8574.94,8379.41,1305.72,1279.68,36.24
3098.94,3142.1,3130.6,3090.9,3080,8377.68,8312.69,1272.94,1291.4,38.22
3076.01,3130.6,3125.7,3080,3075.3,8311.79,8380.18,1286.85,1275.88,37.34
3103.9,3125.7,3156.7,3075.3,3105.1,8386.35,8207.55,1292.91,1259.94,35.87
3069.78,3156.7,3120.3,3105.1,3070.7,8203.07,8172.45,1244.52,1252.13,38.68
3040.3,3120.3,3090.7,3070.7,3044.1,8170.65,7942.39,1233.94,1216.45,39.92
3024.35,3090.7,3073.6,3044.1,3027.2,7945.93,7986.02,1229.47,1221.09,39.93
3021.28,3070.2,3046.7,3024.2,3001,7984.77,7872.15,1209.13,1184.93,40.78
3022.25,3046.7,3033.3,3001,2988.1,7871.23,7683.13,1170.95,1182.17,40.95
3021.08,3033.3,2991.1,2988.1,2946.6,7687.16,7841.82,1195.6,1222.29,39.65
3014.69,2991.1,2988.7,2946.6,2945.8,7844.62,7997.12,1231.85,1221.61,36.09
3037.26,2988.7,3008.9,2945.8,2965.6,7996.01,7701.45,1213.77,1199.16,35.07
2991.36,3001.1,2970.9,2958.5,2928.3,7698.81,7591.93,1187.48,1172.06,41.07
2959.66,2970.9,2987.2,2928.3,2940.5,7593.04,7938.79,1180.26,1213.72,37.25
2948.86,2987.2,2998.2,2940.5,2951.8,7936.57,7755.61,1208.03,1187.3,35.16
2938.06,2998.2,2999.3,2951.8,2951.8,7753.46,7717.19,1183.11,1165.56,37.33
2930.51,2999.3,2991.6,2951.8,2944.4,7719.34,7528.4,1174.58,1139.9,39.18
2952.78,2986.2,2940,2939.8,2895.6,7528.68,7422.84,1135.79,1119.4,41.65
2973.35,2940,2946,2895.6,2901.2,7425.82,7501.49,1129.82,1129.22,42.09
2956.89,2946,2912.7,2901.2,2869.5,7499.96,7286.27,1117.14,1114.11,42.25
2995.77,2896.6,2924.6,2855.5,2883,7540.74,7850.29,1179.9,1210.47,36.36
3003.39,2924.6,2959.8,2883,2915.6,7848.21,7877.4,1198.5,1220.53,36.92
2999.19,2959.8,2994.9,2915.6,2946.5,7883.23,8255.68,1259.87,1282.44,34.36
2994.99,2994.9,2993.8,2946.5,2948.8,8232.1,8036.03,1239.54,1232.42,34.91
3006.14,2993.8,2989.8,2948.8,2946.6,8038.31,8275.04,1272.26,1272.29,34.77
3009.76,2989.8,3010.6,2946.6,2967.4,8287.72,8322.4,1270.13,1287.86,34.6
2998.01,3010.6,2990.2,2967.3,2947.8,8320.74,8538.24,1276.76,1309.67,35.34
2965.97,2990.2,3003,2947.8,2960.7,8534.08,8450.16,1285.54,1292.8,34.39
2948.96,3003,3031.9,2960.7,2987.2,8448.56,8494.27,1288.24,1320.23,34.06
2908.05,3031.9,3023.6,2987.2,2978.8,8495.38,8317.34,1325.08,1298.71,32.99
2875.53,3023.6,3009.2,2978.8,2967.4,8317.48,8443.99,1297.33,1331.13,33.37
2834.41,3033.9,3011.3,2988.4,2967.4,8448.98,8368.04,1345.72,1315.83,30.78
2885.23,3011.3,3006.2,2967.4,2960,8367.28,8368.94,1313.14,1300.54,31.53
2888.59,3006.2,3042.9,2960,2995,8363.95,8427.41,1307.49,1326.73,32.5
2949.32,3042.9,3010.3,2995,2966.7,8427.34,8397.03,1330.73,1329.75,31.57
2950.58,3048.85,3030.25,3002.25,2987.2,8395.64,8517.64,1320.95,1360.7,31.57
2987.58,3054.8,3050.2,3009.5,3007.7,8521.6,8571.6,1394.57,1396.54,29.81
2982.39,3050.2,3075.5,3007.7,3036,8568.76,8678.27,1386.87,1401.17,31.01
2978.825,3075.5,3038.9,3036,3001.9,8677.17,8771.01,1408.22,1418.99,31.89
2975.26,3038.9,3008.8,3001.9,2972.6,8766.08,8586.24,1397.54,1376.71,31.42
2956.84,3005.9,2995.65,2969.65,2957.75,8585.75,8537.13,1376.37,1359.28,30.39
2948.04,2972.9,2982.5,2937.4,2942.9,8535.81,8358.95,1355.1,1319.19,30.63
2961.24,2982.5,2971,2942.9,2932.2,8356.73,8386,1328.08,1349.56,31.09
2960.66,2971,2962.2,2932.2,2922.2,8380.32,8398.49,1342.22,1361.33,31.21
2986.56,2962.2,3004.9,2922.2,2964.7,8403.69,8542.13,1378.94,1411.52,29.69
3033.91,2980.95,2997.3,2941.5,2958.05,8535.64,8579.09,1396.11,1411.14,27.92
3057.16,2999.7,2989.7,2960.8,2951.4,8579.74,8486.57,1422.54,1393.69,27.09
3066.32,2989.7,3007.8,2951.4,2969,8484.93,8474.78,1387.11,1374.51,28.12
3075.48,3007.8,3021.9,2969,2984.8,8469.57,8623.01,1375.69,1419.35,26.93
3101.36,3021.9,3035.8,2984.8,2999.4,8625.48,8845.15,1431.13,1467.55,24.6
3141.61,3031.6,3025.6,2994.85,2989.35,8842.41,8804.84,1453.05,1468.74,23.99
3175.56,3041.3,3015.4,3004.9,2979.3,8804.97,8849.4,1470.64,1481.9,23.92
3187.76,3015.4,3005.2,2979.3,2968.2,8844.12,8676.42,1473.23,1444.43,24.56
3174.11,3005.2,3043.5,2968.2,3007.2,8678.96,8931.68,1463.27,1487.94,25.15
3220.75,3043.5,3061.4,3007.2,3025.2,8806.315,8913.885,1479.54,1483.36,26.125
3228.82,3063.65,3067,3027.4,3031.2,8933.67,8896.09,1495.81,1478.78,27.1
3270.36,3083.8,3072.6,3047.6,3037.2,8902.95,8862.57,1507.94,1484.78,28.35
3230.14,3072.6,3027.2,3037.2,2993.4,8861.13,8742.93,1474.69,1448.96,27.79
3207.36,3027.2,3040.5,2993.4,3004,8734.22,8737.85,1427.05,1430.35,29.1
3229.73,3040.5,3027.3,3004,2990.7,8740.66,8623.28,1444.74,1410.75,29.5
3306.29,3032,3009.05,2995.95,2973.2,8620.88,8645.77,1395.18,1422.44,30.64
3269.31,3023.5,2990.8,2987.9,2955.7,8643.99,8473.41,1411.4,1367.14,30.07
3289.68,2990.8,2969.7,2955.7,2939.5,8473.61,8574.26,1374.56,1390.76,30.44
3303.27,2969.7,2987.8,2939.5,2955.7,8571.52,8589.14,1382.1,1396.59,28.92
3324.48,2987.8,2971.3,2955.7,2941.2,8590.99,8538.4,1407.02,1399.55,27.95
3342.97,2968.85,2979,2938.8,2949.25,8536.07,8433.71,1387.71,1362.42,28.01
3328.39,2949.9,2986.7,2921.9,2957.3,8436.59,8627.4,1367.74,1400.33,28.25
3311.06,2986.7,2986.5,2957.3,2957,8626.99,8535.39,1396.33,1392.05,26.25
3333.31,2986.5,2989.1,2957,2959.2,8531.31,8447.35,1380.63,1361.51,27.29
3333.86,2989.1,3011.4,2959.2,2978.8,8441.94,8364.8,1358.61,1354.1,28.26
3337.22,3011.3,3022.1,2979.15,2988.8,8367.41,8511.32,1364.19,1363.05,28.59
3329.61,3033.5,3032.8,2999.1,2998.8,8511.39,8493.29,1359.92,1381.69,27.61
3352.77,3033.5,3032.8,2999.1,2998.8,8491.99,8448.11,1375.96,1372.47,26.39
3367.705,3032.8,3027.2,2998.8,2991.4,8470.425,8440.36,1375.55,1370.18,26.355
3382.64,3032.8,3027.2,2998.8,2991.4,8448.86,8432.61,1375.14,1367.89,26.32
3398,3012.75,3017.15,2979.65,2983.45,8429.28,8303.78,1363.64,1348.31,27.72
3374.97,2992.7,3007.1,2960.5,2975.5,8304.06,8332.85,1349.43,1339.54,30.69
3377.28,3010.15,3031.3,2978.35,3000.6,8332.24,8341.63,1336.83,1335.51,29.08
3365.06,3027.6,3055.5,2996.2,3025.7,8342.38,8607.52,1346.93,1384.85,28.74
3357.54,3051.5,3065,3020.5,3034.45,8607.38,8601.69,1382.36,1387.08,25.55
3334.89,3075.4,3074.5,3044.8,3043.2,8602.78,8773.57,1390.19,1421.32,25.32
3330.5,3074.5,3074.7,3043.2,3042.4,8775.84,8740.59,1424.26,1431.57,25.13
3357.87,3074.7,3064.9,3042.4,3035.6,8735.93,8595.31,1423.29,1401.07,25.62
3384.2,3064.9,3063.5,3035.6,3035,8596.68,8776.18,1414.47,1438.46,24.9
3358.99,3067.15,3069.65,3039.05,3042,8776.04,8784.89,1423.62,1447.72,24.62
3327.16,3069.4,3075.8,3042.5,3049,8787.83,8785.98,1461.73,1446.04,24.95
3335.35,3075.8,3077,3049,3049.6,8787.22,8842.62,1445.07,1460.99,25.01
3357.69,3077,3056.3,3049.6,3030.3,8843.64,8723.18,1461.04,1438.8,24.85
3373.52,3056.3,3051.7,3030.3,3024.7,8721.12,8697.87,1440.56,1423.75,24.92
3370.39,3056.05,3051.6,3029.25,3024.4,8695.82,8586.74,1401.37,1376.19,25.39
3341.89,3055.8,3051.5,3028.2,3024.1,8641.04,8514.82,1390.9,1370.22,26.07
3354.14,3051.5,3025.9,3024.1,2999.1,8586.26,8442.9,1380.43,1364.25,26.75
3357.04,3025.9,3024,2999.1,2997.8,8439.54,8318.73,1361.01,1359.48,28.16
3328.18,3024,3026.2,2997.8,3000.1,8320.72,8369.47,1377.5,1388.27,28.72
3287.86,3025.1,2995.3,2998.95,2970.3,8367.89,8131.01,1382.35,1342.14,28.47
3247.71,3026.2,2964.4,3000.1,2940.5,8128.54,7989.56,1329.81,1325.27,33.31
3267.84,2964.4,2951.7,2940.5,2929.9,7991.07,8088.84,1335.43,1342.18,34.42
3305.44,2886.2,2906,2868.2,2886.1,7981.95,7929.3,1298.7,1301.73,34.03
3279.77,2888.2,2892.5,2869.2,2873.05,7932.45,7864.23,1310.92,1282.47,33.3
3256.86,2890.2,2879,2870.2,2860,7865.74,7920.11,1286.51,1296.68,35.21
3261.47,2879,2884.5,2860,2867.1,7920.93,7843.11,1301.54,1295.46,33.18
3247.51,2884.5,2835.4,2867.1,2820.5,7836.36,7758.17,1292.08,1278.97,33.88
3235.46,2835.4,2817.2,2820.5,2804.4,7756.55,7749.87,1280.92,1277.44,34.99
3223.41,2839.75,2830.95,2825,2816.65,7750.9,7908.8,1283.41,1310.17,33.74
3282.45,2844.1,2844.7,2829.5,2828.9,7830.1,7974.975,1301.7,1328.355,32.93
3289.09,2844.7,2864.7,2828.9,2849.9,7909.3,8041.15,1319.99,1346.54,32.12
3302.04,2864.7,2819.1,2849.9,2806.5,8033.8,8000.6,1343.37,1334.32,31.17
3303.22,2819.1,2820.2,2806.5,2804.4,8002.7,7914.96,1339.7,1331.23,30.97
3307.2,2836.35,2809.6,2821.85,2792.45,7915.52,8018.11,1331.33,1349.02,30.98
3322.17,2853.6,2799,2837.2,2780.5,8017.34,7858.24,1342.5,1322.38,31.46
3281.92,2799,2826.9,2780.5,2804.2,7856.42,7909.5,1307.39,1328.98,32.71
3260.48,2825.4,2796.2,2802.9,2774.7,7907.39,7806.98,1323.01,1303.68,32.12
3277.34,2796.2,2800.9,2774.7,2778.4,7807.96,7884.99,1312.13,1323.94,31.76
3277.27,2816.9,2813.1,2791.6,2787,7890.24,7837.86,1344.21,1320.29,29.78
3244.8,2813.1,2776,2787,2749.7,7838.14,7704.87,1320.28,1307.77,31.05
3226.1,2776,2776,2749.7,2747,7702.35,7775.6,1305.28,1314.4,31.25
3190.35,2776,2744,2747,2715,7774.76,7673.99,1306.07,1302.89,31.04
3153.06,2758.7,2733.6,2729.05,2703.35,7671.75,7740.03,1285.3,1305.29,32.64
3125.88,2741.4,2723.2,2711.1,2691.7,7739.4,7568.18,1295.46,1278.37,33.37
3154.91,2723.2,2718.4,2691.7,2687.1,7568.53,7524.06,1280.73,1271.47,33.32
3110.08,2718.4,2700.4,2687.1,2673.3,7517.76,7552.07,1266.99,1279.24,33.69
3108.24,2700.4,2753.1,2673.3,2724.2,7555.29,7821.75,1297.74,1340.77,32.98
3096.575,2719.75,2794.1,2692.15,2764.3,7822.17,7859.71,1344.26,1340.33,30.85
3084.91,2739.1,2835.1,2711,2804.4,7857.96,8141.92,1329.95,1392.27,31.85
3103.045,2835.1,2846.7,2804.4,2814.7,8142.69,8194.23,1392,1400.55,31.51
3121.18,2846.7,2866.1,2814.7,2835.8,8193.04,8265.45,1396.27,1397.07,30.82
3192.93,2866.1,2866.7,2835.8,2839.4,8264.68,8286.6,1385.66,1402.77,31.81
3200.15,2862.3,2860.55,2832.15,2830.8,8290.38,8521.97,1422.06,1421.84,29.41
3140.36,2858.5,2854.4,2828.5,2822.2,8514.82,8214.68,1390.04,1369.78,30.53
3140.42,2854.4,2892.1,2822.2,2858.4,8216.85,8280.23,1374.21,1391.01,30.27
3143.58,2892.1,2892.5,2858.4,2855,8279.88,8229.88,1390.27,1387.45,28.62
3116.79,2892.5,2897.7,2855,2861.2,8226.39,8201.45,1375.9,1384.25,28.94
3115.44,2895.1,2891.45,2858.1,2854.9,8198.85,8145.77,1375.26,1369.6,28.21
3048.72,2897.7,2885.2,2861.2,2848.6,8142.83,7992.13,1351.61,1341.17,29.95
3080.95,2885.2,2882.2,2848.6,2844.2,7992.83,8069.86,1347.54,1348.3,29.58
3116.99,2882.2,2882.3,2844.2,2847.4,8069.86,8285.06,1374.71,1396.72,27.5
3151.16,2882.3,2908.6,2847.4,2874.1,8285.76,8240.38,1404.99,1396.58,28.32
3167.7,2908.6,2933.5,2874.1,2896.3,8240.59,8277.15,1400.97,1383.51,28.35
3215.24,2933.5,2979.4,2896.3,2941.6,8284.15,8300.41,1425.23,1389.51,28.86
3174.86,2979.4,2978.8,2941.6,2940.6,8299.12,8298.92,1388.53,1382.94,27.87
3141.25,2978.8,2950.5,2940.6,2915.7,8299.28,8197.94,1385.28,1356.74,27.08
3035.33,2950.5,2945.1,2915.7,2904.7,8198.99,8221.33,1359.43,1365.61,26.92
2997.87,2945.1,2949,2904.7,2908.3,8223.22,8203.41,1379.48,1358.85,24.42
2997.625,2949,2940.9,2908.3,2905.5,8203.97,8351.1,1361.35,1384.95,24.83
2997.38,2940.9,2968.8,2905.5,2932.4,8347.66,8402.36,1381.67,1391.01,23.24
3032.32,2968.8,2979.8,2932.4,2944.4,8405.72,8257.61,1411.7,1394.72,22.5
2984.5,2979.8,2953.2,2944.4,2917,8255.79,8337.65,1395.62,1425.5,22.11
2990.735,2979.8,2953.2,2944.4,2917,8296.23,8333.275,1410.79,1424.935,21.96
2996.97,2953.2,2980.4,2917,2942.2,8336.67,8328.9,1425.96,1424.37,21.81
2985.54,2953.2,2980.4,2917,2942.2,8326.38,8484.99,1417,1451.36,21.83
2947.33,2980.4,3005,2942.2,2964,8484.92,8515.66,1453.95,1466.16,20.86
2937.23,3005,3001.9,2964,2961.7,8512.44,8440.04,1453.23,1457.23,21.03
2924.03,3003.45,2988.2,2962.85,2948.2,8438.98,8306.35,1451.13,1434.54,20.51
2936.71,3001.9,2974.5,2961.7,2934.7,8306.84,8471.61,1437.86,1462.24,20.89
2950.14,2974.5,3011.2,2934.7,2971.2,8472.88,8502.99,1468.03,1471.3,20.66
2959.79,3011.2,3007.5,2971.2,2970.9,8501.38,8480.09,1467.84,1464.31,21.04
2966.63,3003.6,2975.4,2965.6,2941,8453.48,8582.68,1470.09,1502.88,21.09
2975.47,2975.4,2977.4,2941,2948,8583.17,8531.57,1508.31,1504.04,21.32
2993,2977.4,2968,2948,2937.5,8531.28,8588.36,1503.42,1523.71,21
2980.74,2968,2975.7,2937.5,2944.2,8585.42,8560.63,1513.48,1506.76,21.45
2961.6,2975.7,2956.2,2944.2,2927.5,8558.67,8491.22,1492.49,1489.69,21.66
2950,2956.2,2956,2927.5,2928.2,8492.69,8604.6,1500.65,1520.15,20.85
2942.78,2956,2976.1,2928.2,2945.5,8603.9,8726.73,1518.52,1541.4,19.96
2960.62,2976.1,2981.4,2945.5,2952.1,8722.88,8679.25,1533.14,1539.68,19.51
2993.94,2981.4,2970.8,2952.1,2943,8673.29,8647.82,1545.88,1534.9,20.02
3012.97,2970.8,2958.4,2943,2931,8649.22,8713.14,1541.43,1551.38,19.55
3056.58,2958.4,2951.3,2931,2924.4,8710.36,8678.97,1544.84,1538.53,19.26
3043.89,2951.9,2948.6,2925,2922.5,8676.52,8493.39,1530.38,1492.77,19.49
3062.92,2948.6,2935.7,2922.5,2908.5,8494.09,8491.36,1498.05,1491.09,20.49
3057.09,2935.7,2942.8,2908.5,2914.9,8485.62,8516.43,1488.27,1489.87,21.69
3040.79,2942.8,2965.6,2914.9,2935.7,8516.99,8594.02,1493.39,1507.55,20.99
3049.84,2965.6,2997.7,2935.5,2966.3,8594.02,8601.38,1506.64,1510.09,20.07
3096.69,2997.3,2997.6,2966.3,2965,8597.28,8691.365,1505.755,1533.39,20.375
3081.94,2997.6,2982.9,2965,2950.8,8600.54,8781.35,1504.87,1556.69,20.68
3130.46,2982.9,3008.7,2950.8,2976.1,8781.84,8793.12,1560.11,1563.24,19.79
3164.25,3008.7,3016,2976.1,2983.6,8787.23,8711.18,1565.38,1574.95,19.72
3180.75,3016,3011,2983.6,2979.8,8711.46,8850.26,1583.23,1595.91,19.83
3206.38,3011,3038.4,2979.8,3004.3,8851.45,8897.81,1612.1,1590.75,20.35
3181.97,3038.4,3026.8,3004.3,2991.9,8898.23,8922.95,1589.72,1603.56,20.85
3262.2,3032.7,3040.3,2996.6,3008,9036.67,9041.3,1620.79,1646.01,21.21
3303.24,3040.3,3048.9,3008,3018.1,9045.57,9062.79,1670.03,1627.42,20.41
3337.31,3044.6,3052.05,3013.05,3020.7,9061.18,8980,1623,1603.97,22.2
3289.55,3048.9,3055.2,3018.1,3023.3,8980.79,9054.89,1611.17,1627.67,21.87
3314.6,3055.2,3070.3,3023.3,3036.9,9048.85,9183.22,1625,1646.02,20.61
3337.3,3070.3,3084.8,3036.9,3050.2,9184.29,9196.55,1653.05,1653.62,20.74
3354.14,3084.8,3087.6,3050.2,3053.4,9197.88,9117.12,1656.61,1626.49,20.57
3336.64,3087.6,3090.1,3053.4,3056.3,9117.56,9318.96,1633.8,1666.58,21.28
3431.03,3090.1,3112.3,3056.3,3077,9319.66,9323.02,1673.1,1668.44,20.3
3430.96,3112.3,3090.2,3077,3057.7,9322.67,9293.8,1663.03,1677.14,20.25
3454.6,3090.2,3104,3057.7,3070.9,9293.8,9179.53,1677.05,1648.64,19.83
3499.5,3104,3089.5,3070.9,3055.2,9180.93,9200.75,1657.31,1644.72,19.54
3461.38,3089.5,3092.1,3055.2,3059,9199.49,9072.95,1642.33,1610.75,20.16
