uk_VALUE,RDSCUNT_RATE,RATE_YEAR,RATE,BOND_RATE,PRP_M,PRP_M_P,M1A,M1B,M2
1.667,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.6885,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.68775,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.687,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.6885,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.684,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.6881,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.6935,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.6882,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.6765,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.6745,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.675,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.6761,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.6776,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.6744,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.6779,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.6729,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.6628,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.6292,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.6275,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.621,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.6388,5,5.95,7.375,5.97,17265,5196,16549,37161,144683
1.6348,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.6283,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.625,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.6008,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.5875,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.585,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.5902,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.5775,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.5825,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.5865,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.609,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.6035,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.5923,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.5905,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.6081,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.6052,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.6121,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.6103,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.6158,5.25,6.03,7.5,6.12,17125,5138,16555,36965,144582
1.60275,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.5897,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.5846,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.5855,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.592,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.5827,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.5882,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.589,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.5968,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.6085,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.6042,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.5985,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.6137,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.6112,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.6025,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.6115,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.6103,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.6279,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.61,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.6117,5.25,6.03,7.5,6.17,17238,5141,16333,36222,144634
1.6145,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6135,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.613,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.613,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6195,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6208,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6245,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6221,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6197,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6235,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6187,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6145,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6297,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6338,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6338,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6317,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6347,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6548,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6756,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6721,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6655,5.25,6.03,7.5,6.36,16426,5111,15693,35249,145556
1.6763,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.6832,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.6775,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.692,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.6905,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.6893,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.69515,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.701,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.6931,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.6931,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.6955,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.6911,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.6925,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.6892,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.69,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.6805,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.6735,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.681,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.6885,5.25,6.03,7.5,6.28,15983,5121,16035,36068,147469
1.6825,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6817,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.684,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6705,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6585,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6472,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6528,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6495,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6552,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6501,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6333,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6326,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6507,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6635,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6684,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6617,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.668,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6675,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6695,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6683,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6552,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.6427,5.25,6.03,7.5,6.5,15979,5128,16437,36598,149568
1.633,5.25,6.03,7.5,6.57,17417,6207,17652,38167,153128
1.6335,5.25,6.03,7.5,6.57,17417,6207,17652,38167,153128
1.6253,5.25,6.03,7.5,6.57,17417,6207,17652,38167,153128
1.6114,5.25,6.03,7.5,6.57,17417,6207,17652,38167,153128
1.6165,5.25,6.03,7.5,6.57,17417,6207,17652,38167,153128
1.6221,5.25,6.03,7.5,6.57,17417,6207,17652,38167,153128
1.6345,5.25,6.03,7.5,6.57,17417,6207,17652,38167,153128
1.6301,5.25,6.03,7.5,6.57,17417,6207,17652,38167,153128
1.63,5.25,6.03,7.5,6.57,17417,6207,17652,38167,153128
1.6337,5.25,6.03,7.5,6.57,17417,6207,17652,38167,153128
1.6304,5.25,6.03,7.5,6.57,17417,6207,17652,38167,153128
1.6271,5.25,6.03,7.5,6.57,17417,6207,17652,38167,153128
1.6264,5.25,6.03,7.5,6.57,17417,6207,17652,38167,153128
1.6498,5.25,6.03,7.5,6.57,17417,6207,17652,38167,153128
1.638,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.6423,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.658,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.6545,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.6475,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.6338,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.623,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.6324,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.6379,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.6345,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.63285,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.6312,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.6395,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.6355,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.6363,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.647,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.6455,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.6484,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.6448,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.6453,5.25,6.52,7.955,6.7,17360,6288,17034,38484,154866
1.6472,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.6525,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.646,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.645,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.6325,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.6364,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.6381,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.6467,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.6561,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.6658,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.6682,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.6743,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.6711,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.6678,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.6643,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.679,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.6751,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.6739,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.686,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.6825,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.6775,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.6765,5.25,6.52,7.955,6.54,16695,5528,16325,37570,154394
1.674,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.6665,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.6575,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.6658,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.6683,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.6725,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.6718,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.6668,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.684,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.683,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.691,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.684,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.6757,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.6762,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.6718,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.6665,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.6678,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.6733,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.6673,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.6702,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.6727,5.25,6.53,7.955,6.33,16494,5380,15938,36814,154422
1.666,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.6605,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.661,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.6485,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.638,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.63,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.6347,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.6308,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.6306,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.6278,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.6235,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.6232,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.6332,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.6305,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.6318,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.63415,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.6365,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.6322,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.6277,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.6308,5.25,6.53,7.955,6.45,16465,5305,15889,36192,154117
1.6392,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6388,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6385,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6395,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6351,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6324,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6347,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6277,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6292,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6315,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6315,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6525,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.662,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6705,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6735,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.672,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6641,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6683,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6722,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6608,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6645,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6695,5.25,6.53,7.955,6.4,16469,5290,16114,36367,154470
1.6565,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.6471,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.6442,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.6375,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.6369,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.6315,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.6325,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.6412,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.6355,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.6337,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.6387,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.6427,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.648,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.643,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.642,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.6474,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.6594,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.6565,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.6485,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.644,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.6415,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.6349,5.25,6.53,7.955,6.22,16603,5221,16308,36795,156185
1.6245,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.633,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.636,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.6332,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.629,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.6328,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.6295,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.629,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.6265,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.6184,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.6162,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.6162,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.6227,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.6275,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.6363,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.641,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.6395,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.6385,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.6405,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.672,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.676,5.25,6.51,7.92,5.99,16249,5171,15840,35989,156802
1.674,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.6686,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.6762,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.672,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.66505,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.6581,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.662,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.6816,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.6847,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.6775,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.6742,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.6758,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.684,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.6835,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.6845,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.6837,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.6798,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.6945,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.7023,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.704,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.7068,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.6995,5.125,6.48,7.898,5.22,15957,5068,15697,35855,158503
1.7045,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.7026,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.6833,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.6968,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.7222,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.703,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.70225,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.7015,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.7055,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.7028,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.6995,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.706,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.7005,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.695,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.69,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.683,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.6722,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.672,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.6758,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.6735,5.125,6.2,7.811,5.14,15818,5117,15768,35977,159736
1.6652,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.6577,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.6588,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.663,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.658,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.6585,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.658,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.66075,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.6635,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.6755,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.6775,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.672,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.6677,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.6542,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.654,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.6582,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.6613,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.65675,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.6522,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.6485,5,5.79,7.769,5.24,15897,5144,15947,36768,161946
1.654,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.6625,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.6645,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.6615,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.653,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.654,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.658,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.667,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.6835,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.6885,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.6853,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.6765,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.675,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.6803,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.68,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.6775,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.6767,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.6723,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.6745,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.6836,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.6665,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.6628,4.75,5.44,7.704,5.12,16093,5175,16356,37647,163091
1.6566,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.6547,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.6495,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.6405,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.6375,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.6308,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.6493,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.653,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.65,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.6525,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.655,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.6467,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.6516,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.656,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.6563,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.6585,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.6485,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.647,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.6457,4.75,5.44,7.701,5.02,16316,5220,16483,38041,164407
1.641,4.5,5.05,7.667,5.02,17562,6648,17576,39652,167024
1.643,4.5,5.05,7.667,5.02,17562,6648,17576,39652,167024
1.6375,4.5,5.05,7.667,5.02,17562,6648,17576,39652,167024
