uk_VALUE,RDSCUNT_RATE,RATE_YEAR,RATE,BOND_RATE,PRP_M,PRP_M_P,M1A,M1B,M2
1.4362,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.44,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.4315,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.4209,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.4186,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.4177,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.4176,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.4236,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.4293,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.431,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.4333,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.438,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.4278,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.4245,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.4103,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.4207,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.4197,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.4187,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.4251,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.4175,3.75,4.08,7.603,4.48,15609,5413,16786,42935,190277
1.416,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.4123,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.4113,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.3906,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.39,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.3817,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.373,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.3781,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.3909,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.4005,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.4056,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.4034,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.4008,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.3952,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.4167,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.414,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.4154,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.419,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.407,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.4077,3.5,4.08,7.603,3.84,15469,5368,16660,42941,191228
1.4168,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.4058,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.4028,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.3998,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.4106,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.4081,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.4098,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.4121,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.4065,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.3995,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.4011,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.4037,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.416,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.419,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.429,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.4185,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.4223,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.428,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.4265,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.4256,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.4252,3.5,3.87,7.595,3.5,15778,5365,16899,43341,192852
1.433,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4295,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4268,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4175,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4169,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4135,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4218,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4273,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4217,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4285,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4379,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4438,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4465,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4445,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4468,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4538,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4478,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4443,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.443,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4501,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4515,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4577,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.451,3.25,3.62,7.585,3.85,15494,5313,16725,43603,193332
1.4477,2.75,3.12,7.543,3.51,15580,5314,16925,43921,193310
1.4444,2.75,3.12,7.543,3.51,15580,5314,16925,43921,193310
1.4553,2.75,3.12,7.543,3.51,15580,5314,16925,43921,193310
1.4561,2.75,3.12,7.543,3.51,15580,5314,16925,43921,193310
1.4626,2.75,3.12,7.543,3.51,15580,5314,16925,43921,193310
1.4585,2.75,3.12,7.543,3.51,15580,5314,16925,43921,193310
1.4641,2.75,3.12,7.543,3.51,15580,5314,16925,43921,193310
1.4697,2.75,3.12,7.543,3.51,15580,5314,16925,43921,193310
1.4678,2.75,3.12,7.543,3.51,15580,5314,16925,43921,193310
1.4635,2.75,3.12,7.543,3.51,15580,5314,16925,43921,193310
1.4714,2.75,3.12,7.543,3.51,15580,5314,16925,43921,193310
1.4642,2.75,3.12,7.543,3.51,15580,5314,16925,43921,193310
1.4547,2.75,3.12,7.543,3.51,15580,5314,16925,43921,193310
1.4616,2.75,3.12,7.543,3.51,15580,5314,16925,43921,193310
1.4692,2.75,3.12,7.543,3.51,15580,5314,16925,43921,193310
1.4745,2.75,3.12,7.543,3.51,15580,5314,16925,43921,193310
1.4733,2.75,3.12,7.543,3.51,15580,5314,16925,43921,193310
1.4691,2.75,3.12,7.543,3.51,15580,5314,16925,43921,193310
1.4618,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.4756,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.4774,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.4795,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.47,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.4605,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.4415,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.4518,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.447,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.4478,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.4505,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.444,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.4372,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.4265,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.4214,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.4263,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.4306,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.4348,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.4525,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.4546,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.4534,2.5,2.8,7.523,2.98,14147,5308,16771,44139,193358
1.462,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.4615,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.457,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.4591,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.465,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.454,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.4574,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.44995,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.4425,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.4429,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.431,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.4278,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.4107,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.418,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.4154,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.41245,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.4095,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.4125,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.4137,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.4235,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.4232,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.4255,2.25,2.45,7.393,3.19,13573,5302,16779,45096,193651
1.4217,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.4216,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.4164,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.425,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.4315,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.4342,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.4365,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.444,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.4454,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.4547,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.4588,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.4565,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.4508,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.4464,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.4385,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.4385,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.44375,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.449,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.454,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.4475,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.4543,2.125,2.41,7.377,3.81,13769,5318,17493,47725,194949
1.4451,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.44,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.4455,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.4385,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.4426,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.4373,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.4433,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.4448,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.4482,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.445,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.4375,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.4348,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.4365,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.433,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.4295,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.4273,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.4229,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.4096,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.4074,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.4132,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.416,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.412,2.125,2.3,7.325,3.52,14106,5472,18171,50332,197316
1.4158,2.125,2.3,7.325,3.71,15643,6861,19164,52417,199780
1.4197,2.125,2.3,7.325,3.71,15643,6861,19164,52417,199780
1.417,2.125,2.3,7.325,3.71,15643,6861,19164,52417,199780
1.4138,2.125,2.3,7.325,3.71,15643,6861,19164,52417,199780
1.422,2.125,2.3,7.325,3.71,15643,6861,19164,52417,199780
1.4302,2.125,2.3,7.325,3.71,15643,6861,19164,52417,199780
1.4269,2.125,2.3,7.325,3.71,15643,6861,19164,52417,199780
1.4253,2.125,2.3,7.325,3.71,15643,6861,19164,52417,199780
1.4301,2.125,2.3,7.325,3.71,15643,6861,19164,52417,199780
1.4263,2.125,2.3,7.325,3.71,15643,6861,19164,52417,199780
1.4225,2.125,2.3,7.325,3.71,15643,6861,19164,52417,199780
1.4165,2.125,2.3,7.325,3.71,15643,6861,19164,52417,199780
1.419,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.4228,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.4212,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.4238,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.4245,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.4227,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.422,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.4146,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.4157,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.42,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.4238,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.4256,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.4213,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.426,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.4287,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.4263,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.4255,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.427,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.4238,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.4242,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.425,2.125,2.3,7.325,4.03,14439,5852,18193,52048,199455
1.4407,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.4358,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.435,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.4349,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.431,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.4345,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.4365,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.4382,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.4371,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.4372,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.4396,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.4438,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.4479,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.4472,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.4488,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.4486,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.448,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.454,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.4545,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.4592,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.4565,2.125,2.36,7.325,4.12,14174,5641,18037,52151,199398
1.4645,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4664,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4676,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4675,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4533,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4585,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4606,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4588,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4474,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4558,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4567,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4602,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4588,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4568,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4589,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4545,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4577,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.45975,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4618,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.46,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4655,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4625,2.125,2.36,7.325,4.02,14106,5515,18282,51863,198468
1.4622,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.4605,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.4574,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.4593,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.4604,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.461,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.4686,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.4705,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.4709,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.4735,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.4782,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.4868,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.4873,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.4982,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.4987,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.5056,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.4999,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.5217,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.5285,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.5245,1.875,2.32,7.325,3.78,14037,5437,18481,51689,198216
1.5307,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.53,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5268,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5237,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5206,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5348,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5465,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5483,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5545,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.55,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5656,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5693,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5682,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5685,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5785,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.58,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5657,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5745,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5754,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5635,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.557,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5725,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5625,1.875,2.11,7.225,3.5,13899,5309,18717,52015,199047
1.5578,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5709,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5665,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5382,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5354,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5278,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5235,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5317,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.531,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5442,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.536,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5372,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5272,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5266,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5295,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5192,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5215,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5236,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5305,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5363,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5484,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.5476,1.875,2.11,7.225,3.37,13977,5261,18710,51915,198720
1.55505,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.5625,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.5642,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.566,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.5585,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.5544,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.5492,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.5549,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.5585,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.544,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.5343,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.5525,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.5545,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.5558,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.5575,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.5565,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.5625,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.5563,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.5548,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.57,1.875,2.11,7.225,3.23,13910,5246,18868,51895,198541
1.5708,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5655,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5704,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.569,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5643,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5569,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5595,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5605,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.55735,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5542,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5543,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5525,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5461,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5418,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5463,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5499,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5478,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5533,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5602,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5585,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5568,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.563,1.875,2.11,7.225,2.99,13848,5241,18614,51549,198101
1.5638,1.625,1.86,7.1,2.82,13920,5285,18665,51963,199063
1.5545,1.625,1.86,7.1,2.82,13920,5285,18665,51963,199063
1.5625,1.625,1.86,7.1,2.82,13920,5285,18665,51963,199063
1.559,1.625,1.86,7.1,2.82,13920,5285,18665,51963,199063
1.5796,1.625,1.86,7.1,2.82,13920,5285,18665,51963,199063
1.5915,1.625,1.86,7.1,2.82,13920,5285,18665,51963,199063
1.5897,1.625,1.86,7.1,2.82,13920,5285,18665,51963,199063
1.5879,1.625,1.86,7.1,2.82,13920,5285,18665,51963,199063
1.585,1.625,1.86,7.1,2.82,13920,5285,18665,51963,199063
1.5788,1.625,1.86,7.1,2.82,13920,5285,18665,51963,199063
1.579,1.625,1.86,7.1,2.82,13920,5285,18665,51963,199063
1.579,1.625,1.86,7.1,2.82,13920,5285,18665,51963,199063
1.588,1.625,1.86,7.1,2.82,13920,5285,18665,51963,199063
1.575,1.625,1.86,7.1,2.82,13920,5285,18665,51963,199063
1.5753,1.625,1.86,7.1,2.82,13920,5285,18665,51963,199063
1.5778,1.625,1.86,7.1,2.82,13920,5285,18665,51963,199063
1.5667,1.625,1.86,7.1,2.82,13920,5285,18665,51963,199063
