Date,y,m,d,tw_Open,tw_High,tw_Low,tw_Close,tw_Adj_Close,jp_Open
2003-05-13,2003,5,13,4320.129883,4362.339844,4320.129883,4334.589844,4334.57373,8253.670
2003-05-14,2003,5,14,4329.419922,4351.540039,4317.990234,4341.100098,4341.083984,8210.300
2003-05-15,2003,5,15,4329.97998,4331.240234,4288.490234,4331.240234,4331.224121,8217.660
2003-05-16,2003,5,16,4360.640137,4365.109863,4283.77002,4283.77002,4283.753906,8127.130
2003-05-19,2003,5,19,4259.879883,4263.810059,4233.75,4255.799805,4255.783691,8091.390
2003-05-20,2003,5,20,4202.620117,4254.140137,4194.220215,4251.589844,4251.57373,7986.810
2003-05-21,2003,5,21,4248.680176,4248.680176,4212.5,4216.640137,4216.624023,8060.900
2003-05-22,2003,5,22,4209.259766,4271.299805,4184.850098,4271.299805,4271.283691,8008.010
2003-05-23,2003,5,23,4295.759766,4360.939941,4289.529785,4349.52002,4349.503906,8120.450
2003-05-26,2003,5,26,4393.399902,4465.569824,4393.399902,4465.569824,4465.553223,8192.120
2003-05-27,2003,5,27,4463.359863,4484.540039,4445.740234,4451.109863,4451.093262,8195.850
2003-05-28,2003,5,28,4538.069824,4558.529785,4474.410156,4474.410156,4474.393555,8216.480
2003-05-29,2003,5,29,4496.5,4543.040039,4472.589844,4543.040039,4543.022949,8275.050
2003-05-30,2003,5,30,4524.450195,4639.009766,4509.72998,4555.899902,4555.882813,8389.250
2003-06-02,2003,6,2,4620.540039,4706.549805,4612.100098,4692.939941,4692.922852,8490.220
2003-06-03,2003,6,3,4687.75,4717.189941,4659.169922,4678.080078,4678.062988,8547.650
2003-06-05,2003,6,5,4743.97998,4779.399902,4720.359863,4738.339844,4738.322266,8651.970
2003-06-06,2003,6,6,4749.040039,4751.459961,4701.350098,4740.450195,4740.432617,8685.400
2003-06-09,2003,6,9,4725.839844,4831.459961,4715.819824,4826.939941,4826.921875,8790.030
2003-06-10,2003,6,10,4810.310059,4854.040039,4801.720215,4832.200195,4832.182129,8752.640
2003-06-11,2003,6,11,4872.459961,4874.680176,4804.649902,4804.649902,4804.631836,8834.460
2003-06-12,2003,6,12,4846.720215,4914.410156,4822.169922,4878.430176,4878.411621,8979.860
2003-06-13,2003,6,13,4878.470215,4904.359863,4865.910156,4881.899902,4881.881348,8941.790
2003-06-16,2003,6,16,4875.430176,4934.870117,4873.669922,4892.359863,4892.341309,8923.790
2003-06-17,2003,6,17,4978.430176,4993.410156,4953.259766,4973.189941,4973.170898,8944.350
2003-06-18,2003,6,18,5020.299805,5089.080078,4993.040039,4999.069824,4999.050781,9089.700
2003-06-19,2003,6,19,5038.339844,5058.689941,4982.370117,5048.910156,5048.891113,9118.180
2003-06-20,2003,6,20,5018.569824,5078.790039,4984.140137,5002.580078,5002.561035,9034.120
2003-06-23,2003,6,23,5014.799805,5036.859863,4920.330078,4921.720215,4921.70166,9112.560
2003-06-24,2003,6,24,4881.759766,4922.930176,4868.850098,4909.310059,4909.291504,9060.430
2003-06-25,2003,6,25,4923.850098,4959.399902,4898.009766,4933.790039,4933.771484,8899.810
2003-06-26,2003,6,26,4932.02002,4954.279785,4894.009766,4894.009766,4893.991211,8931.420
2003-06-27,2003,6,27,4936.109863,4949.490234,4856.330078,4877.899902,4877.881348,9014.590
2003-06-30,2003,6,30,4881.799805,4900.439941,4864.569824,4872.149902,4872.131348,9119.590
2003-07-01,2003,7,1,4893.580078,5017.779785,4893.580078,5017.779785,5017.760742,9097.610
2003-07-02,2003,7,2,5075.209961,5121.72998,5047.830078,5095.240234,5095.221191,9353.770
2003-07-03,2003,7,3,5167.859863,5197.720215,5095.310059,5095.310059,5095.291016,9702.690
2003-07-04,2003,7,4,5126.569824,5151.850098,5085.850098,5151.850098,5151.830566,9530.570
2003-07-07,2003,7,7,5227.310059,5324.959961,5214.089844,5322.259766,5322.240234,9589.190
2003-07-08,2003,7,8,5371.930176,5416.97998,5323.279785,5367.970215,5367.950195,9899.870
2003-07-09,2003,7,9,5365.97998,5410.620117,5342.029785,5358.910156,5358.890137,9894.790
2003-07-10,2003,7,10,5367.350098,5398.970215,5282.379883,5282.379883,5282.360352,9959.420
2003-07-11,2003,7,11,5234.02002,5251.850098,5179.359863,5239.959961,5239.94043,9849.150
2003-07-14,2003,7,14,5282.97998,5390.859863,5273.149902,5349.939941,5349.92041,9713.960
2003-07-15,2003,7,15,5399.259766,5403.490234,5326.080078,5335.859863,5335.840332,9839.210
2003-07-16,2003,7,16,5362.339844,5435.120117,5348.049805,5413.870117,5413.849609,9806.570
2003-07-17,2003,7,17,5389.52002,5429.919922,5299.509766,5299.509766,5299.490234,9659.300
2003-07-18,2003,7,18,5291.529785,5326.620117,5250.029785,5287.379883,5287.360352,9468.120
2003-07-21,2003,7,21,5338.529785,5349.200195,5219.299805,5219.299805,5219.280273,9484.855
2003-07-22,2003,7,22,5225.569824,5271.629883,5213.060059,5261.009766,5260.990234,9501.590
2003-07-23,2003,7,23,5299.120117,5345.990234,5277.299805,5287.890137,5287.870605,9574.550
2003-07-24,2003,7,24,5324.629883,5402.75,5305.700195,5402.75,5402.729492,9635.060
2003-07-25,2003,7,25,5389.890137,5441.02002,5379.810059,5394.75,5394.729492,9652.440
2003-07-28,2003,7,28,5476.160156,5504.379883,5443.399902,5451.799805,5451.779297,9750.200
2003-07-29,2003,7,29,5463.140137,5464.950195,5338,5342.459961,5342.44043,9895.710
2003-07-30,2003,7,30,5327.240234,5354.959961,5278.810059,5307.180176,5307.160645,9811.600
2003-07-31,2003,7,31,5294.52002,5328.549805,5260.830078,5318.339844,5318.320313,9616.330
2003-08-01,2003,8,1,5365.72998,5408.149902,5363.890137,5390.509766,5390.489258,9646.660
2003-08-04,2003,8,4,5393.100098,5400.410156,5361.870117,5377.189941,5377.169922,9538.940
2003-08-05,2003,8,5,5403.839844,5407.5,5259.450195,5259.450195,5259.430664,9456.820
2003-08-06,2003,8,6,5214.089844,5251.910156,5207.609863,5225.830078,5225.810547,9296.650
2003-08-07,2003,8,7,5257.560059,5286.990234,5193.180176,5259.069824,5259.050293,9324.580
2003-08-08,2003,8,8,5270.950195,5315.180176,5232.549805,5232.549805,5232.530273,9256.690
2003-08-11,2003,8,11,5239.169922,5239.169922,5174.77002,5214.600098,5214.580566,9349.050
2003-08-12,2003,8,12,5250.450195,5272.959961,5245.089844,5255.240234,5255.220703,9547.580
2003-08-13,2003,8,13,5319.299805,5454.359863,5318.529785,5442.27002,5442.249512,9637.930
2003-08-14,2003,8,14,5463.540039,5488.819824,5410.120117,5436.75,5436.729492,9730.630
2003-08-15,2003,8,15,5491.850098,5540,5471.600098,5488.740234,5488.719727,9945.300
2003-08-18,2003,8,18,5528.089844,5539.02002,5480.640137,5516.799805,5516.779297,9933.550
2003-08-19,2003,8,19,5586.430176,5594.930176,5498.379883,5512.160156,5512.139648,10143.310
2003-08-20,2003,8,20,5548.839844,5562.950195,5525.450195,5543.609863,5543.589355,10201.210
2003-08-21,2003,8,21,5545.970215,5612.149902,5522.419922,5611.859863,5611.838867,10245.960
2003-08-22,2003,8,22,5648.939941,5692.930176,5629.200195,5646.620117,5646.599121,10374.220
2003-08-25,2003,8,25,5667.040039,5686.850098,5626.600098,5686.850098,5686.829102,10264.610
2003-08-26,2003,8,26,5656.069824,5656.069824,5542.430176,5558.25,5558.229492,10208.560
2003-08-27,2003,8,27,5577.299805,5626.459961,5542.450195,5553.430176,5553.409668,10349.640
2003-08-28,2003,8,28,5596.560059,5618.359863,5504.52002,5523.120117,5523.099609,10326.580
2003-08-29,2003,8,29,5561.540039,5657.049805,5542.390137,5650.830078,5650.809082,10315.260
2003-09-01,2003,9,1,5690.839844,5726.47998,5651.040039,5691.790039,5691.769043,10399.530
2003-09-02,2003,9,2,5693.509766,5715.950195,5664.27002,5715.950195,5715.929199,10668.580
2003-09-03,2003,9,3,5751.370117,5756.080078,5673.180176,5673.180176,5673.15918,10782.100
2003-09-04,2003,9,4,5681.259766,5702.160156,5624.75,5625.629883,5625.608887,10751.530
2003-09-05,2003,9,5,5670.299805,5709.629883,5620.290039,5639.029785,5639.008789,10700.830
2003-09-08,2003,9,8,5638.200195,5751.990234,5609.240234,5727.009766,5726.98877,10584.360
2003-09-09,2003,9,9,5786.970215,5800.799805,5680.689941,5680.689941,5680.668945,10766.470
2003-09-10,2003,9,10,5654.060059,5683.850098,5591.330078,5623.430176,5623.40918,10872.430
2003-09-12,2003,9,12,5627.350098,5654.439941,5600.180176,5645.279785,5645.258789,10656.930
2003-09-15,2003,9,15,5640.220215,5651.149902,5606.060059,5623.220215,5623.199219,10721.630
2003-09-16,2003,9,16,5606.169922,5699.259766,5605.990234,5699.259766,5699.23877,10786.330
2003-09-17,2003,9,17,5757.25,5779.950195,5735.959961,5747.140137,5747.119141,11008.630
2003-09-18,2003,9,18,5747.22998,5758.680176,5697.819824,5750.810059,5750.789063,10936.530
2003-09-19,2003,9,19,5790.379883,5809.430176,5747.100098,5757.910156,5757.88916,11123.730
2003-09-22,2003,9,22,5732.810059,5750.140137,5675.75,5675.75,5675.729004,10858.090
2003-09-23,2003,9,23,5650.350098,5686.459961,5641.709961,5684.009766,5683.98877,10692.490
2003-09-24,2003,9,24,5704.009766,5722.359863,5678.640137,5722.359863,5722.338867,10526.890
2003-09-25,2003,9,25,5634.25,5695.459961,5633.069824,5688.22998,5688.208984,10350.030
2003-09-26,2003,9,26,5690.870117,5703.75,5650.109863,5650.109863,5650.088867,10217.230
2003-09-29,2003,9,29,5645.080078,5668.919922,5627.430176,5643.5,5643.479004,10303.260
2003-09-30,2003,9,30,5672.77002,5677.120117,5611.410156,5611.410156,5611.38916,10294.750
2003-10-01,2003,10,1,5599.100098,5613.180176,5560.549805,5581.660156,5581.639648,10232.570
2003-10-02,2003,10,2,5644.5,5703.379883,5639.97998,5699.859863,5699.838867,10476.580
2003-10-03,2003,10,3,5716.790039,5759,5701.870117,5747.790039,5747.769043,10618.080
2003-10-06,2003,10,6,5810.839844,5857.540039,5782.890137,5851.200195,5851.178223,10813.560
2003-10-07,2003,10,7,5873.330078,5879.680176,5828.049805,5856.680176,5856.658203,10761.710
2003-10-08,2003,10,8,5860.399902,5867.089844,5808.189941,5821.799805,5821.777832,10757.620
2003-10-09,2003,10,9,5817.720215,5872.97998,5800.819824,5869.879883,5869.85791,10550.410
2003-10-13,2003,10,13,5907.209961,5979.830078,5906.959961,5972.470215,5972.448242,10711.855
2003-10-14,2003,10,14,6020.220215,6020.220215,5938.419922,5938.419922,5938.397949,10873.300
2003-10-15,2003,10,15,5967.930176,5978.470215,5913.279785,5924.379883,5924.35791,10997.610
2003-10-16,2003,10,16,5935.149902,6037.529785,5928.700195,6035.740234,6035.717773,10917.470
2003-10-17,2003,10,17,6063.399902,6077.600098,6016.100098,6042.709961,6042.6875,11057.220
2003-10-20,2003,10,20,6041.529785,6085.620117,6026.390137,6077.890137,6077.867676,10988.480
2003-10-21,2003,10,21,6105.029785,6116.580078,6017.259766,6061.459961,6061.4375,11234.310
2003-10-22,2003,10,22,6046.040039,6075.75,6013.080078,6041.859863,6041.837402,11060.550
2003-10-23,2003,10,23,5971.419922,5997.819824,5938.669922,5952.22998,5952.208008,10754.010
2003-10-24,2003,10,24,5972.850098,5990.720215,5918.140137,5918.140137,5918.118164,10402.670
2003-10-27,2003,10,27,5946.02002,5976.379883,5941.089844,5958.549805,5958.527832,10360.860
2003-10-28,2003,10,28,5997.299805,6087.319824,5994.870117,6075.450195,6075.427734,10490.290
2003-10-29,2003,10,29,6173.850098,6173.850098,6080.399902,6095.870117,6095.847656,10653.540
2003-10-30,2003,10,30,6110.259766,6119.060059,6066.620117,6108.129883,6108.107422,10702.940
2003-10-31,2003,10,31,6110.779785,6117.859863,6029.540039,6045.120117,6045.097656,10708.040
2003-11-03,2003,11,3,6054.310059,6098.009766,6024.970215,6087.450195,6087.427734,10700.850
2003-11-04,2003,11,4,6147.049805,6167.149902,6106.939941,6108.990234,6108.967773,10693.660
2003-11-05,2003,11,5,6120.200195,6156.509766,6102.419922,6142.319824,6142.297363,10816.230
2003-11-06,2003,11,6,6160.850098,6182.200195,5958.870117,6013.399902,6013.377441,10825.140
2003-11-07,2003,11,7,6054.620117,6062.950195,5974.109863,6056.830078,6056.807617,10583.120
2003-11-10,2003,11,10,6053.140137,6094.700195,6024.660156,6059.029785,6059.007324,10592.350
2003-11-11,2003,11,11,6028.790039,6047.319824,5971.129883,6022.080078,6022.057617,10407.800
2003-11-12,2003,11,12,6024.040039,6048.540039,5982.75,5982.75,5982.728027,10252.570
2003-11-13,2003,11,13,6054.049805,6060.790039,6007.100098,6035.439941,6035.41748,10345.210
2003-11-14,2003,11,14,6040.310059,6059.660156,6007.930176,6044.77002,6044.747559,10338.200
2003-11-17,2003,11,17,6011.740234,6011.740234,5942.410156,5952.319824,5952.297852,10077.880
2003-11-18,2003,11,18,5941.819824,5966.509766,5890.879883,5939.470215,5939.448242,9790.920
2003-11-19,2003,11,19,5881.609863,5893.580078,5826.589844,5865.509766,5865.487793,9804.090
2003-11-20,2003,11,20,5872.609863,5901.109863,5828.410156,5834.240234,5834.218262,9722.070
2003-11-21,2003,11,21,5787.990234,5830.060059,5749.189941,5830.060059,5830.038086,9804.440
2003-11-24,2003,11,24,5845.490234,5849.410156,5802.689941,5821.580078,5821.558105,9890.285
2003-11-25,2003,11,25,5899.890137,5917.700195,5857.359863,5861.180176,5861.158203,9976.130
2003-11-26,2003,11,26,5872.189941,5881.459961,5846.890137,5860.609863,5860.587891,9965.540
2003-11-27,2003,11,27,5852.47998,5856.819824,5740.569824,5740.569824,5740.548828,10155.280
2003-11-28,2003,11,28,5804.819824,5836.089844,5758.850098,5771.77002,5771.749023,10144.430
2003-12-01,2003,12,1,5768.689941,5878.129883,5752.149902,5870.169922,5870.147949,10006.130
2003-12-02,2003,12,2,5919.22998,5921.109863,5884.319824,5911.450195,5911.428223,10452.640
2003-12-03,2003,12,3,5921.580078,5927.560059,5882.080078,5884.970215,5884.948242,10412.240
2003-12-04,2003,12,4,5895.279785,5927.370117,5888.22998,5920.459961,5920.437988,10341.710
2003-12-05,2003,12,5,5937.410156,5945.529785,5900.049805,5900.049805,5900.027832,10406.470
2003-12-08,2003,12,8,5869.160156,5869.200195,5842.209961,5847.149902,5847.12793,10281.250
2003-12-09,2003,12,9,5881.709961,5881.709961,5830.299805,5859.560059,5859.538086,10107.260
2003-12-10,2003,12,10,5813.279785,5834.419922,5773.75,5803.419922,5803.398438,10053.170
2003-12-11,2003,12,11,5819.129883,5868.569824,5819.129883,5867.049805,5867.027832,9972.580
2003-12-12,2003,12,12,5912.930176,5922.709961,5849.419922,5858.319824,5858.297852,10139.690
2003-12-15,2003,12,15,5910.919922,5924.240234,5874.060059,5924.240234,5924.218262,10308.340
2003-12-16,2003,12,16,5876.560059,5906.77002,5871.879883,5887.22998,5887.208008,10352.040
2003-12-17,2003,12,17,5904.370117,5910.629883,5718.439941,5752.009766,5751.98877,10276.190
2003-12-18,2003,12,18,5743.029785,5801.609863,5724.939941,5768.759766,5768.73877,10096.800
2003-12-19,2003,12,19,5829.02002,5829.02002,5755.220215,5759.22998,5759.208984,10215.710
2003-12-22,2003,12,22,5782.089844,5850.740234,5773.640137,5835.109863,5835.087891,10248.810
2003-12-23,2003,12,23,5858.109863,5858.339844,5827.939941,5845.509766,5845.487793,10323.335
2003-12-24,2003,12,24,5865.930176,5900.100098,5849.569824,5857.870117,5857.848145,10397.860
2003-12-25,2003,12,25,5870,5896.459961,5845.640137,5853.700195,5853.678223,10347.750
2003-12-26,2003,12,26,5873.399902,5881.330078,5835.990234,5857.209961,5857.187988,10367.130
2003-12-29,2003,12,29,5870.080078,5874.200195,5804.890137,5804.890137,5804.868652,10454.690
2003-12-30,2003,12,30,5845.169922,5886.790039,5813.339844,5866.75,5866.728027,10617.620
2003-12-31,2003,12,31,5872.450195,5900.819824,5868.740234,5890.689941,5890.667969,10702.725
2004-01-02,2004,1,2,5907.149902,6043.299805,5907.149902,6041.560059,6041.537598,10702.725
2004-01-05,2004,1,5,6080.180176,6137.910156,6061.859863,6125.419922,6125.397461,10787.830
2004-01-06,2004,1,6,6170.02002,6170.02002,6110.689941,6144.009766,6143.986816,10918.480
2004-01-07,2004,1,7,6174.950195,6215.450195,6130.350098,6141.25,6141.227539,10835.900
2004-01-08,2004,1,8,6180.359863,6189.600098,6142.240234,6169.169922,6169.146484,10760.980
2004-01-09,2004,1,9,6241.359863,6257.890137,6207.689941,6226.97998,6226.956543,10932.340
2004-01-12,2004,1,12,6225.22998,6246.620117,6196.410156,6219.709961,6219.686523,10948.975
2004-01-13,2004,1,13,6239.160156,6255.939941,6195.640137,6210.220215,6210.196777,10965.610
2004-01-14,2004,1,14,6195.089844,6298.720215,6190.350098,6274.970215,6274.946289,10797.700
2004-01-15,2004,1,15,6297.589844,6306.950195,6253.640137,6264.370117,6264.346191,10855.200
2004-01-16,2004,1,16,6300.759766,6311.459961,6264.040039,6269.709961,6269.686035,10719.190
2004-01-27,2004,1,27,6371.5,6399.819824,6334.819824,6384.629883,6384.605469,11049.120
2004-01-28,2004,1,28,6360.709961,6421.450195,6335.540039,6386.25,6386.225586,10844.580
2004-01-29,2004,1,29,6348.930176,6379.049805,6303.209961,6312.649902,6312.625977,10755.370
2004-01-30,2004,1,30,6331.709961,6386.129883,6329.169922,6375.379883,6375.355469,10761.830
2004-02-02,2004,2,2,6379.97998,6388.970215,6319.959961,6319.959961,6319.936035,10784.930
2004-02-03,2004,2,3,6281.529785,6281.529785,6210.350098,6252.22998,6252.206055,10787.320
2004-02-04,2004,2,4,6271.540039,6297.919922,6233.879883,6241.390137,6241.366699,10614.730
2004-02-05,2004,2,5,6241.919922,6323.75,6241.919922,6268.140137,6268.116211,10377.900
2004-02-06,2004,2,6,6321.149902,6384.089844,6314.830078,6353.350098,6353.325684,10484.430
2004-02-09,2004,2,9,6442.839844,6475.379883,6422.620117,6463.089844,6463.06543,10533.400
2004-02-10,2004,2,10,6489.649902,6503.240234,6425.319824,6488.339844,6488.314941,10418.180
2004-02-11,2004,2,11,6518.160156,6518.160156,6440.299805,6454.390137,6454.365723,10434.275
2004-02-12,2004,2,12,6505.529785,6578.819824,6397.339844,6436.950195,6436.925781,10450.370
2004-02-13,2004,2,13,6467.149902,6554.779785,6459.140137,6549.180176,6549.155273,10436.690
2004-02-16,2004,2,16,6566.759766,6590.25,6518.100098,6565.370117,6565.345215,10566.020
2004-02-17,2004,2,17,6586.490234,6616.040039,6576.220215,6600.470215,6600.445313,10556.180
2004-02-18,2004,2,18,6656.100098,6661.129883,6586.740234,6605.850098,6605.825195,10759.480
2004-02-19,2004,2,19,6647.859863,6688.140137,6626.470215,6681.52002,6681.494629,10745.400
2004-02-20,2004,2,20,6692.029785,6708.040039,6656.060059,6665.540039,6665.514648,10743.800
2004-02-23,2004,2,23,6686.669922,6695.450195,6607.359863,6665.890137,6665.864746,10745.050
2004-02-24,2004,2,24,6650.160156,6686.850098,6589.22998,6589.22998,6589.205078,10821.970
2004-02-25,2004,2,25,6619.689941,6672.240234,6595.240234,6644.279785,6644.254395,10626.640
2004-02-26,2004,2,26,6709.430176,6730.959961,6660.52002,6693.25,6693.224121,10734.330
2004-02-27,2004,2,27,6732.629883,6756.759766,6713.669922,6750.540039,6750.51416,10852.750
2004-03-01,2004,3,1,6816.790039,6896.359863,6816.790039,6888.430176,6888.404297,11112.680
2004-03-02,2004,3,2,6964.660156,6984.410156,6897.359863,6975.259766,6975.233887,11344.830
2004-03-03,2004,3,3,6981.540039,7003.879883,6930.009766,6932.169922,6932.144043,11365.720
2004-03-04,2004,3,4,6963.22998,7045.470215,6963.22998,7034.100098,7034.074219,11341.980
2004-03-05,2004,3,5,7106.310059,7135,6943.470215,6943.680176,6943.654297,11476.490
2004-03-08,2004,3,8,6997.660156,7025.109863,6901.47998,6901.47998,6901.454102,11578.020
2004-03-09,2004,3,9,6901.859863,6974.950195,6865.200195,6973.899902,6973.874023,11460.600
2004-03-10,2004,3,10,6967.160156,6995.47998,6874.910156,6874.910156,6874.884277,11490.260
2004-03-11,2004,3,11,6825.209961,6906.5,6805.709961,6879.109863,6879.083984,11310.150
2004-03-12,2004,3,12,6781.109863,6837.080078,6766.160156,6800.240234,6800.214355,11163.580
2004-03-15,2004,3,15,6897.779785,6897.779785,6635.97998,6635.97998,6635.95459,11284.350
2004-03-16,2004,3,16,6645.430176,6660.819824,6564.310059,6589.720215,6589.695313,11253.430
2004-03-17,2004,3,17,6654.470215,6669.930176,6577.97998,6577.97998,6577.955078,11297.460
2004-03-18,2004,3,18,6572.72998,6791.850098,6570.529785,6787.029785,6787.003906,11571.360
2004-03-19,2004,3,19,6783.52002,6833.490234,6751.540039,6815.089844,6815.063965,11416.040
2004-03-22,2004,3,22,6360.330078,6368.029785,6358.72998,6359.919922,6359.895508,11332.240
2004-03-23,2004,3,23,6033.649902,6299.089844,6020.640137,6172.890137,6172.866699,11200.830
2004-03-24,2004,3,24,6265.740234,6265.740234,6100.830078,6213.560059,6213.536621,11295.970
2004-03-25,2004,3,25,6234.819824,6250.399902,6142.899902,6156.72998,6156.706543,11431.610
2004-03-26,2004,3,26,6227.169922,6239.22998,6117.27002,6132.620117,6132.597656,11619.480
2004-03-29,2004,3,29,6348.859863,6474.169922,6327.339844,6474.109863,6474.085449,11775.460
2004-03-30,2004,3,30,6492.930176,6535.02002,6441.430176,6494.709961,6494.685059,11824.830
2004-03-31,2004,3,31,6554.950195,6569.560059,6482.810059,6522.189941,6522.165039,11716.550
2004-04-01,2004,4,1,6504.540039,6534.689941,6459.740234,6523.490234,6523.465332,11756.160
2004-04-02,2004,4,2,6566.759766,6581.990234,6527.080078,6545.540039,6545.515137,11726.870
2004-04-05,2004,4,5,6627.22998,6684.77002,6555.410156,6682.72998,6682.70459,11949.310
2004-04-06,2004,4,6,6715.899902,6744.560059,6627.009766,6635.540039,6635.514648,12042.990
2004-04-07,2004,4,7,6642.430176,6657.419922,6606.830078,6646.740234,6646.714844,12017.350
2004-04-08,2004,4,8,6666.72998,6690.450195,6647.419922,6672.859863,6672.834473,12013.160
2004-04-09,2004,4,9,6650.310059,6662.310059,6607.890137,6620.359863,6620.334473,12012.630
2004-04-12,2004,4,12,6701.359863,6801.5,6701.359863,6777.779785,6777.753906,11926.480
2004-04-13,2004,4,13,6824.22998,6838.859863,6766.870117,6794.330078,6794.304199,12140.120
2004-04-14,2004,4,14,6772.419922,6880.180176,6772.419922,6880.180176,6880.154297,12064.490
2004-04-15,2004,4,15,6905.160156,6916.310059,6736.790039,6736.790039,6736.76416,12118.030
2004-04-16,2004,4,16,6750.290039,6840.75,6729.160156,6818.200195,6818.174316,11817.970
2004-04-19,2004,4,19,6852.450195,6870.709961,6767.169922,6779.180176,6779.154297,11854.640
2004-04-20,2004,4,20,6837.560059,6856.97998,6790.569824,6799.970215,6799.944336,11821.460
2004-04-21,2004,4,21,6801.75,6844.740234,6792.149902,6810.25,6810.224121,11943.900
2004-04-22,2004,4,22,6867.870117,6912.089844,6678.700195,6732.089844,6732.063965,12026.090
2004-04-23,2004,4,23,6791.359863,6806.97998,6694.589844,6748.100098,6748.074219,12050.700
2004-04-26,2004,4,26,6752.899902,6775.669922,6704.580078,6710.700195,6710.674316,12135.310
2004-04-27,2004,4,27,6717.52002,6720.140137,6582.709961,6646.799805,6646.774414,12115.050
2004-04-28,2004,4,28,6636.299805,6673.049805,6556.870117,6574.75,6574.725098,12077.210
2004-04-29,2004,4,29,6484.97998,6516.029785,6354.450195,6402.209961,6402.185547,11969.780
2004-04-30,2004,4,30,6331.439941,6343.029785,6023.580078,6117.810059,6117.787598,11862.350
2004-05-03,2004,5,3,6102.600098,6123.529785,5986.850098,6029.77002,6029.747559,11819.895
2004-05-04,2004,5,4,6109.5,6191.839844,6067.870117,6188.149902,6188.126465,11819.895
2004-05-05,2004,5,5,6190.899902,6190.899902,5854.22998,5854.22998,5854.208008,11819.895
2004-05-06,2004,5,6,5940.850098,5999.740234,5818.569824,5909.790039,5909.768066,11777.440
2004-05-07,2004,5,7,5892.939941,6040.259766,5889.890137,6040.259766,6040.237305,11497.400
2004-05-10,2004,5,10,5929.720215,5929.720215,5803.740234,5825.049805,5825.027832,11384.030
2004-05-11,2004,5,11,5855.720215,5890.600098,5704.209961,5886.359863,5886.337891,10850.480
2004-05-12,2004,5,12,5970.560059,6026.640137,5950.509766,5958.790039,5958.768066,11017.650
2004-05-13,2004,5,13,5928.569824,5971.439941,5878.609863,5918.089844,5918.067871,11081.750
2004-05-14,2004,5,14,5930.299805,5934.799805,5777.319824,5777.319824,5777.298828,10846.610
2004-05-17,2004,5,17,5632.580078,5632.580078,5450.720215,5482.959961,5482.939453,10790.790
2004-05-18,2004,5,18,5500.640137,5613.350098,5461.189941,5557.680176,5557.659668,10533.170
2004-05-19,2004,5,19,5690.180176,5861.529785,5684.52002,5860.580078,5860.558105,10777.380
2004-05-20,2004,5,20,5779.97998,5926.27002,5727.680176,5815.330078,5815.308594,10949.070
2004-05-21,2004,5,21,5836.080078,5993.279785,5805.720215,5964.939941,5964.917969,10889.890
2004-05-24,2004,5,24,5927.459961,6021.5,5873.799805,5942.080078,5942.058105,11094.710
2004-05-25,2004,5,25,5917.080078,6020.540039,5917.080078,5958.379883,5958.35791,11071.510
2004-05-26,2004,5,26,6098.529785,6116.450195,6026.899902,6027.27002,6027.247559,11095.370
2004-05-27,2004,5,27,6068.950195,6074.580078,6001.439941,6033.049805,6033.027344,11163.820
2004-05-28,2004,5,28,6087.22998,6137.259766,6035.930176,6137.259766,6137.237305,11267.230
2004-05-31,2004,5,31,6106.189941,6106.189941,5977.839844,5977.839844,5977.817871,11288.790
2004-06-01,2004,6,1,5991.490234,5999.77002,5895.169922,5986.200195,5986.178223,11204.690
2004-06-02,2004,6,2,5908.009766,5945.540039,5875.220215,5875.669922,5875.647949,11283.210
2004-06-03,2004,6,3,5906.089844,5919.720215,5671.450195,5671.450195,5671.429199,11275.950
2004-06-04,2004,6,4,5667.080078,5734.47998,5630.120117,5724.890137,5724.869141,11057.190
2004-06-07,2004,6,7,5803.009766,5938.040039,5793.959961,5935.819824,5935.797852,11212.640
2004-06-08,2004,6,8,6004.990234,6010.5,5937.72998,5986.759766,5986.737305,11533.930
2004-06-09,2004,6,9,5972.129883,6010.049805,5948.930176,5965.700195,5965.678223,11514.720
2004-06-10,2004,6,10,5915.959961,5938.609863,5834.040039,5867.509766,5867.487793,11378.450
2004-06-11,2004,6,11,5806.830078,5827.509766,5728.200195,5735.069824,5735.048828,11595.000
2004-06-14,2004,6,14,5753.22998,5782.669922,5560.779785,5574.080078,5574.05957,11495.800
2004-06-15,2004,6,15,5546.27002,5646.490234,5514.169922,5646.490234,5646.469238,11457.110
2004-06-16,2004,6,16,5722.180176,5722.180176,5526.600098,5560.160156,5560.139648,11492.430
2004-06-17,2004,6,17,5558.200195,5709.5,5558.200195,5664.350098,5664.329102,11630.210
2004-06-18,2004,6,18,5628.799805,5632.120117,5551.100098,5569.290039,5569.269531,11552.720
2004-06-21,2004,6,21,5666.609863,5666.609863,5542.359863,5556.540039,5556.519531,11474.390
2004-06-23,2004,6,23,5591.790039,5758.149902,5591.790039,5729.299805,5729.278809,11642.230
2004-06-24,2004,6,24,5765.649902,5799.810059,5720.379883,5779.089844,5779.068848,11652.540
2004-06-25,2004,6,25,5767.379883,5827.970215,5753.509766,5802.549805,5802.528809,11742.940
2004-06-28,2004,6,28,5806.620117,5807.259766,5680.509766,5709.839844,5709.818848,11801.880
2004-06-29,2004,6,29,5672.720215,5741.52002,5652.439941,5741.52002,5741.499023,11816.890
