bx_Adj_Close,Isrl_Open,Isrl_Adj_Close,tw_VALUE,jp_VALUE ,chn_VALUE,chnhk_VALUE,bx_VALUE,cnd_VALUE,ind_VALUE
17049,539.66,540.51,31.1,109.3,8.2797,7.7971,1.79,1.4653,44.95
17121,539.28,538.42,31.08,109.28,8.2796,7.7981,1.793,1.4665,44.98
16949,538.42,532.61,31.08,109.15,8.2793,7.7975,1.7845,1.4713,44.95
16486,530.93,529.03,31.07,109.63,8.2794,7.7987,1.786,1.4776,44.96
16455,523.44,525.45,31.06,109.68,8.2792,7.7988,1.776,1.488,45.15
16290,525.82,526.19,31.15,109.47,8.2788,7.7993,1.786,1.4892,45.15
16314,526.19,523.22,31.1,108.77,8.2791,7.799,1.792,1.4813,45.4
16721,523.22,519.59,31.15,108.36,8.2796,7.7992,1.802,1.4844,45.4
16761,526.98,527.465,31.12,108.54,8.2798,7.7989,1.793,1.4889,45.4
16996,530.74,535.34,31.15,108.99,8.2799,7.7985,1.796,1.4875,45.62
16885,535.34,536.14,31.1,108.64,8.2799,7.7985,1.8,1.4889,45.8
16534,536.92,540.95,31.1,107.99,8.2798,7.7993,1.7965,1.4848,45.7
16835,540.95,540.95,31.1,108.7,8.2799,7.7995,1.798,1.4826,45.9
17395,541.905,542.82,31.11,108.68,8.2796,7.7998,1.796,1.4839,45.9
17811,542.86,544.69,31.1,109.52,8.2795,7.8003,1.804,1.4847,45.85
17744,547.37,552.36,31.13,109,8.2788,7.7998,1.805,1.487,45.8
17331,552.36,556.12,31.13,108.55,8.2797,7.7998,1.808,1.4774,45.8
17703,556.12,552.12,31.1,108.48,8.2799,7.7988,1.809,1.4759,45.95
17314,552.855,551.865,31.11,108.43,8.2797,7.799,1.817,1.4747,45.9
17083,549.59,551.61,31.1,108.53,8.2799,7.7992,1.821,1.4765,45.73
17224,552.22,555.8,31.08,108.34,8.2799,7.7992,1.818,1.4756,45.75
17311,564.36,565.99,31.07,106.89,8.2799,7.8,1.822,1.4871,46.05
17643,568.28,570.62,31.1,107.17,8.2799,7.8,1.823,1.4828,46.05
17460,572.2,575.25,31.08,106.45,8.2799,7.8,1.829,1.4845,45.83
17355,575.25,572.42,31.09,106.2,8.2799,7.8,1.832,1.4868,46
17414,572.42,572.5,31.09,106.47,8.2788,7.8008,1.8241,1.4805,45.9
17347,572.5,573.52,31.1,106.66,8.2786,7.7992,1.82,1.472,45.9
17577,573.91,574.13,31.1,105.78,8.2787,7.7995,1.824,1.4742,45.8
17613,575.32,574.74,31.09,105.83,8.27885,7.7992,1.8259,1.4747,45.77
17425,574.74,574.34,31.08,105.88,8.279,7.7989,1.8278,1.4752,45.74
17590,572.26,569.14,31.1,106.08,8.2794,7.7985,1.821,1.4843,45.65
17511.5,569.14,570.21,31.1,105.1,8.279,7.7995,1.8221,1.4777,46.05
17433,564.91,566.21,31.1,106.03,8.2794,7.7985,1.822,1.4781,45.73
17288,560.68,562.21,31.12,105.97,8.2786,7.7987,1.8187,1.48,45.65
16999,559.07,554.86,31.12,107.11,8.277,7.7985,1.835,1.4838,45.7
16769,558.43,564.22,31.13,107.25,8.2773,7.7988,1.833,1.4869,45.8
16563,559.495,560.255,31.17,107.33,8.2771,7.7973,1.8445,1.4844,45.85
15913,560.56,556.29,31.29,106.87,8.2772,7.7972,1.859,1.4905,46.15
16188,554.87,554.14,31.28,107.02,8.2779,7.7986,1.855,1.488,46.45
16078,554.14,555.24,31.29,106.77,8.2775,7.799,1.857,1.4833,46.3
16146,555.24,549.61,31.28,106.5,8.2778,7.7993,1.854,1.4873,46.09
16353,552.95,553.785,31.21,107.94,8.2787,7.7983,1.8575,1.4892,46.18
16319,550.66,557.96,31.29,107.63,8.2793,7.7986,1.844,1.489,46.16
16255,556.88,554.59,31.28,107.63,8.2791,7.799,1.8517,1.488,46.1
15848,554.59,564.36,31.29,107.44,8.2795,7.7983,1.849,1.4962,46.15
16014,561.5,559.16,31.29,107.59,8.2799,7.7978,1.8482,1.503,46.05
15928,557.655,556.005,31.324,107.9,8.2798,7.7971,1.844,1.507,46.06
15559,553.81,552.85,31.29,108.81,8.279,7.797,1.847,1.5108,46.1
15633,552.85,554.93,31.32,108.66,8.279,7.7942,1.848,1.506,46.18
15876,552.86,547.58,31.3,109.29,8.279,7.794,1.852,1.499,46.17
16362,547.58,547.18,31.3,109.3,8.279,7.7963,1.852,1.4954,46.17
15946,547.38,547.18,31.31,108.81,8.279,7.796,1.855,1.5013,46.17
15855,547.18,547.18,31.32,108.22,8.2788,7.79725,1.8575,1.5028,46.26
15526,513.74,507.29,31.33,107.63,8.2786,7.7985,1.86,1.5043,46.35
15455.5,502.46,468.98,31.3,107.58,8.2786,7.7968,1.862,1.5085,46.3
15385,492.7,479.45,31.6,107.67,8.2784,7.7975,1.877,1.5135,46.45
15242,482.94,489.92,32.05,108.3,8.2781,7.798,1.871,1.5195,46.4
14870,489.92,493.47,32.3,108.15,8.2784,7.7975,1.8735,1.5184,46.35
14421,493.47,489.49,32.5,107.78,8.2781,7.798,1.876,1.52,46.45
14845,489.49,493.73,32.35,108.55,8.278,7.797,1.875,1.5112,46.4
14529,484.68,482.63,32.15,109.04,8.2778,7.7975,1.882,1.5119,46.4
13990,479.87,471.53,32.1,108.45,8.2784,7.7987,1.893,1.508,46.45
13799,462.29,457.42,32.05,108.08,8.2784,7.7991,1.901,1.5118,46.48
13665,457.42,457.5,32.05,108.05,8.2782,7.799,1.925,1.5164,46.7
14223,457.5,455.19,32.19,108.36,8.2785,7.8001,1.946,1.5187,46.7
14692,461.97,457.205,32.26,108.75,8.2788,7.7995,1.931,1.5275,46.78
14891,466.44,459.22,32.35,108.99,8.278,7.7997,1.9185,1.5311,46.78
14867,459.22,460.52,32.35,109.15,8.2775,7.7995,1.908,1.5273,46.9
14791,466.37,468.76,32.36,108.48,8.2773,7.797,1.909,1.5263,46.82
14662.5,474.02,485.99,32.25,108.39,8.277,7.7951,1.919,1.5333,46.85
14534,485.475,492.395,32.15,107.58,8.2768,7.7974,1.937,1.5348,46.7
14801,496.93,498.8,32.15,107.34,8.2771,7.7982,1.941,1.5305,46.64
14969,498.8,495.12,32.15,107.3,8.2769,7.7985,1.9545,1.5315,46.7
14656,494.83,493.56,32.13,107.57,8.2772,7.799,1.955,1.5432,46.72
14524,492.12,487.93,32.1,107.41,8.2768,7.799,1.963,1.5455,46.75
14626,485.65,481.36,32.07,107.83,8.2772,7.7992,1.951,1.546,46.78
14372,479.18,474.79,32.17,107.7,8.2768,7.7991,1.959,1.5472,46.77
14540,474.79,481.66,32.18,108.15,8.2773,7.7995,1.945,1.5445,46.85
14515,484.59,486.93,32.15,108.75,8.2768,7.7995,1.949,1.551,46.83
14490,486.93,486.25,32.24,109.08,8.2773,7.799,1.9475,1.5523,46.85
14323,493.33,489.96,32.31,108.86,8.2769,7.7998,1.968,1.56,46.82
14500,499.73,493.67,32.48,109.79,8.2779,7.7999,1.929,1.5592,46.9
14784,489.65,482.26,32.5,110.29,8.2786,7.7999,1.926,1.5553,46.85
14577,480.55,468.07,32.9,110.16,8.2782,7.8,1.929,1.5473,46.86
14314,468.07,467.41,32.9,110.77,8.27805,7.8,1.944,1.54345,46.885
14336,474.595,475.535,32.9,111.38,8.2779,7.8,1.959,1.5396,46.91
14008,481.12,483.66,32.9,110.7,8.278,7.8,1.9625,1.5348,46.9
13914,479.34,475.36,32.85,110.23,8.2777,7.8005,1.98,1.5371,46.93
13788,475.36,478.37,33.08,111.28,8.2774,7.7999,1.958,1.5405,46.95
13287,477.71,472.77,33.08,110.93,8.2777,7.8,1.9722,1.5355,46.87
13437,476.885,474.04,33.05,111.15,8.2775,7.8001,1.981,1.5389,46.89
13510,476.06,475.31,33.05,111.07,8.2771,7.7995,1.984,1.5458,46.88
14182,478.12,483.46,33.05,111,8.277,7.8,1.96,1.5438,46.8
13945,486.41,488.84,33.05,110.42,8.277,7.7974,1.967,1.5323,46.78
14460,488.84,485.47,33.08,110.7,8.277,7.7975,1.974,1.5223,46.8
14983,489.095,489.125,33.06,111.29,8.2769,7.7963,1.969,1.5205,46.8
15188,489.35,492.78,33.1,110.77,8.2773,7.7969,1.962,1.5227,46.78
14906,492.78,494.37,33.06,111.5,8.2771,7.7974,1.968,1.5249,46.78
15291,495.87,499.04,33.16,112.4,8.277,7.8003,1.965,1.5205,46.8
15259,497.26,495.39,33.1,112.42,8.2768,7.8003,1.965,1.5165,46.8
14988,500.08,500.665,33.1,112.55,8.2768,7.8,1.965,1.5174,46.8
15083,502.9,505.94,33.1,112.06,8.2774,7.8,1.953,1.5254,46.79
15336,505.94,502.72,33.1,112.55,8.2772,7.7997,1.955,1.522,46.75
14622,499.96,490.97,33.18,112.58,8.2769,7.8002,1.958,1.5215,46.75
14505,490.97,489.67,33.2,112.18,8.2768,7.7993,1.953,1.5185,46.74
14652,494.015,492.755,33.2,112.75,8.2777,7.7999,1.958,1.5168,46.77
14795,497.06,495.84,33.2,113.62,8.2769,7.7993,1.961,1.5099,46.75
15186,495.84,491.28,33.25,114.2,8.277,7.7988,1.96,1.511,46.73
15259,491.48,494.58,33.2,114.62,8.2781,7.799,1.955,1.5073,46.75
15342,486.005,481.75,33.17,114.35,8.2774,7.7999,1.951,1.4995,46.75
15425,480.53,468.92,33,114.73,8.2779,7.8,1.938,1.4963,46.74
16599,462.44,460.81,33.078,114.26,8.2773,7.8,1.946,1.4982,46.75
16675,469.03,470.31,33,115.47,8.2781,7.7998,1.938,1.4985,46.78
16410,462.745,462.265,32.927,116.19,8.2775,7.7993,1.953,1.5003,46.76
16562,456.46,454.22,32.85,115.97,8.2778,7.7998,1.954,1.4944,46.73
16976,455.23,457.4,32.63,116.64,8.2771,7.8,1.941,1.4973,46.68
16919,457.4,457.71,32.65,116.26,8.2769,7.8,1.941,1.4993,46.68
17024,459.76,463.11,32.67,117.56,8.2767,7.8,1.949,1.4978,46.68
16850,466.045,466.16,32.67,117.76,8.2768,7.8001,1.949,1.4967,47.47
16963,472.33,469.21,32.6575,117.52,8.2767,7.7999,1.9515,1.5002,47.01
16721,469.21,471.21,32.645,117.28,8.2766,7.7997,1.954,1.5037,46.55
17191,473.92,477.53,32.67,118.35,8.2764,7.8,1.954,1.5123,46.48
17521,477.53,474.99,32.67,117.78,8.2764,7.7997,1.953,1.5162,46.45
17883,446.55,445.68,32.545,116.67,8.2786,7.7999,1.977,1.501,46.5
17723,445.68,440.75,32.23,115.75,8.2786,7.7995,1.9695,1.4985,46.46
17673,440.75,445.6,32.35,116.39,8.2781,7.7995,1.972,1.4995,46.44
17039,445.6,445.47,32.39,115.33,8.2772,7.799,1.9825,1.4948,46.41
16915,443.39,447.535,32.3,115.65,8.2774,7.7993,1.994,1.4933,46.44
16731,441.18,449.6,32.33,114.99,8.277,7.7994,1.996,1.505,46.43
17007,449.6,449.6,32.27,114.88,8.2766,7.8,1.997,1.508,46.42
16812,447.06,444.2,32.27,116.21,8.2765,7.8,2.006,1.511,46.46
17243,447.43,451.08,32.27,116.3,8.2763,7.8,1.992,1.5117,46.46
17138,454.84,456.82,32.27,117.57,8.2764,7.7998,1.986,1.509,46.54
16917,462.25,462.56,32.29,117.62,8.2774,7.8,1.983,1.5205,46.56
17096,462.64,463.23,32.35,117.3,8.2765,7.8,1.982,1.5214,46.6
17120,459.84,457.08,32.32,116.65,8.2764,7.7999,1.989,1.5287,46.65
16937,457.08,457.26,32.31,115.67,8.2772,7.8,1.984,1.5275,46.63
16259,452.73,452.65,32.32,115.46,8.277,7.8,1.993,1.5368,46.55
16061,448.38,448.04,32.31,115.515,8.27685,7.8,2.001,1.53835,46.605
15911,448.04,448.58,32.3,115.57,8.2767,7.8,2.009,1.5399,46.66
15594,447.96,445.18,32.3,116.45,8.2772,7.8,2.019,1.537,46.65
15910,444.64,443.71,32.38,116.53,8.2769,7.8,2.044,1.5378,46.63
16158,446.68,447.5,32.4,116.15,8.2774,7.7999,2.047,1.5378,46.65
16158,448.72,451.29,32.4,116.63,8.2776,7.7999,2.03,1.5314,46.66
16417,451.29,451.01,32.4,116.2,8.2781,7.8,2.034,1.5261,46.68
16417,449.27,443.27,32.38,117.33,8.2778,7.8,2.043,1.5465,46.59
16581,442.98,440.94,32.4,119.06,8.2782,7.8,2.032,1.5489,46.59
16537,436.69,438.61,32.4,119.08,8.2777,7.8002,2.025,1.5475,46.57
16324,438.61,441.38,32.4,118.87,8.2778,7.8002,2.022,1.5388,46.53
16395,441.24,439.57,32.42,119.86,8.2773,7.8001,2.047,1.5492,46.57
16227,438.85,434.85,32.42,119.51,8.277,7.8,2.043,1.5497,46.56
16123,431.71,427.175,32.45,119.71,8.2774,7.7997,2.057,1.548,46.55
15527,424.57,419.5,32.48,120.63,8.2784,7.7999,2.065,1.5505,46.57
15584,415.09,412.91,32.57,120.2,8.2783,7.7998,2.062,1.5477,46.7
15245,412.91,398.79,32.53,120.97,8.2778,7.7999,2.075,1.5528,46.69
15061,398.79,401.96,32.61,122.23,8.2776,7.8001,2.1025,1.5595,46.66
15237,399.935,402.115,32.73,122.85,8.2771,7.7997,2.129,1.5669,46.69
14836,401.08,402.27,32.8,122.57,8.2772,7.7995,2.171,1.5698,46.72
14903,402.27,401,32.785,122.73,8.2772,7.7996,2.1,1.5611,46.71
14853,397.9,392.79,32.82,123.62,8.2771,7.7995,2.107,1.573,46.71
14067,388.86,384.06,32.92,123.84,8.2768,7.7994,2.146,1.5742,46.74
14435,392.88,390.46,32.85,122.64,8.2773,7.7998,2.172,1.5667,46.72
14712,396.9,396.86,32.72,122.81,8.2771,7.8,2.136,1.5545,46.69
14835,396.48,390.64,32.67,122.99,8.2773,7.8,2.124,1.5693,46.65
14632,390.64,395.9,32.67,122.62,8.2777,7.8003,2.125,1.5668,46.65
14282,384.5,382.13,32.8,123.45,8.2779,7.7998,2.143,1.5725,46.66
14438,384.265,380.205,32.85,125.54,8.2777,7.8003,2.175,1.5784,46.85
13981,384.03,378.28,32.97,126.75,8.2776,7.7983,2.158,1.575,46.65
13737,373.3,370.57,32.89,125.41,8.2772,7.799,2.173,1.579,46.67
13855,370.57,371.59,33,125.38,8.2771,7.7986,2.165,1.5697,46.6
14485,377.02,376.315,32.9,124.03,8.2767,7.7987,2.151,1.5615,46.58
14719,383.47,381.04,33,124.85,8.277,7.799,2.167,1.5635,46.58
15048,385.97,392.53,32.99,124.48,8.2769,7.8,2.146,1.5555,46.6
14819,393.55,395.6,32.97,124.82,8.2769,7.799,2.156,1.5626,46.75
14969,395.6,394.28,32.92,123.51,8.2772,7.7994,2.1622,1.56,46.75
14707,397.28,395.26,32.97,124.15,8.2769,7.7994,2.156,1.5627,46.89
14445,398.96,396.24,32.95,124.64,8.2769,7.7995,2.183,1.5625,47.07
14337,392.53,385.66,32.97,123.67,8.2775,7.8,2.193,1.5575,46.95
14955,393.76,397.61,32.97,122.35,8.2775,7.8,2.17,1.5692,46.95
14431,397.61,399.45,32.85,121.87,8.2773,7.7995,2.195,1.547,46.88
13696,401.835,403.015,32.91,122.52,8.2775,7.7998,2.228,1.5425,46.88
13893,406.06,406.58,32.94,121.68,8.277,7.7991,2.258,1.546,46.82
14068,406.58,406.75,32.92,122.08,8.2769,7.7991,2.26,1.549,46.88
14163,406.75,406.75,32.93,122.21,8.2767,7.8,2.295,1.5474,46.88
14757,406.75,406.75,32.89,123.13,8.2769,7.7999,2.267,1.546,46.78
14928,411.95,412.84,32.97,123.76,8.2773,7.7993,2.222,1.5417,46.88
14918,417.15,418.93,32.94,123.57,8.2774,7.799,2.189,1.536,46.88
14897,420.63,424.28,32.9,121.72,8.2774,7.7998,2.233,1.531,46.87
15142,424.28,421.11,32.89,121.19,8.2774,7.7991,2.2375,1.533,46.87
15093,424.88,422.435,32.91,121.05,8.2774,7.7995,2.2145,1.5353,46.87
14875,425.48,423.76,32.9,121.34,8.2774,7.7995,2.201,1.5405,46.84
14747,422.92,422.34,32.91,121.66,8.2785,7.7997,2.2315,1.5445,46.83
14779,418,413.25,32.91,122.25,8.2775,7.8,2.2605,1.5407,46.85
14993,413.36,418.71,32.92,122.71,8.2771,7.8,2.2785,1.5391,46.88
14493,413.235,414.965,32.92,122.5,8.2771,7.7999,2.286,1.5503,46.85
14237,413.11,411.22,32.89,123.12,8.2771,7.8,2.309,1.5541,47
14226,411.22,414.08,32.95,123.26,8.2709,7.8,2.337,1.5493,47.03
14714,412.49,410.27,33,123.59,8.2769,7.8,2.3235,1.5405,46.97
14794,417.04,419.78,33,122.68,8.2767,7.8,2.306,1.536,46.99
14884,417.365,419.18,32.98,123.67,8.2768,7.8,2.295,1.5328,46.98
15128,417.69,418.58,33.45,122.91,8.2778,7.7998,2.327,1.5325,47
14829,421.05,423.57,33.47,122.79,8.2774,7.8003,2.302,1.5415,47.06
14692,423.68,426.4,33.45,120.39,8.2771,7.7999,2.345,1.5452,47.02
14523,426.4,426.57,33.5,120.15,8.277,7.8,2.355,1.5474,47.02
14310,426.485,426.57,33.55,120.75,8.2771,7.8002,2.34,1.5455,47.02
14302,426.57,426.57,33.8,120.425,8.27695,7.80005,2.3375,1.54155,47.02
14454,426.57,424.96,34.05,120.1,8.2768,7.7999,2.335,1.5376,47.02
14489,422.05,416.99,34.02,120.27,8.2777,7.8,2.3575,1.5464,47
14650,415.82,414.21,33.95,118.88,8.277,7.7998,2.359,1.5461,47
14792,412.975,412.45,34.1,119.13,8.2777,7.8,2.385,1.5324,47.05
15104,410.13,410.69,34.1,119.5,8.277,7.8,2.3595,1.5347,47.06
15395,412.14,413.53,34.08,120.27,8.2769,7.7998,2.39,1.5328,47
15329,415.61,417.1,34.1,120.35,8.2772,7.7998,2.382,1.5248,47.03
15464,417.1,416.18,34.1,119.91,8.2767,7.8,2.39,1.521,47
15366,415.43,414.075,34.1,120.6,8.2767,7.7994,2.374,1.5215,47.03
15224,413.76,411.97,34.1,122.02,8.2767,7.799,2.374,1.5162,47.04
15173,410.32,401.39,34.1,121.74,8.2771,7.7991,2.39,1.5246,47.08
15403,406.4,410.54,34.43,121.89,8.2779,7.799,2.41,1.5183,47.09
15194,410.54,409.06,34.418,121.42,8.2773,7.7992,2.4235,1.5208,47
14985,409.115,406.835,34.48,122.97,8.277,7.7995,2.4035,1.522,47.05
14355,407.69,404.61,34.48,123.2,8.277,7.7998,2.47,1.5336,47.02
14401,404.61,405.84,34.48,122.97,8.2779,7.7999,2.471,1.5337,47.02
14571,402.76,399.99,34.48,123.3,8.277,7.7998,2.476,1.531,47.01
14823,399.99,398.15,34.45,124.4,8.2769,7.7997,2.388,1.5265,47.05
14682,400.545,399.365,34.5,124.25,8.2767,7.7998,2.318,1.5293,47.04
14460,401.1,400.58,34.44,123.82,8.2768,7.8,2.314,1.5142,47.07
14308,402.59,406.81,34.5,124.25,8.2768,7.7998,2.332,1.5176,47.04
14391,407.48,413.19,34.52,124.63,8.277,7.7998,2.287,1.5233,47.06
14560,414.605,417.54,34.48,124.73,8.2767,7.8,2.305,1.5175,47.09
14555,421.73,421.89,34.47,124.22,8.277,7.8,2.326,1.5153,47.18
14353,420.26,419.07,34.45,124.48,8.2767,7.8,2.344,1.5128,47.17
14056,419.07,419.45,34.48,125.125,8.2767,7.80015,2.3845,1.5115,47.175
14048,419.45,417.71,34.51,125.77,8.2767,7.8003,2.425,1.5102,47.18
13907,415.55,415.265,34.52,125.85,8.2768,7.8,2.491,1.52,47.17
13738.5,411.65,412.82,34.6,125.43,8.2767,7.8,2.45,1.5203,47.19
13570,414.62,418.8,34.7,125.53,8.277,7.7999,2.498,1.5213,47.19
13812,417.12,415.74,35.03,124.06,8.2769,7.8,2.56,1.5255,47.21
13916,420.73,422.54,35,124.1,8.2769,7.8,2.57,1.528,47.2
14078,423.265,424.895,35.02,124.75,8.2767,7.7999,2.559,1.5398,47.21
13811,425.8,427.25,35,125.44,8.2767,7.8,2.601,1.54,47.2
14169,426.01,425.05,35.05,124.89,8.2769,7.8,2.509,1.54,47.16
13791,425.05,421.61,35,124.35,8.277,7.8,2.471,1.535,47.12
13762,422.01,426.06,35.02,123.61,8.2768,7.7999,2.5,1.5418,47.16
14092,423.675,427.455,35,122.85,8.2768,7.7998,2.458,1.545,47.17
14068,425.34,428.85,34.95,124.19,8.277,7.7998,2.405,1.545,47.17
13738,428.85,427.3,34.95,124,8.2773,7.7998,2.438,1.5383,47.11
13956,427.3,429,34.87,123.64,8.277,7.7999,2.476,1.5381,47.19
13810,429.98,435.56,34.77,123.83,8.2771,7.7998,2.487,1.5335,47.2
13910,433.48,434.605,34.77,123.29,8.277,7.7996,2.495,1.5352,47.19
13754,436.98,433.65,34.8,125,8.277,7.7997,2.437,1.531,47.18
13743,433.65,435.84,34.77,124.87,8.2769,7.7998,2.502,1.5358,47.16
13823,436.91,439.06,34.56,123.72,8.2768,7.7995,2.482,1.5417,47.11
13838,438.23,439.265,34.65,123.46,8.2768,7.7992,2.5,1.5356,47.17
14047,439.55,439.47,34.67,123.85,8.277,7.7992,2.467,1.5275,47.16
14036,439.34,436.89,34.7,123.83,8.2772,7.7995,2.448,1.5343,47.11
13919,437.97,440.37,34.65,123.2,8.2773,7.7995,2.466,1.5333,47.19
13834,440.37,434.59,34.7,123.03,8.2773,7.7997,2.466,1.5395,47.18
13915,438.4,435.88,34.67,121.97,8.2768,7.7992,2.489,1.5405,47.17
13771,436.43,437.17,34.65,122.46,8.2771,7.7996,2.5,1.539,47.17
13829,437.17,435.38,34.6,121.6,8.2773,7.7995,2.515,1.5413,47.15
13659,435.38,431.59,34.6,119.92,8.2771,7.7997,2.49,1.529,47.16
13509,428.15,425.08,34.6,120.11,8.277,7.7998,2.494,1.5314,47.16
13044,424.105,423.095,34.6,120.37,8.2768,7.7997,2.524,1.5428,47.17
13115,420.06,421.11,34.65,120.72,8.2768,7.7997,2.5345,1.5461,47.18
12892,422.45,424.38,34.62,119.91,8.2768,7.7999,2.533,1.549,47.18
12952,424.38,425.31,34.65,119.91,8.2769,7.7997,2.525,1.5438,47.18
12751,425.31,424.86,34.67,119.84,8.2768,7.7998,2.532,1.5423,47.17
13001,424.1,424.405,34.67,120.13,8.2773,7.7999,2.549,1.5414,47.17
12996,422.89,423.95,34.64,120.12,8.277,7.7999,2.56,1.5423,47.19
13018,422.5,420.27,34.64,120.48,8.2768,7.8,2.56,1.5401,47.19
13077,418.56,416.97,34.56,119.79,8.2769,7.7999,2.549,1.5462,47.16
12892,415.65,411.9,34.6,119.4,8.2767,7.7999,2.544,1.546,47.18
12841,412.935,408.615,34.58,118.75,8.2769,7.7998,2.552,1.5478,47.17
12800,410.22,405.33,34.58,119.12,8.27685,7.7998,2.5575,1.55065,47.195
12767,405.33,402.79,34.58,119.49,8.2768,7.7998,2.563,1.5535,47.22
12591,402.79,403.23,34.62,120.76,8.277,7.7999,2.564,1.5603,47.2
12255,403.23,402.99,34.65,120.95,8.2768,7.8,2.585,1.559,47.22
12088.5,400.82,399.055,34.7,120.07,8.2767,7.8001,2.584,1.568,47.27
11922,398.41,395.12,34.7,121.08,8.2767,7.7998,2.598,1.5656,47.38
11114,395.12,387.34,34.622,119.945,8.27675,7.79955,2.6635,1.56685,47.435
10306,377.69,380.93,34.544,118.81,8.2768,7.7993,2.729,1.5681,47.49
10034,379.31,380.93,34.57,117.38,8.2766,7.7996,2.713,1.5641,47.75
10554,380.93,380.93,34.52,117.32,8.2768,7.7994,2.681,1.5708,48.05
10745,380.93,380.93,34.49,117.3,8.2766,7.7987,2.708,1.5711,47.96
10543,366.99,362.98,34.61,115.89,8.2766,7.8,2.734,1.5708,48.03
10419,359.97,362.33,34.61,116.73,8.2767,7.8003,2.788,1.5707,48.08
10533,352.95,361.68,34.56,117.52,8.277,7.8001,2.771,1.5686,48.08
10229,361.51,358.6,34.62,117.78,8.2772,7.8001,2.715,1.5705,48.91
10006,358.6,358.6,34.5,117.89,8.2769,7.7999,2.722,1.5734,47.91
10405,358.6,358.6,34.55,119.69,8.2769,7.7998,2.712,1.5791,47.91
10636,358.6,358.6,34.56,119.23,8.2768,7.7996,2.673,1.5797,47.9
10351,358.6,358.6,34.62,120.78,8.2768,7.7993,2.7,1.5696,48.03
10233,358.72,355.93,34.61,120.67,8.2768,7.7995,2.729,1.5688,47.96
10062,357.07,358.61,34.61,120.63,8.2768,7.7998,2.729,1.568,48.04
10197,357.84,358.61,34.6,120.37,8.2768,7.7999,2.754,1.5626,48.05
10095,358.61,358.61,34.6,120.285,8.27685,7.7999,2.765,1.5632,48.11
10284,358.61,358.61,34.6,120.2,8.2769,7.7999,2.776,1.5638,48.17
10785,373.21,377.14,34.6,121.57,8.2766,7.7999,2.785,1.568,48.09
11057,373.96,374.04,34.53,120.93,8.2765,7.8,2.782,1.5659,48.07
11329,374.71,370.94,34.58,120.94,8.2766,7.8,2.775,1.5582,48.07
11258,372.85,379.31,34.58,121.27,8.2767,7.8001,2.759,1.5621,48.05
11271,379.31,376.74,34.58,121.05,8.2769,7.8001,2.7225,1.5687,48.05
10995,375.87,373.92,34.58,121.18,8.277,7.8002,2.748,1.5763,48.08
11332,376.44,376.75,34.58,121.15,8.2768,7.799,2.7622,1.5756,48.08
11700,377.01,379.58,34.58,122.45,8.277,7.799,2.719,1.5787,48.05
11613,380.29,380.64,34.58,122.83,8.2768,7.8,2.733,1.5723,48.03
11468,380.64,379.39,34.58,122.86,8.2767,7.8,2.743,1.5745,48.08
11724,379.39,373.03,34.59,122.72,8.2769,7.8003,2.7318,1.5775,48
11781,376.655,374.085,34.57,122.99,8.277,7.8003,2.7322,1.575,48.02
11377,373.92,375.14,34.55,122.08,8.277,7.8,2.727,1.575,48.02
11024,370.94,369.3,34.55,122.07,8.2768,7.8001,2.729,1.5785,48.03
11365,369.3,368.35,34.55,122.54,8.2768,7.8002,2.701,1.5905,48.04
11388,367.32,366.64,34.55,121.87,8.2769,7.8003,2.685,1.5913,48.05
11776.5,369.99,371.855,34.55,121.68,8.2769,7.8001,2.675,1.5925,48.04
12165,372.66,377.07,34.55,121.72,8.2768,7.8001,2.595,1.5958,48.02
12416,377.07,374.87,34.55,121.15,8.2767,7.8001,2.594,1.5938,48.04
12616,374.87,377.18,34.55,121.05,8.2766,7.8,2.6,1.5935,48.04
12554,377.18,379.91,34.5,119.98,8.2766,7.8,2.555,1.598,48.07
12731,379.98,378.025,34.5,120.25,8.2766,7.8,2.527,1.6023,48.05
12567,382.78,376.14,34.5,120.85,8.27655,7.80005,2.5205,1.60025,48.08
12918,381.43,385.87,34.5,121.45,8.2765,7.8001,2.514,1.5982,48.11
12826,386.4,386.97,34.48,121.67,8.2767,7.8004,2.538,1.5923,48.11
12854.5,386.97,384.05,34.5,122.4,8.277,7.8,2.546,1.587,48.03
12883,386.615,385.925,34.5,122.67,8.2771,7.7997,2.534,1.587,48.03
12987,386.26,387.8,34.5,123.27,8.277,7.7993,2.519,1.5849,48
12638,387.8,387.22,34.5,122.62,8.2769,7.7991,2.547,1.5933,48.03
12794,387.22,385.6,34.47,123.19,8.2769,7.799,2.5355,1.6018,48.03
13019,386.13,390.12,34.47,123.815,8.2769,7.7995,2.524,1.59995,48.065
13424,392.1,393.58,34.47,124.44,8.2769,7.8,2.5125,1.5981,48.1
13760,398.07,397.04,34.47,124.2,8.277,7.7992,2.493,1.6005,48.05
13603,397.04,395.89,34.46,124.17,8.277,7.7992,2.472,1.5948,48.08
13019,395.89,396.58,34.44,123.29,8.2772,7.7986,2.489,1.5853,47.99
12736,396.58,397.51,34.44,123.82,8.2774,7.7985,2.517,1.5828,48.01
12932,392.61,392.215,34.47,123.22,8.2772,7.7988,2.514,1.5717,47.98
13336,388.64,386.92,34.46,123.9,8.277,7.799,2.463,1.5762,47.93
13147,386.92,386.84,34.46,124.28,8.2771,7.7995,2.427,1.5729,47.93
