ko_VALUE,mlx_VALUE,mxc_VALUE,sd_VALUE,nafrc_VALUE,sgp_VALUE,sz_VALUE,aut_VALUE,eur_VALUE,nzn_VALUE
1106.39,3.7115,15.249,8.5928,12.1355,1.375,0.9678,0.7645,1.0818,0.7514
1107.71,3.702,15.245,8.6268,12.1385,1.3721,0.9712,0.7625,1.0741,0.7485
1098.1,3.6975,15.113,8.6475,11.961,1.3634,0.9671,0.7615,1.0768,0.7461
1089.49,3.669,15.0635,8.6348,11.973,1.3575,0.9578,0.7566,1.0874,0.7483
1093.76,3.6345,14.92,8.6507,11.8575,1.3593,0.964,0.7646,1.085,0.7507
1093.77,3.627,14.9065,8.6489,11.8145,1.3546,0.9634,0.7715,1.0818,0.758
1093.8,3.627,15.055,8.7518,11.904,1.3583,0.9754,0.7706,1.0671,0.7555
1093.13,3.6632,15.167,8.818,11.9935,1.3668,0.9807,0.7674,1.0598,0.7532
1100.41,3.705,15.311,8.8156,12.1095,1.3731,0.978,0.7579,1.0582,0.7448
1090.76,3.699,15.2135,8.7452,11.994,1.359,0.9712,0.7638,1.0672,0.7536
1095.07,3.703,15.361,8.793,12.172,1.3605,0.9721,0.761,1.0596,0.7537
1086.89,3.654,15.216,8.596,11.965,1.3536,0.9584,0.7796,1.0742,0.7662
1081.99,3.624,15.319,8.6482,12.067,1.3467,0.9528,0.7776,1.078,0.7684
1081.27,3.62,15.394,8.6701,12.0945,1.3477,0.9543,0.7727,1.0763,0.7667
1081.54,3.6313,15.381,8.6279,12.112,1.3499,0.9528,0.7741,1.0758,0.769
1080.64,3.61,15.4275,8.7232,12.205,1.3461,0.9662,0.7771,1.0729,0.7677
1080,3.622,15.3305,8.65,12.18,1.3447,0.955,0.7782,1.0803,0.7585
1075.85,3.582,15.3825,8.631,12.1055,1.3315,0.9533,0.7825,1.0876,0.7601
1071.01,3.5655,15.3175,8.6008,11.9785,1.3276,0.9534,0.7859,1.0892,0.7648
1063.03,3.554,15.2185,8.5333,11.81,1.318,0.9538,0.8017,1.0979,0.7733
1066.48,3.558,15.168,8.3052,11.7185,1.3171,0.9358,0.8065,1.1174,0.7737
1076.74,3.56,15.3855,8.3778,11.9355,1.3261,0.941,0.7867,1.1162,0.7591
1081.19,3.56,15.512,8.3677,12.0455,1.3329,0.9357,0.7839,1.1145,0.753
1080.46,3.61,15.341,8.3671,12.004,1.3329,0.9262,0.7941,1.1174,0.7563
1077.23,3.57,15.2945,8.2188,11.9775,1.3243,0.915,0.8005,1.1345,0.7513
1093.55,3.5925,15.3325,8.268,12.0405,1.3331,0.9196,0.7914,1.1283,0.7446
1087.28,3.595,15.121,8.2106,11.9215,1.329,0.9274,0.7914,1.1241,0.749
1095.39,3.5985,15.2855,8.295,12.082,1.3361,0.9344,0.7899,1.1142,0.735
1093.81,3.615,15.298,8.3022,12.043,1.3336,0.9266,0.7989,1.124,0.7377
1089.72,3.5965,15.2385,8.2085,11.876,1.3239,0.9162,0.8118,1.1372,0.7488
1089.46,3.58,15.116,8.2531,11.822,1.3199,0.9146,0.8082,1.1368,0.75
1083.05,3.562,14.997,8.2174,11.7645,1.3195,0.9174,0.8053,1.1428,0.7489
1088.19,3.568,15.128,8.22,11.852,1.3258,0.923,0.8001,1.1354,0.7398
1093.94,3.59,15.191,8.3356,11.913,1.3348,0.9367,0.7918,1.1151,0.7354
1097.62,3.6125,15.19,8.36,11.8705,1.338,0.9395,0.7877,1.1079,0.7295
1092.41,3.5941,15.258,8.3159,11.8395,1.3362,0.9346,0.7888,1.1126,0.732
1093.46,3.582,15.2915,8.374,11.86,1.336,0.9428,0.7828,1.1033,0.7307
1099.76,3.604,15.31125,8.4231,11.9695,1.3422,0.94655,0.7783,1.09545,0.72675
1106.06,3.626,15.331,8.4722,12.079,1.3484,0.9503,0.7738,1.0876,0.7228
1107.84,3.635,15.357,8.502,12.0775,1.3525,0.9508,0.7712,1.0888,0.7228
1109.86,3.641,15.3765,8.4941,12.1655,1.3531,0.9458,0.7631,1.0914,0.715
1111.99,3.664,15.3688,8.5245,12.142,1.3478,0.9404,0.7659,1.0994,0.7111
1115.61,3.681,15.4685,8.5884,12.253,1.3545,0.9467,0.7613,1.0913,0.7098
1109.34,3.697,15.4345,8.4618,12.229,1.3487,0.9343,0.7748,1.113,0.7154
1104.33,3.6835,15.4555,8.2778,12.2625,1.3411,0.9336,0.7803,1.1285,0.7152
1112.56,3.695,15.5575,8.2612,12.3625,1.3478,0.9342,0.7673,1.1271,0.7116
1121.18,3.717,15.6925,8.4144,12.5715,1.3572,0.9436,0.7622,1.1108,0.7046
1121.95,3.766,15.6735,8.347,12.54,1.357,0.9332,0.765,1.1232,0.7097
1119.38,3.747,15.553,8.2885,12.43,1.3512,0.9295,0.7685,1.1284,0.7137
1110.32,3.7224,15.461,8.2592,12.3115,1.3414,0.9292,0.7749,1.1307,0.7194
1113.24,3.745,15.399,8.2353,12.337,1.3469,0.9364,0.7726,1.1236,0.699
1111.63,3.758,15.3975,8.1623,12.405,1.343,0.926,0.7742,1.1278,0.6985
1114.94,3.759,15.419,8.1845,12.4025,1.3462,0.9351,0.7767,1.1266,0.7005
1118.08,3.749,15.423,8.1973,12.3815,1.3436,0.9325,0.7753,1.1238,0.6986
1122.83,3.757,15.43,8.1951,12.41,1.3478,0.9272,0.7667,1.1244,0.6913
1101.55,3.708,15.271,8.1076,12.189,1.3316,0.9196,0.7831,1.1404,0.6942
1098.85,3.73,15.3265,8.1149,12.1105,1.3346,0.9188,0.7745,1.1378,0.6876
1104.54,3.736,15.397,8.2456,12.1955,1.3404,0.9336,0.7739,1.119,0.6851
1110.67,3.7491,15.445,8.2613,12.1455,1.3453,0.936,0.7689,1.1178,0.6868
1111.05,3.7551,15.486,8.2444,12.0845,1.3433,0.9375,0.7741,1.1196,0.6911
1122.31,3.7666,15.563,8.3113,12.214,1.3486,0.9351,0.765,1.1156,0.6831
1119.09,3.7826,15.6555,8.2494,12.274,1.3471,0.928,0.7677,1.118,0.6854
1117.34,3.7736,15.6902,8.2937,12.145,1.3469,0.9346,0.7704,1.1154,0.6778
1123.89,3.744,15.778,8.3493,12.253,1.3517,0.9456,0.7664,1.1084,0.6754
1119.95,3.7761,15.6895,8.4545,12.27,1.349,0.9436,0.763,1.109,0.6726
1122.765,3.7916,15.71625,8.45065,12.33425,1.3489,0.9434,0.75755,1.1083,0.67145
1125.58,3.8071,15.743,8.4468,12.3985,1.3488,0.9432,0.7521,1.1076,0.6703
1133.75,3.8061,15.833,8.5483,12.509,1.3568,0.9482,0.7435,1.0952,0.6662
1131.75,3.8056,15.811,8.4671,12.5225,1.3508,0.9458,0.7445,1.1072,0.6741
1133.69,3.7945,15.794,8.4956,12.519,1.3512,0.9495,0.7438,1.1025,0.6727
1133.93,3.8052,15.7295,8.4703,12.446,1.3572,0.9492,0.7407,1.102,0.6694
1142.75,3.8048,15.6715,8.5027,12.3375,1.361,0.9459,0.745,1.1015,0.6707
1146.42,3.8042,15.774,8.5025,12.4355,1.3662,0.9521,0.7366,1.0965,0.6605
1145.24,3.806,15.7985,8.5398,12.3735,1.3652,0.9562,0.743,1.0898,0.6538
1148.48,3.8048,15.916,8.6402,12.337,1.3665,0.9608,0.7371,1.0848,0.6527
1156.38,3.8071,15.9885,8.6088,12.435,1.3704,0.963,0.738,1.085,0.6571
1148.33,3.8067,15.9565,8.5604,12.3355,1.3635,0.959,0.7429,1.0927,0.6629
1156.49,3.7905,16.1065,8.6267,12.4045,1.3664,0.9613,0.7368,1.0884,0.6572
1160.64,3.805,16.1325,8.5875,12.4245,1.3688,0.9581,0.7375,1.0976,0.6645
1169.02,3.8086,16.2265,8.5876,12.614,1.3716,0.962,0.7279,1.0976,0.6586
1167.75,3.8176,16.2665,8.4916,12.6095,1.3668,0.9597,0.7304,1.1112,0.6636
1161.09,3.8131,16.2565,8.5722,12.566,1.3636,0.9638,0.7325,1.1055,0.6688
1158.49,3.8127,16.1945,8.5991,12.5105,1.3658,0.963,0.7307,1.1026,0.6682
1173.42,3.8156,16.4755,8.6344,12.7405,1.3753,0.9696,0.7278,1.0914,0.6589
1159.7,3.8156,16.061,8.5925,12.62,1.3694,0.9636,0.7332,1.1028,0.6625
1168.63,3.8502,16.1015,8.6428,12.687,1.3775,0.9682,0.7277,1.0962,0.6603
1161.2,3.8506,16.166,8.6453,12.655,1.3775,0.9732,0.7419,1.0953,0.6588
1174.4,3.8766,16.3775,8.733,12.81,1.3852,0.981,0.7346,1.0868,0.6519
1163.25,3.904,16.3615,8.7477,12.7405,1.3835,0.9808,0.7343,1.0922,0.6545
1164,3.9241,16.178,8.7679,12.6275,1.3851,0.9824,0.7393,1.0958,0.6596
1161.69,3.927,16.1535,8.6986,12.6735,1.383,0.9848,0.7404,1.0994,0.6602
1181.36,3.927,16.3335,8.6691,12.803,1.4038,0.9869,0.7288,1.1042,0.6537
1175.03,4.0375,16.296,8.5672,12.76,1.403,0.9691,0.7375,1.1198,0.6635
1176.02,4.008,16.3735,8.4833,12.8205,1.398,0.976,0.7361,1.1144,0.6571
1177.62,4.0791,16.3655,8.5174,12.798,1.4047,0.978,0.7376,1.111,0.6546
1181.53,4.102,16.3995,8.5198,12.8765,1.4063,0.977,0.7386,1.1078,0.658
1185.85,4.0791,16.422,8.5456,12.926,1.4055,0.9764,0.7334,1.1028,0.6581
1184.35,4.1041,16.526,8.5783,12.946,1.4058,0.9702,0.7316,1.1061,0.6564
1185.63,4.135,16.663,8.506,12.8615,1.4028,0.9621,0.7357,1.12,0.6634
1194.6,4.1726,16.925,8.3665,12.925,1.4041,0.9488,0.7343,1.1356,0.6706
1191.13,4.258,17.0825,8.2769,13.169,1.4092,0.9347,0.7202,1.158,0.6507
1195.25,4.2104,17.008,8.4405,13.046,1.4006,0.9488,0.7183,1.141,0.6522
1185.52,4.248,17.089,8.4619,13.125,1.406,0.9472,0.7087,1.139,0.6424
1170.49,4.2285,16.8815,8.4752,13.112,1.3982,0.9631,0.7179,1.1239,0.6478
1180.93,4.1949,16.78,8.4649,13.3185,1.409,0.9622,0.7129,1.1172,0.6446
1182.54,4.192,16.7315,8.4745,13.2455,1.4118,0.9681,0.71,1.1194,0.6349
1179.78,4.164,16.8775,8.4609,13.398,1.4125,0.9622,0.7036,1.1263,0.6346
1183.46,4.207,16.9415,8.4193,13.479,1.4165,0.969,0.7011,1.1242,0.6343
1188.07,4.235,16.785,8.4266,13.525,1.4169,0.9764,0.7025,1.1104,0.64
1196.4,4.256,16.862,8.4688,13.83,1.4221,0.9754,0.6917,1.1117,0.628
1195.985,4.2973,16.823,8.4398,13.787,1.42025,0.9767,0.697,1.11495,0.63135
1195.57,4.3386,16.784,8.4108,13.744,1.4184,0.978,0.7023,1.1182,0.6347
1186.52,4.323,16.8015,8.4106,13.722,1.4149,0.9767,0.7024,1.1165,0.6402
1184.87,4.3378,16.7575,8.3663,13.6425,1.4132,0.9735,0.7086,1.1262,0.6306
1182.25,4.315,16.823,8.2375,13.6175,1.4144,0.9735,0.7074,1.1338,0.6314
1181.17,4.3096,16.7955,8.2576,13.5195,1.4062,0.9687,0.7137,1.1307,0.633
1178.69,4.3046,16.768,8.3035,13.4655,1.4028,0.9755,0.7092,1.126,0.6313
1169.77,4.3038,16.568,8.2439,13.2715,1.397,0.9688,0.7186,1.1304,0.6349
1163.11,4.25,16.588,8.259,13.3755,1.398,0.971,0.7147,1.1312,0.6322
1164.13,4.206,16.5615,8.2099,13.276,1.396,0.9614,0.7222,1.1358,0.6416
1179.24,4.265,16.6925,8.3362,13.48,1.4096,0.9702,0.7125,1.1204,0.631
1186.1,4.294,16.879,8.395,13.6945,1.4177,0.9733,0.7078,1.1133,0.6292
1193.96,4.345,17.104,8.4357,13.8285,1.4276,0.978,0.7004,1.116,0.6244
1195.48,4.345,17.062,8.389,13.934,1.4249,0.973,0.6998,1.1252,0.6338
1190.14,4.385,16.963,8.4078,13.8645,1.4234,0.976,0.7014,1.1192,0.6369
1184.62,4.394,16.898,8.3912,13.8155,1.4234,0.9773,0.702,1.1162,0.639
1180.04,4.404,16.8915,8.3633,13.87,1.4289,0.9744,0.7044,1.12,0.6411
1175.48,4.41,16.8115,8.319,13.7865,1.4337,0.9684,0.7025,1.1276,0.6432
1158.54,4.38,16.699,8.3391,13.5725,1.4194,0.9746,0.7088,1.12,0.6505
1160.7,4.372,16.682,8.2362,13.5185,1.4213,0.9678,0.7143,1.1266,0.6536
1153.72,4.215,16.5735,8.2421,13.397,1.4094,0.9716,0.7213,1.1249,0.6623
1155.57,4.233,16.5015,8.2338,13.373,1.4093,0.9674,0.7225,1.1282,0.6642
1151.495,4.205,16.53475,8.18355,13.405,1.4051,0.9634,0.7254,1.1332,0.66655
1147.42,4.177,16.568,8.1333,13.437,1.4009,0.9594,0.7283,1.1382,0.6689
1140.39,4.177,16.5715,8.1341,13.3305,1.3837,0.9517,0.7256,1.1437,0.6767
1120.9,4.12,16.428,8.2285,13.0785,1.3783,0.9489,0.7316,1.1418,0.6854
1130.73,4.17,16.382,8.2217,13.108,1.3842,0.9536,0.7261,1.136,0.6799
1130.57,4.205,16.5225,8.3185,13.2755,1.387,0.956,0.7254,1.132,0.6804
1128.64,4.26,16.5715,8.2819,13.2565,1.3901,0.954,0.7256,1.1359,0.6755
1137.09,4.275,16.665,8.3194,13.4925,1.3939,0.957,0.7226,1.1345,0.6734
1131.48,4.28,16.5135,8.4394,13.4225,1.3943,0.971,0.722,1.114,0.6791
1135,4.222,16.538,8.5092,13.655,1.397,0.9769,0.7215,1.1016,0.6751
1127.47,4.222,16.49,8.4997,13.6025,1.3914,0.9815,0.7262,1.1051,0.6794
1134.57,4.26,16.5525,8.4935,13.6605,1.395,0.9848,0.7233,1.1052,0.6802
1130.31,4.2664,16.444,8.4173,13.5495,1.3927,0.9848,0.7143,1.1066,0.6721
1142.39,4.2935,16.6155,8.5536,13.8335,1.4043,0.9915,0.7081,1.0963,0.668
1140.5,4.292,16.53,8.4922,13.8135,1.4005,0.9858,0.7133,1.1042,0.6766
1140.5,4.292,16.471,8.5079,13.7865,1.4009,0.9853,0.7141,1.1026,0.6745
1140.5,4.292,16.373,8.5526,13.795,1.3993,0.9922,0.7173,1.0946,0.6676
1136.45,4.263,16.5245,8.6296,13.9655,1.4033,0.9933,0.7148,1.0861,0.6587
1140.5,4.292,16.5815,8.6473,13.9005,1.407,0.9964,0.7148,1.0869,0.6627
1140.5,4.292,16.843,8.7203,14.186,1.42,1.0048,0.7034,1.0746,0.6509
1160.42,4.3675,16.854,8.6731,14.305,1.4218,1.0017,0.7046,1.0767,0.6537
1158.34,4.3675,16.7625,8.7134,14.2645,1.4222,1.0076,0.703,1.0686,0.6534
1158.47,4.36375,16.74725,8.67965,14.2685,1.42065,1.0045,0.7073,1.0727,0.65315
1158.6,4.36,16.732,8.6459,14.2725,1.4191,1.0014,0.7116,1.0768,0.6529
1169.79,4.37,16.6965,8.7153,14.3825,1.424,1.0088,0.7118,1.0722,0.6528
1172.67,4.3981,16.8145,8.6957,14.386,1.4224,1.0079,0.7085,1.0708,0.6488
1169.08,4.391,16.77,8.7633,14.286,1.4231,1.0169,0.7115,1.0634,0.6459
1167.89,4.388,16.7655,8.7423,14.2005,1.424,1.0198,0.7078,1.0638,0.644
1156.08,4.341,16.57,8.6537,14.0085,1.4129,1.014,0.7208,1.0746,0.658
1151.63,4.283,16.508,8.6929,13.9355,1.413,1.0183,0.7233,1.066,0.6558
1159.14,4.301,16.524,8.7369,14.083,1.4186,1.0205,0.7188,1.0602,0.6511
1149.39,4.242,16.457,8.7009,13.9835,1.4116,1.0161,0.7241,1.0652,0.654
1140.67,4.212,16.545,8.7349,14.144,1.4047,1.022,0.7246,1.0616,0.6573
1147.55,4.2335,16.56675,8.73205,14.266,1.4091,1.02625,0.7219,1.0606,0.65545
1154.43,4.255,16.5885,8.7292,14.388,1.4135,1.0305,0.7192,1.0596,0.6536
1149.39,4.242,16.6005,8.7206,14.48,1.4095,1.0282,0.7235,1.0562,0.6574
1149.39,4.242,16.5305,8.6974,14.4325,1.4071,1.0296,0.732,1.062,0.6679
1149.39,4.242,16.588,8.7069,14.375,1.4122,1.0274,0.7309,1.0573,0.6629
1149.39,4.242,16.718,8.4958,14.37,1.3982,0.9996,0.731,1.0902,0.6633
1149.39,4.242,16.6555,8.4837,14.3255,1.3957,0.9986,0.7346,1.0884,0.6755
1172.68,4.212,16.9,8.5384,14.5425,1.4046,1.0026,0.7268,1.084,0.6648
1179.6,4.255,17.0245,8.5168,14.6,1.4087,0.994,0.7211,1.0876,0.6636
1181.75,4.266,17.0505,8.4267,14.5775,1.4048,0.9866,0.7204,1.0984,0.6629
1176.39,4.256,17.0945,8.4927,15.2519,1.4011,0.9888,0.7299,1.0948,0.6763
1188,4.29,17.357,8.4816,15.751,1.412,0.9828,0.7214,1.1002,0.6727
1186.2,4.324,17.358,8.4753,15.1465,1.4074,0.9823,0.7258,1.1025,0.6778
1176.66,4.3,17.149,8.5023,14.9815,1.4088,0.9921,0.7176,1.0911,0.6748
1177.19,4.312,17.18,8.5222,15.0725,1.4091,0.9852,0.7207,1.0937,0.6772
1187.7,4.315,17.119,8.564,15.206,1.4217,0.9987,0.71,1.0804,0.6692
1178.04,4.287,16.993,8.5602,15.0435,1.4115,0.994,0.7197,1.0847,0.6752
1173.87,4.297,17.164,8.5092,15.1045,1.4076,0.9912,0.7172,1.092,0.6769
1169.26,4.29,17.1855,8.4113,15.1855,1.4037,0.9866,0.7231,1.0978,0.6812
1140.67,4.305,17.1865,8.4626,15.1845,1.4065,0.9938,0.7221,1.0875,0.6789
1167.94,4.305,17.276,8.4008,15.274,1.4047,0.9872,0.7269,1.0955,0.6838
1168.6,4.2975,17.2685,8.3815,15.28375,1.4063,0.9875,0.72655,1.0969,0.68455
1169.26,4.29,17.261,8.3622,15.2935,1.4079,0.9878,0.7262,1.0983,0.6853
1169.26,4.29,17.2065,8.3774,15.2885,1.4124,0.9924,0.7293,1.0916,0.6872
1177.53,4.288,17.339,8.4275,15.5795,1.4152,0.989,0.7284,1.0912,0.6837
1169.26,4.29,17.195,8.4485,15.466,1.4166,1.0017,0.7286,1.0859,0.6842
1191.46,4.342,17.36,8.5057,15.615,1.4264,1.0042,0.7166,1.0803,0.674
1190.43,4.34,17.3595,8.5987,15.626,1.4279,1.0096,0.7151,1.0743,0.67
1200.16,4.389,17.436,8.6024,15.7855,1.4356,1.0084,0.707,1.0762,0.6642
1193.05,4.39,17.6525,8.5106,15.974,1.4306,1.0018,0.7025,1.086,0.6653
1206.97,4.375,17.9145,8.5287,16.18,1.4414,0.9972,0.6976,1.0885,0.6559
1206.55,4.38,17.956,8.5253,16.8025,1.4352,1,0.6992,1.0878,0.6554
1208.95,4.409,17.923,8.5535,16.7125,1.4381,1.003,0.6975,1.0837,0.6523
1208.95,4.409,17.8595,8.5165,16.3905,1.4338,1.0064,0.6996,1.0862,0.6559
1211.28,4.39,17.893,8.5348,16.4305,1.4372,1.0072,0.698,1.0862,0.647
1216.95,4.3965,18.2475,8.5512,16.8125,1.4403,0.9984,0.6864,1.0964,0.6431
1211.28,4.3795,18.216,8.54945,16.75275,1.4381,1.0008,0.68965,1.0935,0.646
1205.61,4.3625,18.1845,8.5477,16.693,1.4359,1.0032,0.6929,1.0906,0.6489
1215.4,4.391,18.5945,8.5825,16.8845,1.4389,1.0032,0.6855,1.0908,0.6389
1204.31,4.373,18.4655,8.5655,16.5125,1.4347,1.0112,0.7003,1.0833,0.6522
1195.66,4.294,18.45,8.5754,16.4625,1.4277,1.0148,0.7014,1.0814,0.6483
1194.3,4.294,18.56,8.5694,16.451,1.4279,1.0148,0.697,1.0832,0.6473
1199.64,4.2885,18.475,8.5614,16.3535,1.4259,1.0189,0.7005,1.0846,0.6492
1199.25,4.253,18.378,8.5124,16.3355,1.4283,1.0176,0.7074,1.0867,0.6527
1204.08,4.21,18.312,8.5048,16.1995,1.427,1.0134,0.7085,1.0952,0.6477
1210.04,4.15,18.211,8.5709,15.9535,1.4241,1.0226,0.7071,1.0832,0.6469
1203.19,4.15,18.293,8.5385,15.948,1.4239,1.0202,0.7084,1.0888,0.6512
1212.01,4.205,18.4895,8.5749,16.1835,1.4269,1.0181,0.7058,1.0908,0.6497
1211.33,4.219,18.393,8.4745,16.14,1.4225,1.007,0.7134,1.1051,0.6659
1215.385,4.1845,18.591,8.4852,15.9225,1.41395,0.9977,0.71185,1.10955,0.6612
1219.44,4.15,18.789,8.4959,15.705,1.4054,0.9884,0.7103,1.114,0.6565
1222.32,4.2125,18.275,8.5104,15.47,1.4053,0.9926,0.7168,1.114,0.6628
1231.15,4.16,18.1705,8.4758,15.37,1.4043,0.994,0.715,1.1092,0.6626
1231.09,4.203,18.272,8.4426,15.4095,1.4056,0.9893,0.7125,1.1127,0.6615
1223.32,4.194,18.019,8.5023,15.183,1.3995,0.9986,0.7238,1.1018,0.672
1230.05,4.198,18.2,8.4829,15.205,1.4083,0.992,0.7209,1.1016,0.666
1234.6,4.215,18.227,8.4859,15.6445,1.4062,0.986,0.7177,1.1021,0.6632
1237.39,4.216,18.1305,8.5157,15.5805,1.4026,0.9894,0.7208,1.1026,0.6699
1242.59,4.207,18.185,8.5557,16.155,1.4075,0.9967,0.713,1.0932,0.6648
1229.56,4.165,17.9,8.6312,15.5465,1.4012,0.9994,0.7172,1.0847,0.6619
1227.59,4.16,17.8415,8.6321,15.6055,1.3998,0.9981,0.7268,1.0845,0.6642
1209.55,4.13,17.9015,8.5418,15.5825,1.3895,0.992,0.736,1.0948,0.6746
1195.09,4.111,17.7575,8.4779,15.3095,1.3747,0.9926,0.7425,1.101,0.6799
1200.08,4.08,17.737,8.4752,15.283,1.3787,0.9969,0.7467,1.1004,0.6801
1206.19,4.11,17.921,8.4776,15.3825,1.3833,0.9939,0.7451,1.1028,0.677
1206.82,4.121,17.7045,8.4238,15.145,1.3787,0.9957,0.7528,1.1022,0.6809
1204.09,4.09,17.8955,8.3712,15.3835,1.3816,0.9857,0.7444,1.1162,0.6667
1184.56,4.086,17.6905,8.3339,15.2005,1.3713,0.9813,0.7572,1.118,0.6763
1187.39,4.101,17.777,8.3326,15.5555,1.3761,0.986,0.7515,1.1107,0.669
1194.99,4.132,17.9245,8.3031,15.945,1.3808,0.9852,0.7465,1.1112,0.6614
1190.59,4.135,17.9405,8.3168,16.14,1.3833,0.9879,0.7435,1.1075,0.6601
1155.83,4.0565,17.392,8.1867,15.161,1.3507,0.968,0.7637,1.1316,0.6835
1160.11,4.0465,17.295,8.209,15.256,1.3569,0.9682,0.7618,1.1292,0.6812
1157.33,4.0585,17.39,8.2166,15.156,1.3582,0.9678,0.7594,1.126,0.6764
1154.58,4,17.33,8.2188,15.219,1.3613,0.9705,0.7625,1.1228,0.676
1166.59,3.993,17.52,8.2672,15.3215,1.3659,0.9731,0.7533,1.1174,0.6702
1168.09,4.027,17.626,8.3021,15.5225,1.3707,0.9766,0.7516,1.1163,0.6695
1168.19,4.035,17.5425,8.3066,15.4675,1.3708,0.978,0.7518,1.1164,0.6685
1163.39,4.011,17.4535,8.2808,15.5755,1.3697,0.9732,0.7549,1.121,0.6729
1164.69,3.9955,17.4885,8.2546,15.3655,1.3635,0.9744,0.7567,1.1204,0.6803
1142.02,3.938,17.255,8.15,14.887,1.3515,0.9636,0.7667,1.133,0.6914
1138.86,3.9,17.214,8.0962,14.71,1.3462,0.9583,0.7677,1.139,0.6926
1147.15,3.889,17.3205,8.1164,14.735,1.3482,0.9588,0.7672,1.1385,0.6899
1155.28,3.914,17.6655,8.1378,15.11,1.3464,0.9537,0.7613,1.143,0.684
1156.81,3.911,17.9125,8.152,15.1465,1.3517,0.9552,0.7504,1.1386,0.6774
1148.89,3.9,17.76,8.1453,14.9605,1.3475,0.9536,0.7554,1.1406,0.6815
1141.97,3.887,17.6385,8.1112,14.7055,1.3445,0.9538,0.7599,1.1412,0.686
1144.53,3.878,17.5155,8.0701,14.6855,1.3448,0.9546,0.7659,1.1395,0.6902
1146.29,3.87,17.4905,8.1415,14.58,1.3519,0.9651,0.7649,1.1281,0.6916
1151.99,3.89,17.367,8.1264,14.5225,1.3629,0.9667,0.7705,1.1262,0.6866
1144.83,3.9,17.558,8.1234,14.5785,1.3562,0.967,0.7717,1.1295,0.6913
1144.48,3.925,17.4515,8.1214,14.481,1.3525,0.9636,0.7746,1.1322,0.6946
1126.01,3.882,17.2935,8.074,14.2855,1.3366,0.9599,0.7806,1.1375,0.7034
1130.48,3.862,17.259,8.089,14.215,1.3426,0.9671,0.7817,1.133,0.6997
1135.49,3.888,17.415,8.1199,14.28,1.3488,0.9722,0.7758,1.1301,0.6924
1147.85,3.896,17.444,8.1244,14.4025,1.3532,0.9774,0.7713,1.1239,0.6854
1147.76,3.901,17.601,8.1269,14.5175,1.3517,0.9742,0.7717,1.1274,0.6856
1146.66,3.92,17.386,8.0938,14.3605,1.3516,0.9713,0.7741,1.1318,0.6895
1151.5,3.91,17.379,8.0814,14.5055,1.3505,0.971,0.7594,1.1322,0.6851
1139.93,3.89,17.2175,8.0851,14.2645,1.3469,0.9687,0.7635,1.1325,0.6969
1144.09,3.903,17.19,8.0267,14.2355,1.3454,0.9598,0.7612,1.1441,0.6984
1148.69,3.927,17.5415,8.0272,14.6085,1.3516,0.9541,0.7492,1.1508,0.6925
1164.59,3.986,17.705,8.0679,14.9215,1.3585,0.9574,0.7454,1.1486,0.6874
1165.93,4.002,17.785,8.1073,14.929,1.3588,0.9686,0.7465,1.1404,0.6894
1167.29,4.006,17.9155,8.1254,14.885,1.359,0.9697,0.7358,1.1421,0.6843
1174.25,4.01,18.1325,8.1546,15.184,1.3688,0.9698,0.7323,1.1402,0.6778
1169.89,4.053,18.0095,8.1466,15.1305,1.3693,0.9746,0.7351,1.1386,0.6746
1162.47,4.033,17.9265,8.1207,15.0265,1.3654,0.9699,0.7398,1.1444,0.6845
1168.7,4.017,18.0345,8.188,15.06,1.3725,0.9693,0.7314,1.138,0.6816
1176.85,4.027,18.147,8.2562,15.3505,1.372,0.9756,0.7273,1.1294,0.6781
1177.21,4.025,18.216,8.2416,15.6075,1.3686,0.9772,0.73,1.1328,0.6805
1173.67,4.016,18.285,8.2281,15.5215,1.3678,0.9761,0.7352,1.1337,0.684
1185.77,4.045,18.3375,8.2868,15.743,1.3763,0.9822,0.7285,1.1276,0.6782
1189.25,4.078,18.546,8.3375,15.8805,1.3806,0.9894,0.7213,1.1214,0.6748
1186.93,4.078,18.377,8.3308,15.669,1.3824,0.992,0.7215,1.1207,0.676
1183.39,4.084,18.471,8.3599,15.7625,1.3795,0.9919,0.7203,1.1192,0.6754
1186.39,4.12,18.4435,8.3219,15.615,1.3816,0.993,0.7184,1.1145,0.6738
1182.21,4.101,18.45,8.3028,15.69,1.3793,0.9908,0.7186,1.1154,0.6752
1178.09,4.078,18.45,8.2847,15.565,1.3736,0.9898,0.7227,1.1184,0.6752
1180.59,4.076,18.428,8.3224,15.65,1.3748,0.9916,0.7205,1.114,0.6729
1184.79,4.0995,18.4205,8.3292,15.6825,1.3763,0.9925,0.72235,1.11375,0.6749
1188.99,4.123,18.413,8.336,15.715,1.3778,0.9934,0.7242,1.1135,0.6769
1192.09,4.143,18.5475,8.303,15.5975,1.378,0.9892,0.7242,1.1165,0.6807
1186.69,4.148,18.632,8.3278,15.591,1.3747,0.9902,0.7225,1.1157,0.6815
1167.79,4.144,18.612,8.1742,15.101,1.3591,0.9781,0.7339,1.133,0.6942
1162.28,4.095,18.614,8.1258,14.9605,1.3577,0.972,0.7362,1.1354,0.6931
1154.8,4.055,18.436,8.1404,14.876,1.3524,0.9663,0.7452,1.135,0.6981
