jp_Adj_Close,chnsse_Open,chnsse_Adj_Close,chnhs_Open,chnhs_Adj_Close,ko_Open,ko_Adj_Close,iny_Open,iny_Adj Close,ind_Open
10488.695,1380.849,1390.174,10877.950,10944.360,713.670,718.840,583.621,588.494,4138.01
10502.290,1391.404,1394.229,11008.430,11295.890,721.000,724.700,588.511,605.605,4249.93
10310.040,1394.494,1376.291,11273.120,11286.520,707.580,713.520,600.787,603.69,4347.23
10318.440,1374.602,1370.843,11302.150,11290.150,704.010,697.400,602.757,599.822,4299.66
10229.570,1369.437,1355.335,11256.060,11141.280,697.260,696.060,597.341,597.122,4392.87
10219.050,1354.648,1367.161,11227.040,11229.870,701.750,697.520,597.162,597.634,4428.16
10361.240,1367.160,1367.160,11299.785,11387.995,690.470,704.290,597.613,606.021,4452.07
10593.530,1367.160,1367.160,11372.530,11546.120,716.270,715.240,607.8,619.575,4458.755
10709.290,1367.160,1367.160,11581.510,11608.720,719.870,719.185,619.424,621.844,4465.44
10740.140,1367.160,1367.160,11715.910,11734.480,723.470,723.130,621.634,615.856,4567.68
10820.330,1367.160,1367.160,11709.240,11723.920,725.210,727.090,615.206,615.291,4644.86
10542.200,1366.201,1371.685,11754.710,11720.800,731.120,722.760,616.069,624.309,4646.63
10531.440,1371.681,1369.174,11762.260,11800.370,723.130,736.160,624.497,636.208,4643.32
10748.935,1405.329,1399.658,11957.380,11961.970,754.500,757.020,646.67,644.415,4787.75
10966.430,1399.843,1388.172,12065.350,11856.020,763.620,766.520,644.61,648.697,4866.12
10899.950,1388.245,1383.098,11900.000,12056.180,771.380,764.230,649.91,650.421,4790.54
11025.150,1381.460,1365.505,12041.830,12027.570,759.120,776.970,650.492,649.279,4887.04
11037.890,1365.313,1370.582,12070.720,12044.490,776.990,767.750,649.504,649.627,4912.27
11161.710,1369.711,1359.498,11985.400,12147.890,766.330,776.440,649.923,652.74,4951.11
11031.520,1359.510,1364.301,12190.080,12250.690,780.560,779.890,653.464,646.952,4868
10889.620,1366.105,1398.010,12240.540,12238.630,780.540,779.280,647.995,646.146,4772.84
10335.160,1398.587,1386.653,12027.910,11737.180,764.360,754.140,642.935,630.973,4744.48
10335.700,1385.898,1381.830,11792.870,11736.370,752.310,748.170,631.842,634.548,4654.27
10454.120,1381.836,1369.463,11749.870,11749.720,752.820,761.610,634.097,629.033,4802.07
10561.010,1365.998,1369.325,11844.020,12091.880,760.800,775.360,631.191,626.843,4710.22
10739.220,1372.346,1361.487,12294.910,12130.510,787.610,779.660,626.862,624.544,4732.79
10695.560,1360.018,1344.633,12202.460,12143.350,784.780,785.940,624.548,627.815,4751.83
10559.590,1341.504,1348.303,12139.970,12190.100,787.950,782.360,627.542,625.527,4787.05
10703.780,1346.481,1364.055,12222.440,12386.810,783.080,791.960,624.268,617.243,4946.93
10847.970,1363.957,1389.545,12503.580,12440.720,800.420,796.060,617.278,626.471,5096.16
10837.540,1389.720,1385.110,12391.740,12438.920,796.360,805.510,626.49,635.798,5116.86
10552.300,1384.670,1356.790,12341.040,12150.090,809.920,790.040,637.919,632.792,5080.05
10628.980,1353.430,1335.205,12205.190,12215.170,796.580,804.050,629.739,626.718,5071.2
10504.540,1330.957,1340.097,12224.790,12156.680,800.980,796.560,629.817,620.052,4962.22
10207.040,1340.320,1343.616,12011.360,12003.620,788.340,787.770,615.83,617.7,4998.79
10226.220,1341.569,1317.792,12021.360,11971.480,788.910,796.310,617.347,619.854,5040.55
10337.670,1313.929,1319.608,12116.860,12227.570,805.790,813.110,621.632,614.618,5051.71
10167.060,1318.722,1331.051,12219.580,12203.530,809.940,809.890,614.405,610.317,4948.77
9786.830,1330.487,1328.103,11950.480,11997.020,803.480,794.470,609.678,607.771,4907.02
9897.050,1334.654,1316.562,11966.960,12027.260,794.240,800.970,607.425,605.769,4956.42
9614.600,1313.836,1338.870,11839.300,11872.990,785.280,771.700,603.718,601.92,4868.43
9865.700,1338.604,1376.506,11926.040,11845.410,775.190,769.450,601.877,605.787,4840.8
9852.830,1379.937,1361.559,11718.510,11839.800,764.120,770.780,605.751,617.066,4770.75
9906.515,1360.328,1404.008,11854.970,11848.560,765.820,753.650,605.751,617.066,4852.12
9960.200,1407.755,1408.415,12006.310,12008.070,768.100,768.110,605.751,617.066,4845.1
10144.830,1407.302,1411.909,12010.710,12086.670,769.760,782.650,611.504,623.4935,4876.24
10163.380,1412.308,1389.103,12075.970,12075.990,783.130,781.680,617.257,629.921,4907.38
10100.570,1388.312,1397.225,12108.790,12317.470,783.170,796.180,617.257,629.921,4995.15
10403.270,1398.706,1432.703,12306.260,12456.990,796.360,807.390,617.257,629.921,5086.86
10410.150,1437.240,1435.314,12526.230,12412.230,813.490,807.780,630.774,633.709,5187.73
10326.390,1434.697,1445.026,12386.010,12361.180,807.170,808.340,632.081,643.844,5194.16
10429.990,1445.400,1452.809,12379.940,12342.650,805.100,805.130,643.863,641.131,5229.18
10373.460,1454.413,1451.118,12309.570,12314.730,802.710,789.410,640.668,638.026,5245.75
10045.340,1452.113,1436.663,12214.190,12177.440,780.230,784.800,635.663,647.752,5144.95
10124.280,1435.099,1443.366,12244.660,12393.640,790.520,787.350,647.704,644.44,5143.19
9910.560,1449.567,1469.422,12321.590,12398.380,774.530,794.640,644.379,645.942,5234.72
10075.140,1472.385,1470.023,12343.890,12554.580,797.120,791.130,645.619,653.305,5306.62
10169.660,1469.702,1470.792,12631.630,12594.420,806.420,806.080,654.091,656.72,5321.49
10490.770,1471.244,1470.357,12705.420,12520.170,821.620,822.160,658.78,658.502,5366.93
10271.600,1469.119,1466.337,12400.850,12260.330,807.320,810.790,657.542,656.889,5374.15
10092.640,1465.606,1453.995,12315.230,12193.120,816.980,800.090,654.892,655.679,5437.26
10104.000,1450.854,1457.301,12225.780,12240.250,803.600,807.500,655.698,664.857,5432.46
10284.540,1463.448,1446.285,12385.190,12371.750,814.890,811.200,666.127,672.272,5486.63
10372.510,1444.173,1492.963,12422.320,12487.990,809.570,804.540,672.909,674.375,5547.68
10371.890,1497.572,1500.640,12515.500,12420.510,809.900,801.880,674.395,679.287,5590.01
10371.270,1501.355,1513.825,12468.730,12456.700,808.410,792.550,674.395,679.287,5566.05
10365.350,1514.929,1512.597,12456.145,12460.495,799.900,790.700,677.0925,686.1495,5608.395
10417.410,1513.113,1514.775,12456.145,12460.495,791.390,788.850,679.79,693.012,5650.74
10500.620,1509.281,1496.427,12443.560,12464.290,779.240,792.440,679.79,693.012,5725.44
10676.640,1495.669,1511.691,12560.340,12526.740,802.500,810.710,695.521,691.875,5852.7
10750.905,1513.616,1497.044,12529.830,12575.940,809.380,815.985,693.448,698.176,5812.38
10750.905,1492.724,1517.193,12664.990,12801.480,816.260,821.260,691.376,704.477,5944.23
10825.170,1516.797,1568.353,12844.590,13005.330,817.280,824.100,706.37,725.451,6050.48
10813.990,1568.899,1574.523,13063.450,13036.320,831.260,823.430,728.72,723.968,6068.68
10757.820,1574.102,1587.204,13122.990,13157.680,826.080,827.070,723.906,709.346,5970.35
10837.650,1587.451,1610.126,13184.440,13203.590,831.100,824.150,709.363,730.793,5992.1
10965.050,1612.390,1581.466,13326.050,13385.800,835.420,845.270,734.546,753.67,6241.59
10907.365,1579.875,1618.518,13315.290,13352.220,843.960,850.790,750.717,742.484,6152.22
10849.680,1622.047,1612.683,13384.300,13396.650,855.420,848.430,744.013,743.121,6084.65
10863.000,1612.916,1592.423,13289.110,13320.880,847.270,849.620,742.059,756.541,6162.18
10665.150,1591.818,1586.493,13336.180,13249.810,849.020,845.660,756.7,763.43,6219.81
10857.200,1589.377,1600.425,13229.890,13167.760,853.670,847.950,763.535,770.311,6068.66
10928.030,1600.430,1600.430,13737.560,13761.880,873.610,863.030,786.882,772.471,5854.35
10852.470,1600.430,1600.430,13668.430,13431.780,860.370,859.590,772.028,767.084,5980.88
10779.440,1605.247,1628.837,13226.880,13334.010,851.700,853.470,763.405,759.621,5865.21
10783.610,1631.110,1590.729,13315.020,13289.370,854.210,848.500,758.146,752.91,5841.21
10776.730,1630.654,1623.880,13158.260,12999.980,850.280,854.890,753.315,741.603,5778.335
10641.920,1625.288,1649.282,12921.780,13090.010,853.130,839.870,748.485,730.297,5715.46
10447.250,1652.614,1685.159,13058.070,13086.730,838.520,835.500,732.792,730.253,5633.15
10464.600,1690.938,1693.428,13063.000,13030.940,835.770,840.920,732.061,736.446,5756.3
10460.920,1690.559,1679.193,13070.220,13309.600,842.160,850.230,736.813,758.901,5710.13
10402.610,1679.581,1703.529,13437.210,13576.680,860.900,864.770,761.113,767.232,5810.21
10365.400,1708.896,1691.009,13558.280,13515.660,866.060,866.800,767.236,766.748,5937.46
10412.330,1691.608,1677.759,13592.690,13524.760,870.540,876.340,767.157,769.77,5936.41
10459.260,1679.081,1663.832,13680.550,13625.130,882.040,877.950,770.02,766.06,5973.71
10557.690,1664.603,1658.539,13587.410,13739.800,876.060,882.180,766.223,773.117,5936.65
10548.720,1661.452,1696.827,13727.970,13831.530,879.230,881.280,773.119,775.202,6025.85
10701.130,1701.409,1703.774,13854.490,13815.440,884.150,884.800,775.137,776.976,6018.95
10676.810,1704.745,1717.096,13948.740,13928.380,889.230,877.100,777.456,785.884,6060.14
10753.800,1719.309,1717.015,13871.330,13867.220,880.680,881.650,786.099,789.409,6041.36
10720.690,1715.806,1721.752,13889.680,13868.370,875.760,877.490,790.899,794.443,5847.97
10868.960,1725.594,1681.654,13849.680,13765.070,874.930,877.520,792.909,787.587,5869.61
10644.130,1675.635,1682.297,13743.070,13756.410,872.450,864.590,794.918,780.73,5686.81
10658.730,1684.902,1647.381,13773.120,13599.470,865.220,866.870,778.867,777.03,5746.79
10815.290,1642.409,1654.898,13618.060,13674.640,870.310,864.860,777.171,775.993,5639.83
11041.920,1657.262,1675.067,13722.710,13907.030,865.510,883.420,776.01,761.058,5595.83
11271.120,1676.222,1689.760,14021.360,13918.650,879.040,891.315,760.896,758.983,5649.3
11361.510,1692.616,1687.278,13906.440,13731.350,892.570,899.210,760.648,779.723,5740.035
11351.920,1686.964,1661.812,13553.090,13454.090,897.490,895.810,780.747,776.803,5830.77
11401.790,1658.634,1668.874,13472.890,13451.560,898.160,907.430,777.361,774.745,5842.41
11537.290,1671.061,1662.096,13434.440,13454.760,907.210,905.380,775.494,777.987,5834.37
11502.860,1660.642,1637.144,13549.940,13573.540,909.150,900.100,778.489,772.845,5899.26
11532.040,1636.206,1637.099,13544.670,13397.250,891.100,891.580,768.405,771.055,5923.35
11433.240,1639.680,1678.073,13312.000,13214.200,887.110,876.020,770.454,760.304,5833.19
11297.040,1680.313,1691.643,12996.760,13024.060,869.670,869.930,759.706,741.176,5737.69
11162.750,1692.870,1694.743,12809.670,12932.230,866.720,848.800,733.8,738.13,5632.13
11317.900,1696.942,1736.220,13002.320,12919.410,855.840,852.260,739.799,724.13,5745.06
11242.290,1741.623,1745.543,12820.370,12932.620,843.830,850.130,720.672,716.156,5471.17
11436.860,1746.740,1745.098,12948.490,12975.720,858.150,872.380,716.256,730.563,5545.83
11484.280,1746.176,1717.260,12998.690,12816.190,879.220,872.820,730.851,733.548,5539.72
11418.510,1715.473,1747.872,12792.670,12790.580,874.570,883.330,732.412,742.892,5410.48
11318.510,1749.709,1755.685,12593.420,12550.910,878.620,863.690,733.54,739.656,5446.88
11281.090,1755.321,1741.695,12437.170,12588.360,854.920,866.170,734.668,736.42,5356.97
11364.990,1740.890,1740.054,12618.870,12678.130,860.390,861.720,736.442,738.771,5412.13
11530.910,1737.488,1736.477,12579.920,12520.210,862.300,853.380,739.313,727.081,5403.38
11770.650,1737.058,1734.047,12647.720,12483.240,866.290,863.950,729.353,714.108,5448.29
11718.240,1734.590,1719.674,12493.360,12427.340,868.100,874.670,714.875,716.9,5538.52
11693.680,1718.783,1724.277,12555.930,12641.390,879.410,873.460,718.799,730.039,5595.93
11715.390,1726.569,1741.623,12706.700,12681.670,881.750,880.500,733.516,735.655,5513.12
11683.420,1744.709,1758.147,12679.430,12676.250,878.780,882.750,735.678,737.631,5599.12
11815.950,1760.467,1768.645,12727.130,12731.760,886.090,883.690,739.638,750.63,5762.81
11958.320,1771.737,1766.483,12806.620,12809.365,892.760,894.940,748.34,761.077,5809.74
12079.700,1767.322,1777.516,12886.110,12886.970,899.430,906.190,757.042,771.525,5886.02
12019.620,1779.427,1774.552,12909.730,12920.050,906.780,909.930,771.739,774.376,5827.07
12092.590,1774.398,1770.279,12919.040,12909.370,913.520,916.860,774.448,779.594,5824.37
11897.510,1770.911,1727.348,12967.140,12970.590,910.480,905.440,776.104,773.692,5840.405
12042.700,1717.203,1722.986,12967.140,12970.590,905.440,918.860,777.761,767.789,5856.44
12127.820,1724.578,1715.136,13015.240,13031.810,925.190,917.630,769.678,771.716,5823.53
12098.180,1714.526,1697.156,12891.680,12669.860,909.950,916.310,771.271,777.965,5873.685
11800.400,1697.244,1679.076,12648.640,12479.260,906.895,907.595,773.332,772.964,5923.84
11824.560,1678.972,1693.861,12422.170,12458.380,903.840,898.880,774.124,776.549,5870.41
11764.210,1695.333,1675.885,12452.000,12450.000,900.480,902.100,776.63,784.816,5875.53
11952.260,1674.363,1669.422,12492.990,12394.370,909.910,918.900,785.224,810.835,5814.88
11944.300,1669.382,1651.577,12290.900,12227.300,910.680,929.950,810.351,814.179,5803.7
11980.100,1649.051,1657.785,12235.990,12167.700,931.090,924.010,810.96,804.403,5888.17
12120.660,1653.944,1635.501,12296.720,12383.940,938.250,936.060,807.231,815.42,5941.1
12163.890,1633.269,1635.499,12304.870,12132.680,935.010,919.740,812.87,811.721,5891.2
12044.880,1636.438,1611.860,12141.820,12154.910,918.820,915.470,813.521,818.135,5841.3
12004.290,1606.421,1606.801,12148.500,12165.310,917.320,901.830,818.359,817.909,5709.43
11883.040,1605.302,1579.447,11969.410,12005.580,890.610,875.410,812.998,801.943,5710.56
11761.790,1579.966,1595.587,11898.530,11942.960,867.990,862.840,798.118,783.39,5674.76
11666.565,1595.590,1595.590,11876.200,11950.620,863.030,866.110,791.761,781.485,5645.86
11666.565,1595.590,1595.590,11988.740,12098.300,871.570,867.480,785.404,779.58,5616.41
11666.565,1595.590,1595.590,12115.230,11950.460,868.045,852.580,781.234,758.06,5665.67
11571.340,1595.590,1595.590,11985.720,12010.310,864.520,837.680,757.505,746.095,5749.98
11438.820,1595.590,1595.590,11902.870,11910.760,837.730,838.740,741.615,743.615,5748.34
10884.700,1600.626,1560.215,11704.250,11485.500,831.100,790.680,733.705,707.197,5628.61
10907.180,1556.717,1568.059,11420.750,11508.090,789.540,791.020,698.562,718.24,5472.03
11153.580,1568.409,1603.768,11590.910,11528.180,802.880,817.090,723.496,744.269,5296.25
10825.100,1605.704,1597.570,11498.030,11396.940,815.280,790.130,738.466,739.115,5234.51
10849.630,1596.734,1562.688,11421.920,11276.860,798.800,768.460,738.6,722.688,5409.34
10505.050,1556.673,1539.959,11207.250,10967.650,766.560,728.980,718.578,668.457,5020.89
10711.090,1537.338,1555.442,11033.420,11072.390,724.680,741.990,672.957,676.132,4547.7
10967.740,1559.262,1558.287,11227.470,11469.410,752.500,777.950,684.199,706.776,4941.72
10862.040,1556.685,1549.061,11414.750,11339.620,766.040,767.790,698.503,715.843,5048.17
11070.250,1548.563,1558.330,11350.200,11576.010,780.990,786.360,712.808,724.911,4922.48
11101.640,1559.552,1550.348,11584.430,11662.970,795.990,799.640,726.513,732.558,4993.45
10962.930,1549.021,1518.045,11616.560,11692.560,791.380,784.060,727.176,717.114,5117.52
11152.090,1515.156,1524.436,11760.655,11838.230,796.890,793.260,724.933,717.984,5116.58
11166.030,1524.943,1557.178,11904.750,11983.900,802.400,802.460,722.393,728.291,5054.45
11309.570,1558.416,1548.722,12089.540,12116.870,811.540,816.510,731.021,733.968,5026.92
11236.370,1549.031,1555.906,12081.680,12198.240,811.460,803.840,731.882,732.494,4760.28
11296.760,1555.562,1579.658,12172.230,12105.550,807.550,815.770,731.512,731.18,4792.01
11242.340,1580.209,1567.067,12075.030,12201.750,808.840,804.390,728.469,719.021,4846.09
11027.050,1566.421,1543.527,12200.520,11929.930,810.980,770.060,718.199,708.468,4972.27
11128.050,1541.093,1542.086,11965.600,12022.640,772.940,780.740,707.93,697.916,4803.31
11439.920,1538.463,1517.145,12258.720,12326.850,788.410,809.450,704.333,700.764,4927.5
11521.930,1514.783,1493.814,12412.130,12344.160,817.110,809.310,705.785,703.558,4960.87
11449.740,1492.199,1468.071,12356.380,12339.940,816.930,794.530,704.05,709.732,4972.34
11575.970,1465.556,1468.344,12283.700,12422.870,785.830,782.300,706.482,706.82,4954.06
11526.820,1471.689,1472.072,12439.190,12396.390,780.160,751.530,706.342,704.104,4931.49
11491.660,1471.446,1438.736,12430.200,12076.570,744.250,738.790,702.489,696.317,4810.42
11387.700,1436.082,1463.777,12039.240,12050.690,747.540,752.100,696.132,707.39,4696.51
11641.720,1465.227,1475.416,12245.710,12161.780,756.330,752.340,710.62,707.866,4837.36
11607.900,1475.273,1445.501,12135.570,12082.860,756.920,760.090,706.704,700.116,4791.3
11382.080,1442.476,1427.301,11960.050,11855.550,751.690,741.730,697.01,692.695,4822.08
11600.160,1421.828,1433.467,11997.320,11845.590,745.220,749.300,694.563,689.594,4770.65
11580.560,1450.069,1440.729,11860.230,11849.770,753.280,738.930,692.025,699.735,4742.8
11744.150,1438.311,1427.754,11923.990,12163.680,752.640,763.130,703.396,709.33,4656.81
11780.400,1426.554,1401.113,12159.870,12185.520,763.020,779.030,707.878,720.211,4717.83
11884.060,1396.361,1385.181,12142.360,12194.600,777.850,770.950,718.734,720.518,4784.58
11860.810,1384.643,1408.689,12167.820,12116.300,766.820,778.720,718.536,722.272,4838.74
11858.870,1408.272,1399.162,12199.180,12285.750,783.240,785.790,723.644,732.379,4859.94
11896.010,1398.198,1441.068,12125.770,12252.940,784.850,778.030,728.223,729.786,4813.76
11721.490,1441.121,1441.190,12052.360,12220.130,764.380,755.420,728.576,745.003,4842.46
11541.710,1440.170,1444.590,12160.220,12252.110,754.160,756.720,728.576,745.003,4861.15
11475.270,1445.398,1450.501,12274.110,12284.080,753.140,758.470,757.894,768.232,4846.42
11384.860,1448.950,1438.398,12174.600,12320.260,742.210,761.880,762.174,771.641,4919.54
11322.230,1436.473,1439.783,12295.470,12119.750,753.680,743.640,771.191,759.719,4972.06
11423.530,1439.735,1430.654,12157.250,12202.260,745.090,747.460,757.043,761.117,4766.49
11582.280,1426.251,1397.148,12227.550,12191.010,752.710,746.270,762.988,757.553,4949.42
11608.620,1395.353,1399.461,12191.720,12078.330,753.030,750.950,754.925,756.56,4961.87
11356.650,1399.865,1403.755,12062.410,11932.830,745.430,736.570,753.681,744.294,4911.22
11409.140,1404.471,1421.544,11931.890,11939.410,735.850,732.740,743.517,745.318,4849.38
11436.000,1423.687,1456.130,11868.200,12059.200,728.370,739.390,743.342,756.073,4894.4
11347.185,1456.771,1457.537,12079.430,12166.950,730.580,750.400,754.78,754.251,4957.08
11258.370,1457.227,1447.941,12098.110,12123.630,742.240,737.000,752.151,756.645,4974.52
11433.860,1446.517,1448.037,12248.100,12395.110,750.590,753.320,758.364,761.216,4973.88
11285.040,1448.128,1407.438,12295.200,12320.210,738.980,742.630,755.055,761.495,5041.14
11187.330,1403.360,1407.396,12286.020,12352.990,742.510,737.510,761.085,766.344,5073.1
11159.550,1401.843,1387.670,12242.600,12319.830,730.150,736.210,762.533,761.781,5046.99
11031.540,1386.995,1384.128,12273.650,12301.320,735.220,738.510,759.412,759.256,5130.86
11204.370,1385.504,1388.810,12378.090,12320.270,747.020,744.420,760.051,760.177,5087.66
11116.840,1388.617,1407.331,12265.520,12183.100,742.580,730.610,760.401,760.95,5082.61
11325.780,1408.489,1386.202,12290.570,12238.030,737.920,735.340,761.687,756.961,5134.92
11222.240,1381.877,1373.217,12233.630,12201.390,730.610,719.590,755.139,749.436,5193.25
11140.570,1371.275,1366.374,12405.300,12357.120,726.880,726.440,750.826,757.273,5213.55
11010.020,1365.665,1404.505,12269.980,12280.260,719.610,729.410,753.961,758.282,5189.88
11060.890,1402.374,1389.039,12319.330,12491.920,730.640,743.350,757.963,761.988,5178.61
10972.570,1388.073,1390.461,12403.000,12478.680,733.760,733.950,759.458,753.91,5249.73
10908.700,1388.084,1395.848,12420.730,12467.410,728.660,742.130,749.545,750.018,5176.39
10953.550,1396.623,1400.769,12455.490,12408.040,738.920,748.620,750.188,752.421,5248.46
11049.460,1401.021,1384.964,12477.410,12343.130,752.600,753.060,754.406,763.924,5263.27
11028.070,1378.794,1368.196,12342.320,12413.430,755.430,766.700,762.669,758.157,5167.52
10757.200,1361.985,1368.450,12347.360,12359.830,762.810,776.020,753.874,755.898,5126.91
10687.810,1366.516,1354.511,12320.770,12219.750,774.290,773.850,754.369,751.928,5105.26
10725.970,1354.382,1360.200,12278.690,12256.120,782.590,771.030,754.369,751.928,5124.29
10774.260,1359.871,1358.216,12209.520,12228.540,772.840,773.190,752.966,754.232,5103.97
10903.530,1357.231,1340.450,12296.580,12396.670,780.260,788.530,754.175,753.667,5056.17
10889.140,1338.307,1341.738,12358.560,12376.900,785.820,787.640,753.617,750.45,5128.1
10960.970,1339.933,1325.413,12413.770,12431.770,792.500,787.650,751.705,749.349,5064.42
11129.330,1339.616,1334.422,12793.080,12784.390,808.110,810.210,732.458,735.232,5105.38
11209.590,1333.307,1320.614,12765.080,12818.420,812.650,810.300,734.041,746.738,5147.86
11184.530,1318.318,1319.533,12806.640,12877.780,811.550,805.190,745.188,753.003,5130.54
11081.790,1342.302,1342.062,12833.350,12850.280,800.620,803.570,754.197,754.682,5192.18
11127.350,1340.750,1321.462,12924.130,13023.870,803.510,817.360,755.962,775.073,5202.16
11152.750,1319.071,1327.927,13026.710,12999.070,818.690,823.830,776.218,780.248,5218.95
11022.490,1327.807,1327.116,13060.560,12948.100,826.000,820.690,779.56,786.467,5190.69
11244.370,1326.459,1321.465,12964.700,13104.340,823.640,824.210,784.824,784.764,5226.09
11298.940,1321.208,1324.294,13102.970,13136.040,822.290,818.800,784.849,786.664,5245.16
11279.190,1322.840,1309.333,13161.810,13049.960,820.180,815.850,786.258,789.112,5281.11
11170.960,1307.468,1284.307,13019.960,12942.200,815.650,821.880,790.606,782.627,5307.83
11083.230,1281.583,1287.081,12945.500,13003.990,826.060,836.340,782.259,797.751,5305.42
11253.110,1285.319,1260.316,13079.390,13139.570,842.150,851.910,792.914,803.372,5380.71
11295.580,1266.232,1300.357,13147.950,13148.060,857.740,851.420,803.569,808.992,5409.52
11158.580,1303.288,1355.226,13127.390,13084.400,851.520,850.630,805.91,815.462,5441.96
11139.360,1364.250,1371.201,13044.420,13209.840,846.080,855.380,811.737,813.04,5415.46
11082.490,1373.499,1414.702,13243.150,13224.930,854.350,848.110,812.953,814.602,5493.72
11081.680,1423.972,1463.221,13236.480,13221.330,849.460,856.870,812.953,814.602,5562.68
11080.870,1466.203,1448.562,13212.350,13304.480,859.200,857.150,827.181,823.834,5547.49
11019.410,1444.254,1420.148,13314.080,13272.230,861.800,835.100,823.857,818.206,5609.96
10957.285,1417.391,1464.779,13198.790,13280.430,829.320,829.680,813.871,816.738,5597.32
10895.160,1475.091,1435.563,13236.250,13066.840,828.780,832.100,816.479,819.797,5527.22
10859.320,1452.508,1427.398,13053.600,13021.900,829.355,833.595,820.023,815.558,5530
10786.100,1436.706,1420.009,13055.200,13070.965,829.355,833.595,812.595,812.868,5477.61
10823.570,1418.108,1396.700,13056.800,13120.030,829.930,835.090,814.53,820.11,5545.26
10985.170,1396.700,1396.700,13201.985,13239.640,835.500,846.010,820.692,835.88,5587.46
11279.630,1396.700,1396.700,13347.170,13359.250,859.120,880.840,844.244,856.424,5706.32
11281.830,1396.700,1396.700,13366.870,13331.100,882.500,884.840,856.477,861.292,5761.66
11385.380,1396.700,1396.700,13378.370,13271.570,885.940,887.450,858.416,856.035,5761.44
11354.590,1396.700,1396.700,13333.330,13321.730,887.390,885.330,854.003,849.801,5718.64
11349.350,1395.669,1422.929,13291.280,13241.460,877.890,881.380,848.827,855.694,5782.63
11275.580,1424.225,1413.154,13240.850,13305.130,876.560,881.110,856.819,860.118,5764.86
11201.810,1410.610,1384.439,13244.400,13251.590,878.250,858.090,860.285,849.168,5750.36
11195.990,1382.356,1386.721,13242.030,13171.580,863.260,856.180,849.868,863.145,5714.115
11034.290,1386.858,1332.938,13024.840,13035.380,849.090,846.630,860.281,859.638,5677.87
10982.950,1328.472,1330.518,13021.580,13059.430,837.960,841.940,856.652,857.568,5735.49
10965.620,1332.521,1335.394,13074.730,13034.740,845.000,848.270,856.954,854.362,5706.83
11064.860,1339.064,1337.618,13108.220,13154.550,860.870,855.770,856.527,853.368,5691.47
10882.180,1337.714,1330.584,13094.150,12999.130,851.420,828.610,852.638,840.766,5738.44
10789.230,1331.220,1310.545,12997.440,13015.200,830.240,820.630,841.445,834.144,5680.44
10857.130,1310.854,1329.355,12919.260,12933.775,824.120,828.170,835.207,850.749,5635.725
10672.460,1309.622,1324.783,12841.080,12852.350,812.180,813.700,844.788,841.328,5591.01
10691.950,1326.917,1342.799,12880.990,12838.710,820.730,809.910,844.468,849.159,5656.71
10853.120,1340.815,1341.737,12973.660,13113.150,825.850,833.540,854.607,862.093,5700.99
10771.420,1316.599,1320.536,13027.120,13054.660,826.890,834.840,859.295,860.461,5724.46
10734.710,1317.658,1305.291,13039.400,13094.250,832.520,835.660,860.653,863.563,5678.65
10887.810,1303.878,1301.528,13160.080,13308.740,839.590,846.670,863.557,881.37,5713.24
10917.040,1304.575,1326.749,13316.120,13397.670,848.830,861.050,883.605,890.339,5772.32
10946.270,1328.115,1304.776,13485.890,13369.090,860.190,851.200,891.926,888.31,5871.62
11061.770,1308.654,1305.128,13497.950,13494.950,862.440,860.680,894.455,893.612,5833.33
10983.830,1303.522,1304.229,13536.210,13561.490,865.650,846.110,886.667,888.712,5912.52
10964.870,1304.371,1307.429,13542.050,13516.670,845.490,844.150,890.493,901.353,5937.34
10994.960,1310.319,1354.386,13563.470,13672.370,847.530,860.540,902.232,918.686,5918.95
10846.920,1358.647,1347.070,13657.040,13624.510,856.660,861.260,919.236,925.158,5980.03
11019.980,1346.843,1352.217,13750.230,13784.460,875.480,876.670,928.908,934.002,5985.05
11227.570,1354.478,1370.046,13906.990,13932.220,879.880,882.330,928.908,934.002,5977.545
11161.750,1372.576,1370.389,13926.620,13746.080,882.970,876.610,928.908,934.002,5970.04
11131.290,1370.698,1356.138,13787.390,13824.980,881.260,885.420,928.908,934.002,6000.11
11082.420,1353.498,1367.828,13853.730,13799.820,886.380,875.840,928.908,934.002,6019.85
11082.840,1369.806,1379.960,13853.330,13787.680,878.590,867.030,928.908,934.002,6030.81
10849.390,1381.579,1383.020,13646.810,13800.600,857.330,849.990,936.315,939.963,5921.01
10860.860,1383.525,1371.244,13809.380,14023.290,857.510,860.400,940.058,958.991,5988.28
10872.330,1371.323,1359.125,14001.030,13997.020,859.500,872.560,961.551,961.295,6001.46
10900.340,1358.408,1358.333,14009.070,13926.610,873.870,872.490,958.875,955.653,6033.8
10833.750,1357.536,1356.727,13922.170,13895.030,877.820,858.120,954.938,965.187,6033.61
10977.890,1354.575,1337.434,13979.330,14066.910,861.170,865.400,966.183,964.057,6033.42
10899.250,1335.998,1340.771,14059.850,14060.050,865.780,878.060,964.646,977.738,6195.02
10784.250,1340.916,1334.944,14005.910,14162.800,874.470,876.800,977.832,986.17,6259.28
10973.070,1333.573,1333.090,14311.950,14261.790,891.140,884.100,996.402,997.668,6275.41
11074.890,1333.009,1337.197,14264.440,14211.840,890.590,882.550,1000.173,981.378,6348.32
10981.960,1337.807,1339.644,14256.010,14256.860,875.530,870.750,981.377,983.169,6351.04
