usvix_Adj_Close,ussp_Open,ussp_Adj_Close,eurestx_Open,eurestx_Adj_Close,blx_Open,blx_Adj_Close,fnc_Open,fnc_Adj_Close,grm_Open
31.93,847.48,858.54,2159.8,2159.8,1836.78,1827.65,2824.05,2800.07,2649.96
33.35,843.59,838.15,2169.88,2169.88,1834.31,1810.71,2862.14,2836.18,2714.12
34.01,838.15,829.69,2133.6,2133.6,1819.48,1781.3,2842.49,2796.66,2649.02
33.99,829.69,835.97,2125.75,2125.75,1787.3,1755.12,2801.74,2772.26,2573.26
33.68,835.97,829.2,2190.28,2190.28,1775.19,1801.42,2803.64,2841.84,2593.15
34.33,829.2,818.68,2136.6,2136.6,1792.81,1765.34,2806.22,2770.62,2621.45
33.7,818.68,817.37,2123.71,2123.71,1756.14,1744.28,2743.59,2758.65,2566.95
32.62,817.37,834.89,2199.97,2199.97,1756.53,1777.75,2766.94,2827.75,2558.25
31.865,826.13,843.03,2240.3,2240.3,1803.5,1803.4,2870.4,2882.12,2683.48
31.11,834.89,851.17,2280.82,2280.82,1809.42,1830.32,2892.17,2938.63,2707.57
31.31,851.17,845.13,2208.18,2208.18,1829.29,1802.62,2932.14,2859.19,2734.81
31.16,845.13,837.1,2173.77,2173.77,1819.16,1784.12,2857.74,2804.49,2631.48
30.25,837.1,848.17,2208.25,2208.25,1775.72,1773.13,2781.73,2829.83,2591.68
31.98,848.17,832.58,2160.58,2160.58,1770.58,1722.95,2828.84,2785.61,2648.49
31.74,832.58,838.57,2081.3,2081.3,1717.69,1670.19,2757.51,2683.37,2563.37
31.94,838.57,827.55,2058.97,2058.97,1676.81,1627.95,2725.68,2658.57,2488.92
30.53,827.55,837.28,2104.41,2104.41,1626.25,1630.65,2640.61,2715.8,2453.34
30.43,841.15,834.81,2142.39,2142.39,1683.53,1665.06,2770.68,2762.25,2553.74
31.83,834.81,821.99,2093.04,2093.04,1665.42,1630.96,2732.42,2676.34,2541.81
30.38,821.99,829.85,2080.6,2080.6,1625.48,1608.09,2652.01,2655.07,2495.46
31.37,829.85,822.1,2043.35,2043.35,1618.18,1578.54,2669.43,2634.53,2500.64
31.08,822.1,828.89,1992.45,1992.45,1577.88,1530.16,2613.07,2574.91,2433.72
33.31,828.89,807.48,1936.39,1936.39,1544.35,1491.87,2581.21,2513.61,2437.32
33.61,807.48,800.73,1934.34,1934.34,1483.88,1463.41,2499.5,2493.42,2324.01
33.51,800.73,804.19,1849.64,1849.64,1480.35,1426.59,2507.34,2403.04,2300.11
31.76,804.19,831.9,1974.93,1974.93,1450.37,1566.16,2453.05,2554.71,2203.97
30.98,831.89,833.27,2079.71,2079.71,1597.33,1679.47,2598.55,2740.01,2356.36
31.75,833.27,862.79,2158,2158,1641.9,1731.69,2632.84,2831.73,2398.11
30.43,862.79,866.45,2153.86,2153.86,1752.25,1684.12,2847.87,2794.89,2490.78
31.54,866.45,874.02,2187.16,2187.16,1707.76,1706.44,2807.95,2837.68,2576.96
30.44,874.02,875.67,2156.89,2156.89,1708.69,1700.65,2814.85,2794.83,2607.76
28.67,875.84,895.79,2249.11,2249.11,1704.76,1764.39,2821.41,2890.68,2607.7
30.39,895.79,864.23,2124.78,2124.78,1752.73,1688.51,2841.63,2726.85,2712.62
28.75,864.23,874.74,2184.98,2184.98,1682.51,1704.37,2707.46,2795.79,2541.79
28.23,874.74,869.95,2172.64,2172.64,1715.11,1719.36,2791.95,2787.56,2634.89
27.96,869.95,868.52,2132.5,2132.5,1707.37,1683.95,2756.29,2722.84,2583.27
27.75,868.52,863.5,2132.11,2132.11,1696.48,1681.16,2735.91,2733,2580.96
29.15,863.5,848.18,2036.86,2036.86,1658.63,1635.22,2666.77,2618.46,2511.99
28.36,848.18,858.48,2067.23,2067.23,1642.89,1650.59,2627.72,2635.04,2426.24
28.02,858.48,880.9,2160.23,2160.23,1669.87,1718.23,2683.23,2743.88,2462.21
28.21,880.9,876.45,2182.97,2182.97,1726.34,1750.94,2759.24,2788.69,2582.95
29.13,876.45,878.85,2223.17,2223.17,1751.16,1788.84,2798.81,2837.96,2573.16
28.45,878.85,879.93,2314.54,2314.54,1828.79,1857.28,2920.89,2935.68,2654.76
27.13,879.93,878.29,2282.24,2282.24,1845.46,1820.17,2905.89,2893.51,2798.74
27.11,878.29,865.99,2279.52,2279.52,1800.32,1826.83,2863.56,2888.03,2756.62
25.6,865.99,871.58,2222.4,2222.4,1809.37,1804.87,2847.43,2808.58,2730.97
24.44,871.58,868.3,2247.47,2247.47,1805.44,1816.61,2823.69,2838.14,2700.61
23.41,868.3,885.23,2273.96,2273.96,1821.51,1840.46,2836.34,2874.98,2741.66
22.56,885.23,890.81,2317.72,2317.72,1845.78,1891.14,2914.87,2921.52,2792.06
22.52,890.81,879.91,2294.95,2294.95,1905.24,1886.45,2972.11,2895.16,2843.33
21.5,879.91,893.58,2324.27,2324.27,1871,1885.74,2865.34,2898.61,2820.35
21.725,886.745,892.795,2324.27,2324.27,1871,1885.74,2865.34,2898.61,2820.35
21.95,893.58,892.01,2343.59,2343.59,1889.98,1889.92,2916.17,2914.6,2898.36
20.7,892.01,911.37,2343.59,2343.59,1889.98,1889.92,2916.17,2914.6,2898.36
20.8,911.37,919.02,2365.97,2365.97,1921.29,1917.61,2971.07,2962.67,2968.8
20.33,919.02,911.43,2310.87,2310.87,1882.37,1870.09,2936.29,2903.04,2967.62
20.8,911.43,898.81,2271.92,2271.92,1869.87,1846.79,2904.69,2866.74,2892.46
20.84,898.81,914.84,2344.02,2344.02,1833.67,1868.15,2858.83,2949.57,2834.46
20.76,914.84,917.84,2322.27,2322.27,1879.36,1865.94,2980.86,2940.8,2958.12
21.21,917.84,916.92,2324.24,2324.24,1874.16,1871.84,2946.26,2953.67,2914.47
20.63,916.3,930.08,2321.91,2321.91,1877.55,1866.45,2945.41,2963.12,2938.72
21.13,930.08,926.55,2351.65,2351.65,1879.23,1886.68,2992.51,2996.22,2991.74
20.8,926.55,934.39,2389.7,2389.7,1887.56,1923.04,2998.36,3057.56,3002.4
21,934.39,929.62,2357.14,2357.14,1916.49,1940.37,3053.82,3023.96,3063.41
21.24,929.62,920.27,2287.25,2287.25,1935.33,1899.85,3017.98,2939.17,3005.12
19.69,920.27,933.41,2314.1,2314.1,1905.9,1921.96,2942.74,2967.89,2892.63
19.52,933.41,945.11,2318,2318,1943.15,1930.81,2992.66,2962.63,2961.14
19.91,945.11,942.3,2312.9,2312.9,1934.93,1920.21,2970.68,2963.63,2941.57
20,942.3,939.28,2309.93,2309.93,1920.53,1930.31,2958.14,2961.83,2906.95
19.24,939.28,946.67,2344.01,2344.01,1929.03,1930.6,2964.89,2995.98,2926.79
18.4,946.67,944.3,2349.13,2349.13,1928.83,1960.88,2997.59,2994.87,2987.45
20.51,944.3,920.77,2248.03,2248.03,1945.88,1891.92,2932.98,2867.29,2976.38
21.29,920.77,919.73,2249.06,2249.06,1877.28,1908.82,2866.25,2877.26,2848.19
21.21,919.73,923.42,2229.43,2229.43,1900.89,1877.81,2876.45,2881.2,2841.33
19.78,923.42,931.87,2261.98,2261.98,1889.19,1898.38,2886.05,2903.27,2826.47
19.17,931.87,933.22,2246.58,2246.58,1911.39,1900.61,2930.64,2897.16,2867.1
19.58,932.545,942.35,2242.16,2242.16,1902.86,1898.19,2883.79,2885.52,2821.54
19.99,933.22,951.48,2259.35,2259.35,1891.47,1898.01,2880.1,2891.47,2827.66
20.03,951.48,953.22,2309.33,2309.33,1915.07,1909.39,2931.01,2949.61,2885.53
20.43,953.22,949.64,2310.83,2310.83,1884.6,1899.04,2934.78,2969.18,2914.18
19.47,949.64,963.59,2330.06,2330.06,1894.86,1925.64,2939.33,2991.75,2907.73
20.85,963.59,967,2379.39,2379.39,1933.2,1944.96,3018.66,3048.32,2990.93
20.84,967,971.56,2366.31,2366.31,1935.07,1947.57,3017,3039.41,3062.86
20.83,986.24,990.14,2365.76,2365.76,1972.87,1954.97,3075.77,3034.07,3086.65
21.25,990.14,987.76,2421.92,2421.92,1974.75,1988.87,3039.78,3093.21,3054.99
22.15,987.76,975.93,2388.55,2388.55,1977.69,1964.17,3074.99,3055.23,3124.59
20.64,975.93,984.84,2410.55,2410.55,1959.45,1976.94,3047.02,3083.85,3088.61
20.21,984.84,997.48,2452.4,2452.4,1983.38,1994,3103.04,3121.9,3145.52
20.41,997.48,998.51,2479.92,2479.92,2000.37,1995.81,3137.06,3152.16,3180.61
20.66,998.51,988.61,2440.32,2440.32,1993.3,1948.02,3143.99,3108.94,3220.82
20.22,988.61,1010.74,2492.28,2492.28,1949.01,1967.52,3095.96,3174.49,3156.8
20.01,1010.74,1011.66,2505.99,2505.99,1983.47,1970.71,3213.03,3200.75,3276.16
19.76,1011.66,1010.09,2527.44,2527.44,1976.11,1980.97,3199.12,3213.93,3280.04
19.8,1010.09,994.7,2491.99,2491.99,1976.45,1948.91,3219.4,3164.91,3304.24
19.14,994.7,995.69,2515.33,2515.33,1947.27,1971.78,3125.94,3190.11,3237.23
20.58,995.69,981.64,2450.57,2450.57,1966.19,1951.31,3164.34,3119.24,3236.96
20.75,981.64,983.45,2446.78,2446.78,1945.26,1929.62,3122.09,3103.34,3185.18
20.81,983.45,975.32,2453.73,2453.73,1942.04,1941.46,3115.23,3108.7,3217.23
19.4,975.32,985.82,2452.86,2452.86,1919.8,1930.39,3071.19,3103.46,3194.98
19.16,985.82,976.22,2453.49,2453.49,1941.5,1940.66,3122.07,3109.02,3251.87
19.52,976.22,974.5,2419.51,2419.51,1951.62,1939.77,3094.82,3084.1,3228.81
19.46,974.5,982.32,2366.86,2366.86,1934.94,1899.86,3085.59,3013,3217.21
19.03,982.32,993.75,2420.35,2420.35,1923.35,1931.38,3056.9,3079.07,3148.1
19.39,993.75,985.7,2421.64,2421.64,1938.57,1927.28,3093.1,3092.09,3237.05
19.725,989.725,995.06,2408.18,2408.18,1923.16,1912.47,3077.75,3072.4,3237.8
20.06,985.7,1004.42,2486.01,2486.01,1924.47,1966.7,3097.92,3182.19,3244.94
19.48,1004.42,1007.84,2492.73,2492.73,1960.36,1977.15,3169.35,3177.97,3335
18.93,1007.84,1002.21,2473.62,2473.62,1977.8,1965.78,3177.2,3139.93,3343.13
19.19,1002.21,988.7,2441.9,2441.9,1962.4,1948.97,3121.31,3098.28,3322.04
18.47,988.7,998.14,2477.72,2477.72,1940.42,1975.95,3080.47,3138.27,3264.58
19.59,998.14,1003.86,2517.88,2517.88,1977.03,2000.02,3153.44,3190.23,3335.12
19.55,1003.86,1000.42,2503.36,2503.36,1997.56,1991.72,3175.89,3179.33,3391.84
19.76,1000.42,994.09,2487.99,2487.99,1995.21,1971.61,3186.85,3150.72,3385.18
20.22,994,981.73,2449.73,2449.73,1967.69,1981.51,3139.38,3129.37,3384.86
19.11,981.73,993.32,2458.92,2458.92,1977.23,1981.52,3128.87,3129.21,3328.91
19.78,993.32,978.8,2419.81,2419.81,1991.9,1963.05,3157.76,3081.06,3370.07
19.17,978.8,988.11,2436.88,2436.88,1972.85,1973.05,3088.31,3092.62,3295.34
18.64,988.11,988.61,2429.07,2429.07,1977.74,1966.09,3100.44,3089.41,3323.7
18.6,988.61,981.6,2480.87,2480.87,1974.73,1984.97,3069.36,3156.86,3305.81
17.75,981.6,998.68,2442.13,2442.13,1980.28,1976.77,3118.06,3109.32,3367.71
18.36,998.68,996.52,2486.76,2486.76,1993.48,1994.77,3142.3,3164.93,3360.67
18.67,996.52,989.28,2470.41,2470.41,1992.58,1987.28,3155.53,3142.39,3417.51
18.85,989.28,987.49,2483.9,2483.9,1982.1,1999.7,3132.72,3172.51,3418.49
19.49,987.49,990.31,2519.79,2519.79,1998.01,2023.26,3189.28,3210.27,3432.75
20.75,990.31,980.15,2479.7,2479.7,2026.1,2020.13,3200.81,3169.63,3481.81
21.27,980.15,982.82,2456.28,2456.28,2019.79,2017.04,3164.01,3142,3433.72
22.68,982.82,965.46,2481.77,2481.77,2020.94,2031.18,3167.85,3187.61,3414.1
21.5,965.46,967.08,2437.38,2437.38,2014.11,2008.14,3154.06,3126.15,3427.49
20.26,967.08,974.12,2436.06,2436.06,2021.54,2020.38,3156.61,3130.56,3370.5
19.59,974.12,977.59,2460.14,2460.14,2018.8,2026.89,3145.87,3165.49,3339.87
19.75,977.59,980.59,2479.06,2479.06,2030.98,2033.2,3184.37,3188.32,3333.07
17.94,980.59,990.35,2496.58,2496.58,2037.3,2043.16,3201.89,3208.23,3342.59
18.77,990.35,984.03,2497.74,2497.74,2049.77,2037.09,3232.29,3208.06,3388.55
18.47,984.03,990.51,2544.05,2544.05,2042.11,2057.46,3217.88,3261.7,3398.13
18.27,990.51,990.67,2548.86,2548.86,2054.02,2077.63,3266.24,3279.21,3449.56
18.18,990.67,999.74,2574,2574,2080.15,2090.75,3301.25,3301.08,3447.58
17.86,999.74,1002.35,2579.19,2579.19,2099.21,2116.31,3315.67,3310.7,3511.05
17.82,1002.35,1000.3,2562.65,2562.65,2108.87,2094.13,3304.48,3280.34,3507.25
17.84,1000.3,1003.27,2583.91,2583.91,2098.44,2112.02,3294.63,3306.42,3501.41
18.55,1003.27,993.06,2593.55,2593.55,2112.29,2110.16,3297.52,3328.99,3563.3
19.53,993.06,993.71,2565.03,2565.03,2104.74,2104.72,3310.31,3291.36,3547.65
19.49,993.71,996.73,2537.14,2537.14,2105.88,2082.54,3303.01,3256.69,3498.89
19.13,996.73,996.79,2560.76,2560.76,2088.58,2090.94,3279.53,3280.02,3462.16
18.48,996.79,1002.84,2575.99,2575.99,2086.23,2071.97,3290.11,3322.95,3486.37
18.63,1002.84,1008.01,2556.71,2556.71,2078.06,2043.84,3336.99,3311.42,3510.32
18.825,1005.425,1015,2600.9,2600.9,2051.19,2073.04,3335.54,3358.52,3493.34
19.02,1008.01,1021.99,2599.8,2599.8,2069.96,2067.84,3368.58,3363.93,3570.09
19.44,1021.99,1026.27,2641.55,2641.55,2077.18,2107.93,3399.19,3422.78,3570.25
18.71,1026.27,1027.97,2638.8,2638.8,2104.91,2102.53,3420.57,3410.69,3638.92
18.17,1027.97,1021.39,2614.81,2614.81,2100.69,2096.42,3408.93,3392.75,3671.93
18.26,1021.39,1031.64,2635.59,2635.59,2089.08,2115.22,3385.66,3409.72,3612.85
18.85,1031.64,1023.17,2604.08,2604.08,2113.76,2098.97,3430.93,3375.26,3645.88
20.01,1023.17,1010.92,2565.52,2565.52,2088.41,2072.28,3364.07,3328.71,3586.8
18.68,1016.42,1018.63,2546.78,2546.78,2100.41,2089.97,3364.95,3322.56,3564.55
19.28,1018.63,1014.81,2555.64,2555.64,2097.37,2103.75,3336.59,3338.36,3512.28
18.03,1014.81,1029.32,2585.28,2585.28,2104.97,2117.28,3344.09,3386.41,3522.81
18.15,1029.32,1025.97,2586.81,2586.81,2122.63,2122.03,3408.71,3393.93,3573.29
17.57,1025.97,1039.58,2608.58,2608.58,2125.92,2122.82,3394.73,3415.01,3562.88
17.54,1039.58,1036.3,2582.47,2582.47,2136.7,2109.88,3422.85,3373.64,3617.13
19.65,1036.3,1022.82,2514.11,2514.11,2104.62,2103.49,3334.62,3282.95,3578.16
19.47,1022.82,1029.03,2493.03,2493.03,2108.99,2092.78,3290.62,3266.04,3459.4
21.22,1029.03,1009.38,2477.34,2477.34,2099.58,2090.05,3284.81,3263.78,3414.66
22.26,1009.38,1003.27,2465.13,2465.13,2075.9,2080.97,3220.9,3230.54,3305.54
22.23,1003.27,996.85,2447.92,2447.92,2073.98,2077.61,3209.77,3216.76,3325.76
21.67,996.85,1006.58,2440.12,2440.12,2078.25,2070.85,3215.66,3188.71,3324
22.72,1006.58,995.97,2395.87,2395.87,2077.91,2051.83,3191.93,3134.99,3317.59
21.07,995.97,1018.22,2439.25,2439.25,2063.41,2081.12,3137.1,3191.01,3255.76
20.8,1018.22,1020.24,2434.63,2434.63,2095.65,2080.85,3219.61,3192.94,3330.94
19.5,1020.24,1029.85,2516.48,2516.48,2086.14,2104.9,3202.09,3296.36,3283.38
19.51,1029.85,1034.35,2497.1,2497.1,2107.99,2103.95,3291.85,3281.36,3414.06
19.41,1034.35,1039.25,2476.61,2476.61,2105.18,2103.28,3290.35,3254.75,3407.72
19.18,1039.25,1033.78,2473.88,2473.88,2102.58,2100.47,3244.66,3248.61,3357.7
18.82,1033.78,1038.73,2531.38,2531.38,2101.58,2112.61,3266.82,3324.99,3395.03
17.55,1038.06,1045.35,2563.4,2563.4,2105.4,2132.87,3313.92,3360.34,3480.13
17.37,1045.35,1049.48,2552.38,2552.38,2140.27,2122.98,3380.14,3344.9,3543.17
17.69,1049.48,1046.76,2571.41,2571.41,2129.22,2150.71,3369.75,3374.98,3542.25
17.19,1046.76,1050.07,2557.8,2557.8,2145.72,2144.77,3361.82,3357.49,3568.72
17.62,1050.07,1039.32,2550.82,2550.82,2142.26,2139.2,3379.44,3353.72,3577.64
17.04,1039.32,1044.68,2552.18,2552.18,2135.2,2147.5,3339.29,3358.8,3520.54
16.55,1044.68,1046.03,2560.14,2560.14,2151.22,2146.36,3388.32,3363.3,3567.35
17.67,1046.03,1030.36,2509.97,2509.97,2140.52,2126.47,3358.66,3302.7,3560.93
17.68,1030.36,1033.77,2489.07,2489.07,2111.17,2103.9,3255.27,3264.29,3486.91
17.71,1033.77,1028.91,2482.56,2482.56,2104.75,2099.25,3264.78,3266.27,3495.21
18.05,1028.91,1031.13,2512.32,2512.32,2102.79,2120.91,3283.82,3306.59,3459.07
16.82,1031.13,1046.79,2542.7,2542.7,2122.49,2132.38,3316.81,3352.15,3531.98
16.43,1046.79,1048.11,2556.16,2556.16,2141.35,2117.28,3387.06,3366.95,3597.52
16.33,1048.11,1046.94,2571.51,2571.51,2121.4,2138.01,3365.14,3387.36,3620
16.1,1046.94,1050.71,2575.04,2575.04,2137.48,2160.67,3378.39,3373.2,3639.36
16.55,1050.71,1059.02,2631.65,2631.65,2162.07,2169.54,3381.98,3439.07,3657.61
16.55,1059.02,1053.25,2627.32,2627.32,2170.33,2165.47,3432.82,3424.81,3742.53
16.86,1053.25,1051.81,2609.9,2609.9,2165.73,2172.16,3404.55,3393.25,3737.32
16.74,1051.81,1058.05,2626.68,2626.68,2175.57,2185.99,3403.86,3412.18,3719.85
16.93,1058.05,1053.21,2657.6,2657.6,2188.33,2203.44,3434.62,3453.13,3744.41
17.62,1053.21,1047.11,2633.07,2633.07,2199.12,2200.78,3426.31,3425.19,3778.27
17.54,1047.11,1046.57,2618.9,2618.9,2204.43,2195.78,3402.25,3406.05,3739.47
16.75,1046.57,1058.53,2627.15,2627.15,2190.7,2187.7,3400.85,3411.05,3730.14
16.47,1058.56,1058.41,2636.78,2636.78,2189.62,2185.27,3444.26,3412.55,3756.3
16.94,1058.41,1050.35,2656.94,2656.94,2184.55,2197.6,3403.65,3448.6,3752.18
18.6,1050.35,1043.63,2586.05,2586.05,2185.06,2163.54,3396.03,3359.3,3792.89
19.11,1043.63,1034.15,2584.05,2584.05,2170.17,2155.13,3386.63,3352.92,3693.08
18.8,1034.15,1042.44,2574.66,2574.66,2154.66,2151.28,3311.74,3343.38,3659.97
19.48,1042.44,1033.65,2568.72,2568.72,2159.51,2143.08,3369.47,3324.39,3663.63
18.98,1033.65,1035.28,2578.24,2578.24,2138.52,2151.21,3318.44,3366.12,3637.62
17.44,1035.28,1052.08,2632.25,2632.25,2156.72,2177.35,3372.35,3412.05,3642.7
16.71,1052.08,1053.89,2625.31,2625.31,2173.45,2177.06,3418.17,3418.15,3744.47
16.23,1053.89,1058.45,2619.56,2619.56,2176.94,2166.88,3421.2,3415.19,3731.29
16.275,1056.17,1058.325,2635.89,2635.89,2175.94,2173.69,3425.15,3431.66,3741.63
16.32,1058.45,1058.2,2630.48,2630.48,2172.37,2168.32,3429.98,3424.79,3748.23
16.77,1058.2,1070.12,2674.62,2674.62,2176.26,2186.78,3450.66,3490.26,3752.72
16.27,1070.12,1066.62,2666.97,2666.97,2183.85,2189.12,3491.44,3471.86,3821.64
16.63,1066.62,1064.73,2694.01,2694.01,2185.97,2206.3,3467.33,3501.93,3808.3
16.3,1064.73,1069.72,2693.43,2693.43,2206.88,2202.56,3490.26,3496.55,3871.5
17.09,1069.72,1061.5,2672.02,2672.02,2197.97,2195.99,3481.21,3457.14,3856.48
16.54,1061.5,1069.3,2651.41,2651.41,2190.67,2180.1,3432.78,3434.91,3834.89
17.63,1069.3,1060.18,2672.62,2672.62,2182.04,2186.02,3459.83,3456.12,3812.92
17.87,1060.18,1059.05,2660.73,2660.73,2183.02,2178.93,3449.06,3438.85,3841.87
16.73,1059.05,1071.21,2684.71,2684.71,2177.61,2177.81,3449.98,3467.9,3833.22
16.41,1071.21,1074.14,2685.39,2685.39,2182.88,2171.13,3482.28,3470.6,3864.59
17.23,1074.14,1068.04,2698.77,2698.77,2185.97,2172.84,3521.64,3490.42,3866.92
15.93,1068.04,1075.13,2697.14,2697.14,2164.19,2168.69,3468.21,3486.6,3862.82
15.58,1075.13,1076.48,2692.26,2692.26,2172.6,2170.17,3494.23,3479.87,3870.16
16.16,1076.48,1089.18,2714.73,2714.73,2166.54,2190.13,3465.49,3503.21,3847.32
16.42,1089.18,1088.66,2725.25,2725.25,2190.91,2196.75,3517.71,3502.04,3881.97
16.94,1088.66,1092.94,2714.09,2714.09,2186.86,2207.55,3476,3496.06,3891.67
16.49,1092.94,1096.02,2721.57,2721.57,2205.41,2220.16,3508.65,3500.09,3884.1
16.66,1096.02,1094.04,2725.07,2725.07,2217.28,2216.44,3495.89,3510.3,3884.1
17.055,1095.03,1094.965,2725.07,2725.07,2217.28,2216.44,3495.89,3510.3,3895.835
17.45,1094.04,1095.89,2744.2,2744.2,2213.62,2231,3508.39,3520.79,3907.57
17.09,1095.89,1109.48,2744.2,2744.2,2213.62,2231,3508.39,3520.79,3907.57
17.68,1109.48,1109.64,2750.09,2750.09,2233.13,2238.52,3539.57,3529.18,3957.93
18.31,1109.64,1111.92,2760.66,2760.66,2236.41,2244.18,3498.76,3557.9,3963.485
18.22,1111.92,1108.48,2797.56,2797.56,2252.45,2270.71,3563.39,3596.8,3969.04
17.49,1108.48,1122.22,2808.07,2808.07,2269.36,2282.31,3591.72,3608.29,4019.94
16.73,1122.22,1123.67,2805.91,2805.91,2286.86,2293.44,3612.87,3595.82,4038.42
15.5,1123.67,1126.33,2782.52,2782.52,2300.45,2295.09,3608.67,3563.51,4039.65
15.61,1126.33,1131.92,2821.33,2821.33,2299.1,2317.03,3584.25,3592.73,4013.15
16.75,1131.92,1121.86,2800.16,2800.16,2322.78,2315.13,3610.02,3574.8,4059.1
16.82,1121.86,1127.23,2793.88,2793.88,2313.73,2314.59,3564.84,3560.1,4010.05
18.04,1127.23,1121.22,2801.97,2801.97,2318.78,2323.32,3579.86,3576.18,4006.85
16.75,1121.22,1130.52,2829.44,2829.44,2321.05,2346.46,3577.04,3612.55,3993.33
15.56,1130.52,1132.05,2840.8,2840.8,2348.87,2357.65,3604.11,3626.97,4047.63
15,1132.05,1139.83,2865.96,2865.96,2361.82,2381.64,3639.69,3671.8,4090.8
15.35,1155.37,1144.05,2884.25,2884.25,2390.78,2392.34,3711.44,3697.42,4141.86
16.78,1144.05,1128.48,2896.78,2896.78,2379.89,2398.21,3675.6,3706.79,4124.49
17.14,1128.48,1134.11,2860.08,2860.08,2383.32,2381.9,3674.9,3662.3,4117.58
16.63,1134.11,1131.13,2839.14,2839.14,2384.88,2383.76,3684.69,3638.44,4106.65
17.11,1131.13,1135.26,2853.9,2853.9,2394.03,2405.88,3660.29,3665.02,4062.79
17.34,1135.26,1136.03,2841.26,2841.26,2408.16,2390.09,3667.77,3638.21,4074.42
17.87,1136.03,1126.52,2819.92,2819.92,2390.27,2379.77,3615.64,3607.57,4050.08
17.71,1126.52,1128.59,2816.34,2816.34,2379.2,2385.71,3596.22,3610.31,4025.4
16,1128.59,1142.76,2833.63,2833.63,2395.47,2396.55,3613.34,3624.72,4015.02
16.39,1142.76,1139.81,2870.98,2870.98,2401.57,2413.67,3637.29,3663.73,4051.36
15.94,1139.81,1145.54,2880.94,2880.94,2415.22,2411.18,3660.36,3668.45,4100.75
15.39,1145.54,1157.76,2890.8,2890.8,2413.08,2418.79,3672.59,3677.85,4111.89
15.31,1157.76,1152.11,2896.25,2896.25,2423.22,2429.98,3689.64,3681.56,4138.17
15.58,1152.11,1145.81,2860.88,2860.88,2426.95,2423.84,3674.43,3649.34,4121.45
15.49,1148.96,1151.4,2877.39,2877.39,2424.02,2439.37,3655.73,3678.07,4054.96
15.4,1145.81,1156.99,2895.39,2895.39,2441.14,2460.09,3681.86,3703.82,4073.77
15.59,1156.99,1151.82,2897.59,2897.59,2455.43,2476.87,3714.09,3709.02,4096.73
15.8,1151.82,1147.06,2932.95,2932.95,2475.49,2493.27,3718.78,3759.32,4099.92
16.04,1147.06,1144.11,2904.36,2904.36,2492.13,2476.86,3749.68,3733.28,4124.51
16.29,1144.11,1140.99,2907.46,2907.46,2479.22,2493.85,3741.48,3731.15,4074.11
15.9,1140.99,1139.09,2866.04,2866.04,2489.32,2476.95,3729.76,3683.44,4067.91
14.93,1139.09,1143.67,2872.48,2872.48,2474.6,2476.4,3692.18,3702.63,3993.3
14.83,1143.67,1144.91,2883.54,2883.54,2475.92,2472.68,3722.18,3714.49,4008.39
14.55,1145.8,1144.94,2893.18,2893.18,2480.16,2483.16,3736.34,3725.44,4027.36
14.44,1144.94,1155.97,2918.56,2918.56,2486.02,2483.28,3735.3,3748.87,4026.19
14.86,1155.97,1149.1,2946.62,2946.62,2485.32,2491.25,3767.83,3785.36,4057.08
14.55,1149.1,1151.03,2926.79,2926.79,2485,2481.83,3773.83,3758.51,4088.89
14.4,1151.03,1154.87,2952.61,2952.61,2485.62,2507.05,3772.13,3776.94,4077.31
14.48,1154.87,1156.86,2945.63,2945.63,2493.1,2513.2,3776.63,3761.11,4136.79
15.79,1156.86,1147.2,2959.71,2959.71,2514.45,2517.28,3772.75,3781.38,4131.34
16.6,1147.2,1140.58,2923.05,2923.05,2503.05,2481.3,3759.19,3737.03,4143.98
18.67,1140.58,1123.89,2922.68,2922.68,2473.44,2477.03,3717.93,3758.09,4077.64
20.67,1123.89,1106.78,2834.02,2834.02,2459.19,2403.83,3712.17,3646.43,4040.51
18.3,1106.78,1120.57,2834.03,2834.03,2389.91,2414.11,3597.95,3661.78,3879.63
21.13,1120.57,1104.49,2756.13,2756.13,2412.58,2360.23,3652.1,3573.84,3908.61
20.34,1104.49,1110.7,2773.18,2773.18,2355.42,2363.54,3572.39,3588.04,3810.88
18.11,1110.7,1123.75,2821.8,2821.8,2383.03,2403.63,3602.93,3656.04,3828.26
18.53,1123.75,1122.32,2761.66,2761.66,2409.86,2367.66,3648.57,3589.98,3898.38
19.15,1122.32,1109.78,2769.86,2769.86,2383.45,2358.87,3623.9,3613.28,3838.38
21.58,1109.78,1095.4,2712.11,2712.11,2346.1,2315.08,3580.43,3539.22,3802.53
20.67,1095.4,1093.95,2713.68,2713.68,2309.56,2326.22,3531.6,3539.91,3722.95
19.81,1093.95,1091.33,2702.05,2702.05,2328.3,2321.55,3538.32,3518.45,3732.3
17.88,1091.33,1109.19,2752.43,2752.43,2323.95,2346.82,3542.17,3570.4,3729.76
17.33,1109.19,1108.06,2763.75,2763.75,2359.79,2362.3,3602.66,3592.39,3834.85
16.5,1108.06,1122.47,2797.68,2797.68,2366.68,2370.27,3594.42,3634.18,3828.04
16.28,1122.47,1127,2791.58,2791.58,2372.41,2369.42,3628.91,3620.1,3880.4
16.74,1127,1126.21,2787.5,2787.5,2372.1,2380.35,3632.12,3625.23,3876.47
16.65,1126.21,1132.17,2819.7,2819.7,2389.97,2412.7,3647.96,3669.98,3858.34
