PUR_A,ASSETS,LIABILITIES
74569,85403,10834
74569,85403,10834
74569,85403,10834
74569,85403,10834
74569,85403,10834
74569,85403,10834
74569,85403,10834
74569,85403,10834
74569,85403,10834
74569,85403,10834
74569,85403,10834
74569,85403,10834
74569,85403,10834
75863,87140,11277
75863,87140,11277
75863,87140,11277
75863,87140,11277
75863,87140,11277
75863,87140,11277
75863,87140,11277
75863,87140,11277
75863,87140,11277
75863,87140,11277
75863,87140,11277
75863,87140,11277
75863,87140,11277
75863,87140,11277
75863,87140,11277
75863,87140,11277
75863,87140,11277
75863,87140,11277
75863,87140,11277
75863,87140,11277
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77112,88508,11396
77445,89597,12152
77445,89597,12152
77445,89597,12152
77445,89597,12152
77445,89597,12152
77445,89597,12152
77445,89597,12152
77445,89597,12152
77445,89597,12152
77445,89597,12152
77445,89597,12152
77445,89597,12152
77445,89597,12152
77445,89597,12152
77445,89597,12152
78845,91272,12427
78845,91272,12427
78845,91272,12427
78845,91272,12427
78845,91272,12427
78845,91272,12427
78845,91272,12427
78845,91272,12427
78845,91272,12427
78845,91272,12427
78845,91272,12427
78845,91272,12427
78845,91272,12427
78845,91272,12427
78845,91272,12427
78845,91272,12427
78845,91272,12427
78845,91272,12427
78845,91272,12427
78845,91272,12427
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77600,91815,14215
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77889,93138,15249
77541,94205,16664
77541,94205,16664
77541,94205,16664
77541,94205,16664
77541,94205,16664
77541,94205,16664
77541,94205,16664
77541,94205,16664
77541,94205,16664
77541,94205,16664
77541,94205,16664
77541,94205,16664
77541,94205,16664
77541,94205,16664
77541,94205,16664
77541,94205,16664
77541,94205,16664
77541,94205,16664
77541,94205,16664
77541,94205,16664
77541,94205,16664
78328,93964,15636
78328,93964,15636
78328,93964,15636
78328,93964,15636
78328,93964,15636
78328,93964,15636
78328,93964,15636
78328,93964,15636
78328,93964,15636
78328,93964,15636
78328,93964,15636
78328,93964,15636
78328,93964,15636
78328,93964,15636
78328,93964,15636
78328,93964,15636
78328,93964,15636
78328,93964,15636
78328,93964,15636
78328,93964,15636
78328,93964,15636
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79048,93882,14834
79802,94698,14896
79802,94698,14896
79802,94698,14896
79802,94698,14896
79802,94698,14896
79802,94698,14896
79802,94698,14896
79802,94698,14896
79802,94698,14896
79802,94698,14896
79802,94698,14896
79802,94698,14896
79802,94698,14896
79802,94698,14896
79802,94698,14896
79802,94698,14896
79802,94698,14896
79802,94698,14896
79802,94698,14896
79802,94698,14896
80474,94956,14482
80474,94956,14482
80474,94956,14482
80474,94956,14482
80474,94956,14482
80474,94956,14482
80474,94956,14482
80474,94956,14482
80474,94956,14482
80474,94956,14482
80474,94956,14482
80474,94956,14482
80474,94956,14482
80474,94956,14482
80474,94956,14482
80474,94956,14482
80474,94956,14482
80474,94956,14482
80474,94956,14482
80474,94956,14482
80474,94956,14482
80340,95018,14678
80340,95018,14678
80340,95018,14678
80340,95018,14678
80340,95018,14678
80340,95018,14678
80340,95018,14678
80340,95018,14678
80340,95018,14678
80340,95018,14678
80340,95018,14678
80340,95018,14678
80340,95018,14678
80340,95018,14678
80340,95018,14678
80340,95018,14678
80340,95018,14678
80340,95018,14678
80340,95018,14678
80340,95018,14678
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79748,94152,14404
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79751,93647,13896
79783,94546,14763
79783,94546,14763
79783,94546,14763
79783,94546,14763
79783,94546,14763
79783,94546,14763
79783,94546,14763
79783,94546,14763
79783,94546,14763
79783,94546,14763
79783,94546,14763
79783,94546,14763
79783,94546,14763
79783,94546,14763
79783,94546,14763
79783,94546,14763
79783,94546,14763
79783,94546,14763
79783,94546,14763
79783,94546,14763
79783,94546,14763
79719,94076,14357
79719,94076,14357
79719,94076,14357
79719,94076,14357
79719,94076,14357
79719,94076,14357
79719,94076,14357
79719,94076,14357
79719,94076,14357
79719,94076,14357
79719,94076,14357
79719,94076,14357
79719,94076,14357
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
80017,96051,16034
78878,97168,18290
78878,97168,18290
78878,97168,18290
78878,97168,18290
78878,97168,18290
78878,97168,18290
78878,97168,18290
78878,97168,18290
78878,97168,18290
78878,97168,18290
78878,97168,18290
78878,97168,18290
78878,97168,18290
78878,97168,18290
78878,97168,18290
78878,97168,18290
78878,97168,18290
78878,97168,18290
78878,97168,18290
78878,97168,18290
79058,97227,18169
79058,97227,18169
79058,97227,18169
79058,97227,18169
79058,97227,18169
79058,97227,18169
79058,97227,18169
79058,97227,18169
79058,97227,18169
79058,97227,18169
79058,97227,18169
79058,97227,18169
79058,97227,18169
79058,97227,18169
79058,97227,18169
79058,97227,18169
79058,97227,18169
79058,97227,18169
79058,97227,18169
79058,97227,18169
79058,97227,18169
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
80684,98584,17900
81400,99738,18338
81400,99738,18338
81400,99738,18338
81400,99738,18338
81400,99738,18338
81400,99738,18338
81400,99738,18338
81400,99738,18338
81400,99738,18338
81400,99738,18338
81400,99738,18338
81400,99738,18338
81400,99738,18338
81400,99738,18338
81400,99738,18338
81400,99738,18338
81400,99738,18338
81400,99738,18338
81400,99738,18338
81400,99738,18338
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
83970,103235,19265
84634,104461,19827
84634,104461,19827
84634,104461,19827
84634,104461,19827
84634,104461,19827
84634,104461,19827
84634,104461,19827
84634,104461,19827
84634,104461,19827
84634,104461,19827
84634,104461,19827
84634,104461,19827
84634,104461,19827
84634,104461,19827
84634,104461,19827
84634,104461,19827
84634,104461,19827
84634,104461,19827
84634,104461,19827
84634,104461,19827
84634,104461,19827
85715,104990,19275
85715,104990,19275
85715,104990,19275
85715,104990,19275
85715,104990,19275
85715,104990,19275
85715,104990,19275
85715,104990,19275
85715,104990,19275
85715,104990,19275
85715,104990,19275
85715,104990,19275
85715,104990,19275
85715,104990,19275
85715,104990,19275
85715,104990,19275
85715,104990,19275
85715,104990,19275
85715,104990,19275
85715,104990,19275
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86381,105087,18706
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
86251,106140,19889
85344,103616,18272
85344,103616,18272
85344,103616,18272
85344,103616,18272
85344,103616,18272
85344,103616,18272
85344,103616,18272
85344,103616,18272
85344,103616,18272
85344,103616,18272
85344,103616,18272
85344,103616,18272
85344,103616,18272
85344,103616,18272
85344,103616,18272
85344,103616,18272
85344,103616,18272
85344,103616,18272
86275,105100,18825
86275,105100,18825
86275,105100,18825
86275,105100,18825
86275,105100,18825
86275,105100,18825
86275,105100,18825
86275,105100,18825
86275,105100,18825
86275,105100,18825
86275,105100,18825
86275,105100,18825
86275,105100,18825
86275,105100,18825
86275,105100,18825
86275,105100,18825
86275,105100,18825
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
86503,104225,17722
87217,104614,17397
87217,104614,17397
87217,104614,17397
87217,104614,17397
87217,104614,17397
87217,104614,17397
87217,104614,17397
87217,104614,17397
87217,104614,17397
87217,104614,17397
87217,104614,17397
87217,104614,17397
87217,104614,17397
87217,104614,17397
87217,104614,17397
87217,104614,17397
87217,104614,17397
87217,104614,17397
87217,104614,17397
87698,105197,17499
87698,105197,17499
87698,105197,17499
87698,105197,17499
87698,105197,17499
87698,105197,17499
87698,105197,17499
87698,105197,17499
87698,105197,17499
87698,105197,17499
87698,105197,17499
87698,105197,17499
87698,105197,17499
87698,105197,17499
87698,105197,17499
87698,105197,17499
87698,105197,17499
87698,105197,17499
87698,105197,17499
87698,105197,17499
87698,105197,17499
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88617,106953,18336
88833,108336,19503
88833,108336,19503
88833,108336,19503
88833,108336,19503
88833,108336,19503
88833,108336,19503
88833,108336,19503
88833,108336,19503
88833,108336,19503
88833,108336,19503
88833,108336,19503
88833,108336,19503
88833,108336,19503
88833,108336,19503
88833,108336,19503
88833,108336,19503
88833,108336,19503
88833,108336,19503
88833,108336,19503
88833,108336,19503
88833,108336,19503
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89841,109573,19732
89606,112251,22645
89606,112251,22645
89606,112251,22645
89606,112251,22645
89606,112251,22645
89606,112251,22645
89606,112251,22645
89606,112251,22645
89606,112251,22645
89606,112251,22645
89606,112251,22645
89606,112251,22645
89606,112251,22645
89606,112251,22645
89606,112251,22645
89606,112251,22645
89606,112251,22645
89606,112251,22645
89606,112251,22645
89606,112251,22645
89606,112251,22645
91097,110708,19611
91097,110708,19611
91097,110708,19611
91097,110708,19611
91097,110708,19611
91097,110708,19611
91097,110708,19611
91097,110708,19611
91097,110708,19611
91097,110708,19611
91097,110708,19611
91097,110708,19611
91097,110708,19611
91097,110708,19611
91097,110708,19611
91097,110708,19611
91097,110708,19611
91097,110708,19611
91097,110708,19611
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
91745,110191,18446
93134,112274,19140
93134,112274,19140
93134,112274,19140
93134,112274,19140
93134,112274,19140
93134,112274,19140
93134,112274,19140
93134,112274,19140
93134,112274,19140
93134,112274,19140
93134,112274,19140
93134,112274,19140
93134,112274,19140
93134,112274,19140
93134,112274,19140
93134,112274,19140
93134,112274,19140
93134,112274,19140
93134,112274,19140
93134,112274,19140
93134,112274,19140
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
94411,113097,18686
95728,113427,17699
95728,113427,17699
95728,113427,17699
95728,113427,17699
95728,113427,17699
95728,113427,17699
95728,113427,17699
95728,113427,17699
95728,113427,17699
95728,113427,17699
95728,113427,17699
95728,113427,17699
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
95405,113735,18330
97356,117205,19849
97356,117205,19849
97356,117205,19849
97356,117205,19849
97356,117205,19849
97356,117205,19849
97356,117205,19849
97356,117205,19849
97356,117205,19849
97356,117205,19849
97356,117205,19849
97356,117205,19849
97356,117205,19849
97356,117205,19849
97356,117205,19849
97356,117205,19849
97356,117205,19849
97356,117205,19849
97356,117205,19849
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96396,115847,19451
96219,115063,18844
96219,115063,18844
96219,115063,18844
96219,115063,18844
96219,115063,18844
96219,115063,18844
96219,115063,18844
96219,115063,18844
96219,115063,18844
96219,115063,18844
96219,115063,18844
96219,115063,18844
96219,115063,18844
96219,115063,18844
96219,115063,18844
96219,115063,18844
96219,115063,18844
96219,115063,18844
96219,115063,18844
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
95492,114531,19039
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
94563,112903,18340
95183,112745,17562
95183,112745,17562
95183,112745,17562
95183,112745,17562
95183,112745,17562
95183,112745,17562
95183,112745,17562
95183,112745,17562
95183,112745,17562
95183,112745,17562
95183,112745,17562
95183,112745,17562
95183,112745,17562
95183,112745,17562
95183,112745,17562
95183,112745,17562
95183,112745,17562
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95104,112770,17666
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
95748,114699,18951
96666,116632,19966
96666,116632,19966
96666,116632,19966
96666,116632,19966
96666,116632,19966
96666,116632,19966
96666,116632,19966
96666,116632,19966
96666,116632,19966
96666,116632,19966
96666,116632,19966
96666,116632,19966
96666,116632,19966
96666,116632,19966
96666,116632,19966
96666,116632,19966
96666,116632,19966
96666,116632,19966
96666,116632,19966
96666,116632,19966
96666,116632,19966
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
98051,117966,19915
97368,117083,19715
97368,117083,19715
97368,117083,19715
97368,117083,19715
97368,117083,19715
97368,117083,19715
97368,117083,19715
97368,117083,19715
97368,117083,19715
97368,117083,19715
97368,117083,19715
97368,117083,19715
97368,117083,19715
97368,117083,19715
98840,119290,20450
98840,119290,20450
98840,119290,20450
98840,119290,20450
98840,119290,20450
98840,119290,20450
98840,119290,20450
98840,119290,20450
98840,119290,20450
98840,119290,20450
98840,119290,20450
98840,119290,20450
98840,119290,20450
98840,119290,20450
98840,119290,20450
98840,119290,20450
98840,119290,20450
98840,119290,20450
98840,119290,20450
98840,119290,20450
98840,119290,20450
98581,119075,20494
98581,119075,20494
98581,119075,20494
98581,119075,20494
98581,119075,20494
98581,119075,20494
98581,119075,20494
98581,119075,20494
98581,119075,20494
98581,119075,20494
98581,119075,20494
98581,119075,20494
98581,119075,20494
98581,119075,20494
98581,119075,20494
98581,119075,20494
98581,119075,20494
98581,119075,20494
98581,119075,20494
98581,119075,20494
98581,119075,20494
98347,118818,20471
98347,118818,20471
98347,118818,20471
98347,118818,20471
98347,118818,20471
98347,118818,20471
98347,118818,20471
98347,118818,20471
98347,118818,20471
98347,118818,20471
98347,118818,20471
98347,118818,20471
98347,118818,20471
98347,118818,20471
98347,118818,20471
98347,118818,20471
98347,118818,20471
98347,118818,20471
98347,118818,20471
98347,118818,20471
98347,118818,20471
96919,118264,21345
96919,118264,21345
96919,118264,21345
96919,118264,21345
96919,118264,21345
96919,118264,21345
96919,118264,21345
96919,118264,21345
96919,118264,21345
96919,118264,21345
96919,118264,21345
96919,118264,21345
96919,118264,21345
96919,118264,21345
96919,118264,21345
96919,118264,21345
96919,118264,21345
96919,118264,21345
96919,118264,21345
96919,118264,21345
96919,118264,21345
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96260,118440,22180
96008,118548,22540
96008,118548,22540
96008,118548,22540
96008,118548,22540
96008,118548,22540
96008,118548,22540
96008,118548,22540
96008,118548,22540
96008,118548,22540
96008,118548,22540
96008,118548,22540
96008,118548,22540
96008,118548,22540
96008,118548,22540
96008,118548,22540
96008,118548,22540
96008,118548,22540
96008,118548,22540
96008,118548,22540
96008,118548,22540
96008,118548,22540
99690,122710,23020
99690,122710,23020
99690,122710,23020
99690,122710,23020
99690,122710,23020
99690,122710,23020
99690,122710,23020
99690,122710,23020
99690,122710,23020
99690,122710,23020
99690,122710,23020
99690,122710,23020
99690,122710,23020
99690,122710,23020
99690,122710,23020
99690,122710,23020
99690,122710,23020
99690,122710,23020
99690,122710,23020
99690,122710,23020
99690,122710,23020
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
102032,124274,22242
106309,128240,21931
106309,128240,21931
106309,128240,21931
106309,128240,21931
106309,128240,21931
106309,128240,21931
106309,128240,21931
106309,128240,21931
106309,128240,21931
106309,128240,21931
106309,128240,21931
106309,128240,21931
106309,128240,21931
106309,128240,21931
106309,128240,21931
106309,128240,21931
106309,128240,21931
106309,128240,21931
106309,128240,21931
106309,128240,21931
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
111001,132509,21508
113199,134807,21608
113199,134807,21608
113199,134807,21608
113199,134807,21608
113199,134807,21608
113199,134807,21608
113199,134807,21608
113199,134807,21608
113199,134807,21608
113199,134807,21608
113199,134807,21608
113199,134807,21608
113199,134807,21608
120880,141909,21029
120880,141909,21029
120880,141909,21029
120880,141909,21029
120880,141909,21029
120880,141909,21029
120880,141909,21029
120880,141909,21029
120880,141909,21029
120880,141909,21029
120880,141909,21029
120880,141909,21029
120880,141909,21029
120880,141909,21029
120880,141909,21029
120880,141909,21029
120880,141909,21029
120880,141909,21029
120880,141909,21029
120880,141909,21029
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121700,141357,19657
121570,140501,18931
121570,140501,18931
121570,140501,18931
121570,140501,18931
121570,140501,18931
121570,140501,18931
121570,140501,18931
121570,140501,18931
121570,140501,18931
121570,140501,18931
121570,140501,18931
121570,140501,18931
121570,140501,18931
121570,140501,18931
121570,140501,18931
121570,140501,18931
121570,140501,18931
121570,140501,18931
121570,140501,18931
121570,140501,18931
121570,140501,18931
123220,141529,18309
123220,141529,18309
123220,141529,18309
123220,141529,18309
123220,141529,18309
123220,141529,18309
123220,141529,18309
123220,141529,18309
123220,141529,18309
123220,141529,18309
123220,141529,18309
123220,141529,18309
123220,141529,18309
123220,141529,18309
123220,141529,18309
123220,141529,18309
123220,141529,18309
123220,141529,18309
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
126143,143025,16882
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
127080,143545,16465
128032,146116,18084
128032,146116,18084
128032,146116,18084
128032,146116,18084
128032,146116,18084
128032,146116,18084
128032,146116,18084
128032,146116,18084
128032,146116,18084
128032,146116,18084
128032,146116,18084
128032,146116,18084
128032,146116,18084
128032,146116,18084
128032,146116,18084
128032,146116,18084
128032,146116,18084
128032,146116,18084
128032,146116,18084
128032,146116,18084
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
127282,145649,18367
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130483,148205,17722
130505,149012,18507
130505,149012,18507
130505,149012,18507
130505,149012,18507
130505,149012,18507
130505,149012,18507
130505,149012,18507
130505,149012,18507
130505,149012,18507
130505,149012,18507
130505,149012,18507
130505,149012,18507
130505,149012,18507
130505,149012,18507
130505,149012,18507
130505,149012,18507
130505,149012,18507
130505,149012,18507
130505,149012,18507
130505,149012,18507
130505,149012,18507
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
130974,148288,17314
131018,148190,17172
131018,148190,17172
131018,148190,17172
131018,148190,17172
131018,148190,17172
131018,148190,17172
131018,148190,17172
131018,148190,17172
131018,148190,17172
131018,148190,17172
131018,148190,17172
131018,148190,17172
131018,148190,17172
131018,148190,17172
