PUR_A,ASSETS,LIABILITIES
131018,148190,17172
131018,148190,17172
131018,148190,17172
131018,148190,17172
131018,148190,17172
131018,148190,17172
130155,147978,17823
130155,147978,17823
130155,147978,17823
130155,147978,17823
130155,147978,17823
130155,147978,17823
130155,147978,17823
130155,147978,17823
130155,147978,17823
130155,147978,17823
130155,147978,17823
130155,147978,17823
130155,147978,17823
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
130898,148453,17555
129706,147496,17790
129706,147496,17790
129706,147496,17790
129706,147496,17790
129706,147496,17790
129706,147496,17790
129706,147496,17790
129706,147496,17790
129706,147496,17790
129706,147496,17790
129706,147496,17790
129706,147496,17790
129706,147496,17790
129706,147496,17790
129706,147496,17790
129706,147496,17790
129706,147496,17790
129706,147496,17790
129706,147496,17790
129706,147496,17790
129706,147496,17790
129212,148929,19717
129212,148929,19717
129212,148929,19717
129212,148929,19717
129212,148929,19717
129212,148929,19717
129212,148929,19717
129212,148929,19717
129212,148929,19717
129212,148929,19717
129212,148929,19717
129212,148929,19717
129212,148929,19717
129212,148929,19717
129212,148929,19717
129212,148929,19717
129212,148929,19717
129212,148929,19717
129212,148929,19717
129212,148929,19717
129212,148929,19717
130664,149142,18478
130664,149142,18478
130664,149142,18478
130664,149142,18478
130664,149142,18478
130664,149142,18478
130664,149142,18478
130664,149142,18478
130664,149142,18478
130664,149142,18478
130664,149142,18478
130664,149142,18478
130664,149142,18478
130664,149142,18478
130664,149142,18478
130664,149142,18478
130664,149142,18478
130664,149142,18478
130664,149142,18478
130664,149142,18478
130664,149142,18478
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
131010,150283,19273
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
129918,151286,21368
130484,151477,20993
130484,151477,20993
130484,151477,20993
130484,151477,20993
130484,151477,20993
130484,151477,20993
130484,151477,20993
130484,151477,20993
130484,151477,20993
130484,151477,20993
130484,151477,20993
130484,151477,20993
130484,151477,20993
130484,151477,20993
130484,151477,20993
130484,151477,20993
130484,151477,20993
130484,151477,20993
130484,151477,20993
130484,151477,20993
130484,151477,20993
130896,150583,19687
130896,150583,19687
130896,150583,19687
130896,150583,19687
130896,150583,19687
130896,150583,19687
130896,150583,19687
130896,150583,19687
130896,150583,19687
130896,150583,19687
130896,150583,19687
130896,150583,19687
130896,150583,19687
130896,150583,19687
130896,150583,19687
130896,150583,19687
130896,150583,19687
130896,150583,19687
130896,150583,19687
130896,150583,19687
130896,150583,19687
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
129607,148082,18475
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126721,145906,19185
126236,145778,19542
126236,145778,19542
126236,145778,19542
126236,145778,19542
126236,145778,19542
126236,145778,19542
126236,145778,19542
126236,145778,19542
126236,145778,19542
126236,145778,19542
126236,145778,19542
126236,145778,19542
126236,145778,19542
126236,145778,19542
126236,145778,19542
126236,145778,19542
126236,145778,19542
126236,145778,19542
126236,145778,19542
126236,145778,19542
128579,149100,20521
128579,149100,20521
128579,149100,20521
128579,149100,20521
128579,149100,20521
128579,149100,20521
128579,149100,20521
128579,149100,20521
128579,149100,20521
128579,149100,20521
128579,149100,20521
128579,149100,20521
128579,149100,20521
128579,149100,20521
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
127072,146815,19743
126843,147701,20858
126843,147701,20858
126843,147701,20858
126843,147701,20858
126843,147701,20858
126843,147701,20858
126843,147701,20858
126843,147701,20858
126843,147701,20858
126843,147701,20858
126843,147701,20858
126843,147701,20858
126843,147701,20858
126843,147701,20858
126843,147701,20858
126843,147701,20858
126843,147701,20858
126843,147701,20858
126843,147701,20858
124659,146233,21574
124659,146233,21574
124659,146233,21574
124659,146233,21574
124659,146233,21574
124659,146233,21574
124659,146233,21574
124659,146233,21574
124659,146233,21574
124659,146233,21574
124659,146233,21574
124659,146233,21574
124659,146233,21574
124659,146233,21574
124659,146233,21574
124659,146233,21574
124659,146233,21574
124659,146233,21574
124659,146233,21574
124659,146233,21574
124659,146233,21574
124941,147191,22250
124941,147191,22250
124941,147191,22250
124941,147191,22250
124941,147191,22250
124941,147191,22250
124941,147191,22250
124941,147191,22250
124941,147191,22250
124941,147191,22250
124941,147191,22250
124941,147191,22250
124941,147191,22250
124941,147191,22250
124941,147191,22250
124941,147191,22250
124941,147191,22250
124941,147191,22250
124941,147191,22250
124941,147191,22250
124941,147191,22250
125698,148059,22361
125698,148059,22361
125698,148059,22361
125698,148059,22361
125698,148059,22361
125698,148059,22361
125698,148059,22361
125698,148059,22361
125698,148059,22361
125698,148059,22361
125698,148059,22361
125698,148059,22361
125698,148059,22361
125698,148059,22361
125698,148059,22361
125698,148059,22361
125698,148059,22361
125698,148059,22361
125698,148059,22361
125698,148059,22361
125698,148059,22361
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
125587,148111,22524
129835,153126,23291
129835,153126,23291
129835,153126,23291
129835,153126,23291
129835,153126,23291
129835,153126,23291
129835,153126,23291
129835,153126,23291
129835,153126,23291
129835,153126,23291
129835,153126,23291
129835,153126,23291
129835,153126,23291
129835,153126,23291
129835,153126,23291
129835,153126,23291
129835,153126,23291
129835,153126,23291
129835,153126,23291
129835,153126,23291
129835,153126,23291
128921,151753,22832
128921,151753,22832
128921,151753,22832
128921,151753,22832
128921,151753,22832
128921,151753,22832
128921,151753,22832
128921,151753,22832
128921,151753,22832
128921,151753,22832
128921,151753,22832
128921,151753,22832
128921,151753,22832
128921,151753,22832
128921,151753,22832
128921,151753,22832
128921,151753,22832
128921,151753,22832
128921,151753,22832
128921,151753,22832
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
130165,152946,22781
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
131754,153724,21970
132840,153844,21004
132840,153844,21004
132840,153844,21004
132840,153844,21004
132840,153844,21004
132840,153844,21004
132840,153844,21004
132840,153844,21004
132840,153844,21004
132840,153844,21004
132840,153844,21004
132840,153844,21004
132840,153844,21004
132840,153844,21004
132840,153844,21004
133365,154301,20936
133365,154301,20936
133365,154301,20936
133365,154301,20936
133365,154301,20936
133365,154301,20936
133365,154301,20936
133365,154301,20936
133365,154301,20936
133365,154301,20936
133365,154301,20936
133365,154301,20936
133365,154301,20936
133365,154301,20936
133365,154301,20936
133365,154301,20936
133365,154301,20936
133365,154301,20936
133365,154301,20936
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
132677,153647,20970
131191,152638,21447
131191,152638,21447
131191,152638,21447
131191,152638,21447
131191,152638,21447
131191,152638,21447
131191,152638,21447
131191,152638,21447
131191,152638,21447
131191,152638,21447
131191,152638,21447
131191,152638,21447
131191,152638,21447
131191,152638,21447
131191,152638,21447
131191,152638,21447
131191,152638,21447
131191,152638,21447
131191,152638,21447
131191,152638,21447
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
131074,153249,22175
132143,153647,21504
132143,153647,21504
132143,153647,21504
132143,153647,21504
132143,153647,21504
132143,153647,21504
132143,153647,21504
132143,153647,21504
132143,153647,21504
132143,153647,21504
132143,153647,21504
132143,153647,21504
132143,153647,21504
132143,153647,21504
132143,153647,21504
132143,153647,21504
132143,153647,21504
132143,153647,21504
132143,153647,21504
132143,153647,21504
132143,153647,21504
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
130911,153514,22603
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
133017,155192,22175
130914,152626,21712
130914,152626,21712
130914,152626,21712
130914,152626,21712
130914,152626,21712
130914,152626,21712
130914,152626,21712
130914,152626,21712
130914,152626,21712
130914,152626,21712
130914,152626,21712
130914,152626,21712
130914,152626,21712
130914,152626,21712
130914,152626,21712
130914,152626,21712
130914,152626,21712
130914,152626,21712
130914,152626,21712
130914,152626,21712
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
129996,152675,22679
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
130390,152523,22133
131953,155210,23257
131953,155210,23257
131953,155210,23257
131953,155210,23257
131953,155210,23257
131953,155210,23257
131953,155210,23257
131953,155210,23257
131953,155210,23257
131953,155210,23257
131953,155210,23257
131953,155210,23257
131953,155210,23257
131953,155210,23257
131953,155210,23257
131953,155210,23257
131953,155210,23257
131953,155210,23257
131953,155210,23257
131953,155210,23257
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135327,154435,19108
135578,155306,19728
135578,155306,19728
135578,155306,19728
135578,155306,19728
135578,155306,19728
135578,155306,19728
135578,155306,19728
135578,155306,19728
135578,155306,19728
135578,155306,19728
135578,155306,19728
135578,155306,19728
135762,156243,20481
135762,156243,20481
135762,156243,20481
135762,156243,20481
135762,156243,20481
135762,156243,20481
135762,156243,20481
135762,156243,20481
135762,156243,20481
135762,156243,20481
135762,156243,20481
135762,156243,20481
135762,156243,20481
135762,156243,20481
135762,156243,20481
135762,156243,20481
135762,156243,20481
135762,156243,20481
135762,156243,20481
135762,156243,20481
135762,156243,20481
136094,155954,19860
136094,155954,19860
136094,155954,19860
136094,155954,19860
136094,155954,19860
136094,155954,19860
136094,155954,19860
136094,155954,19860
136094,155954,19860
136094,155954,19860
136094,155954,19860
136094,155954,19860
136094,155954,19860
136094,155954,19860
136094,155954,19860
136094,155954,19860
136094,155954,19860
136094,155954,19860
136094,155954,19860
136094,155954,19860
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
138878,159118,20240
140374,160729,20355
140374,160729,20355
140374,160729,20355
140374,160729,20355
140374,160729,20355
140374,160729,20355
140374,160729,20355
140374,160729,20355
140374,160729,20355
140374,160729,20355
140374,160729,20355
140374,160729,20355
140374,160729,20355
140374,160729,20355
140374,160729,20355
140374,160729,20355
140374,160729,20355
140374,160729,20355
140374,160729,20355
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140438,161333,20895
140572,162319,21747
140572,162319,21747
140572,162319,21747
140572,162319,21747
140572,162319,21747
140572,162319,21747
140572,162319,21747
140572,162319,21747
140572,162319,21747
140572,162319,21747
140572,162319,21747
140572,162319,21747
140572,162319,21747
140572,162319,21747
140572,162319,21747
140572,162319,21747
140572,162319,21747
140572,162319,21747
140572,162319,21747
140572,162319,21747
140572,162319,21747
140188,163758,23570
140188,163758,23570
140188,163758,23570
140188,163758,23570
140188,163758,23570
140188,163758,23570
140188,163758,23570
140188,163758,23570
140188,163758,23570
140188,163758,23570
140188,163758,23570
140188,163758,23570
140188,163758,23570
140188,163758,23570
140188,163758,23570
140188,163758,23570
140188,163758,23570
140188,163758,23570
140188,163758,23570
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
141640,163842,22202
143108,167274,24166
143108,167274,24166
143108,167274,24166
143108,167274,24166
143108,167274,24166
143108,167274,24166
143108,167274,24166
143108,167274,24166
143108,167274,24166
143108,167274,24166
143108,167274,24166
143108,167274,24166
143108,167274,24166
143108,167274,24166
143108,167274,24166
143108,167274,24166
143108,167274,24166
143108,167274,24166
143108,167274,24166
143108,167274,24166
143108,167274,24166
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
147230,171742,24512
149857,177183,27326
149857,177183,27326
149857,177183,27326
149857,177183,27326
149857,177183,27326
149857,177183,27326
149857,177183,27326
149857,177183,27326
149857,177183,27326
149857,177183,27326
149857,177183,27326
149857,177183,27326
149857,177183,27326
149857,177183,27326
149857,177183,27326
149857,177183,27326
149857,177183,27326
149857,177183,27326
151517,178898,27381
151517,178898,27381
151517,178898,27381
151517,178898,27381
151517,178898,27381
151517,178898,27381
151517,178898,27381
151517,178898,27381
151517,178898,27381
151517,178898,27381
151517,178898,27381
151517,178898,27381
151517,178898,27381
151517,178898,27381
151517,178898,27381
151517,178898,27381
151517,178898,27381
153981,181707,27726
153981,181707,27726
153981,181707,27726
153981,181707,27726
153981,181707,27726
153981,181707,27726
153981,181707,27726
153981,181707,27726
153981,181707,27726
153981,181707,27726
153981,181707,27726
153981,181707,27726
153981,181707,27726
153981,181707,27726
153981,181707,27726
153981,181707,27726
153981,181707,27726
153981,181707,27726
153981,181707,27726
153981,181707,27726
153981,181707,27726
153848,182098,28250
153848,182098,28250
153848,182098,28250
153848,182098,28250
153848,182098,28250
153848,182098,28250
153848,182098,28250
153848,182098,28250
153848,182098,28250
153848,182098,28250
153848,182098,28250
153848,182098,28250
153848,182098,28250
153848,182098,28250
153848,182098,28250
153848,182098,28250
153848,182098,28250
153848,182098,28250
153848,182098,28250
153848,182098,28250
153848,182098,28250
153576,181492,27916
153576,181492,27916
153576,181492,27916
153576,181492,27916
153576,181492,27916
153576,181492,27916
153576,181492,27916
153576,181492,27916
153576,181492,27916
153576,181492,27916
153576,181492,27916
153576,181492,27916
153576,181492,27916
153576,181492,27916
153576,181492,27916
153576,181492,27916
153576,181492,27916
153576,181492,27916
153576,181492,27916
153576,181492,27916
153576,181492,27916
154942,182501,27559
154942,182501,27559
154942,182501,27559
154942,182501,27559
154942,182501,27559
154942,182501,27559
154942,182501,27559
154942,182501,27559
154942,182501,27559
154942,182501,27559
154942,182501,27559
154942,182501,27559
154942,182501,27559
154942,182501,27559
154942,182501,27559
154942,182501,27559
154942,182501,27559
154942,182501,27559
154942,182501,27559
154942,182501,27559
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154967,182857,27890
154310,182277,27967
154310,182277,27967
154310,182277,27967
154310,182277,27967
154310,182277,27967
154310,182277,27967
154310,182277,27967
154310,182277,27967
154310,182277,27967
154310,182277,27967
154310,182277,27967
154310,182277,27967
154310,182277,27967
154310,182277,27967
154310,182277,27967
154310,182277,27967
154310,182277,27967
154310,182277,27967
154310,182277,27967
154310,182277,27967
154310,182277,27967
154802,184367,29565
154802,184367,29565
154802,184367,29565
154802,184367,29565
154802,184367,29565
154802,184367,29565
154802,184367,29565
154802,184367,29565
154802,184367,29565
154802,184367,29565
154802,184367,29565
154802,184367,29565
154802,184367,29565
154802,184367,29565
154802,184367,29565
154802,184367,29565
154802,184367,29565
154802,184367,29565
154802,184367,29565
154802,184367,29565
154802,184367,29565
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
154057,183441,29384
157815,185441,27626
157815,185441,27626
157815,185441,27626
157815,185441,27626
157815,185441,27626
157815,185441,27626
157815,185441,27626
157815,185441,27626
157815,185441,27626
157815,185441,27626
157815,185441,27626
157815,185441,27626
157815,185441,27626
157815,185441,27626
157815,185441,27626
157815,185441,27626
157815,185441,27626
157815,185441,27626
157815,185441,27626
157815,185441,27626
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
162847,190484,27637
164177,192373,28196
164177,192373,28196
164177,192373,28196
164177,192373,28196
164177,192373,28196
164177,192373,28196
164177,192373,28196
164177,192373,28196
164177,192373,28196
164177,192373,28196
164177,192373,28196
164177,192373,28196
164177,192373,28196
164177,192373,28196
164177,192373,28196
164177,192373,28196
164177,192373,28196
164177,192373,28196
164177,192373,28196
164177,192373,28196
165028,192351,27323
165028,192351,27323
165028,192351,27323
165028,192351,27323
165028,192351,27323
165028,192351,27323
165028,192351,27323
165028,192351,27323
165028,192351,27323
165028,192351,27323
165028,192351,27323
165028,192351,27323
165028,192351,27323
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
164061,190958,26897
165619,191567,25948
165619,191567,25948
165619,191567,25948
165619,191567,25948
165619,191567,25948
165619,191567,25948
165619,191567,25948
165619,191567,25948
165619,191567,25948
165619,191567,25948
165619,191567,25948
165619,191567,25948
165619,191567,25948
165619,191567,25948
165619,191567,25948
165619,191567,25948
165619,191567,25948
165619,191567,25948
165619,191567,25948
165619,191567,25948
166263,192850,26587
166263,192850,26587
166263,192850,26587
166263,192850,26587
166263,192850,26587
166263,192850,26587
166263,192850,26587
166263,192850,26587
166263,192850,26587
166263,192850,26587
166263,192850,26587
166263,192850,26587
166263,192850,26587
166263,192850,26587
166263,192850,26587
166263,192850,26587
166263,192850,26587
166263,192850,26587
166263,192850,26587
166263,192850,26587
167240,193776,26536
167240,193776,26536
167240,193776,26536
167240,193776,26536
167240,193776,26536
167240,193776,26536
167240,193776,26536
167240,193776,26536
167240,193776,26536
167240,193776,26536
167240,193776,26536
167240,193776,26536
167240,193776,26536
167240,193776,26536
167240,193776,26536
167240,193776,26536
167240,193776,26536
167240,193776,26536
167240,193776,26536
167240,193776,26536
167240,193776,26536
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
168323,194565,26242
173119,200946,27827
173119,200946,27827
173119,200946,27827
173119,200946,27827
173119,200946,27827
173119,200946,27827
173119,200946,27827
173119,200946,27827
173119,200946,27827
173119,200946,27827
173119,200946,27827
173119,200946,27827
173119,200946,27827
173119,200946,27827
173119,200946,27827
173119,200946,27827
173119,200946,27827
173119,200946,27827
173119,200946,27827
173119,200946,27827
173119,200946,27827
175878,203236,27358
175878,203236,27358
175878,203236,27358
175878,203236,27358
175878,203236,27358
175878,203236,27358
175878,203236,27358
175878,203236,27358
175878,203236,27358
175878,203236,27358
175878,203236,27358
175878,203236,27358
175878,203236,27358
175878,203236,27358
175878,203236,27358
175878,203236,27358
175878,203236,27358
175878,203236,27358
175878,203236,27358
175878,203236,27358
174726,201148,26422
174726,201148,26422
174726,201148,26422
174726,201148,26422
174726,201148,26422
174726,201148,26422
174726,201148,26422
174726,201148,26422
174726,201148,26422
174726,201148,26422
174726,201148,26422
174726,201148,26422
174726,201148,26422
174726,201148,26422
174726,201148,26422
174726,201148,26422
174726,201148,26422
174726,201148,26422
174726,201148,26422
174726,201148,26422
174726,201148,26422
176615,200462,23847
176615,200462,23847
176615,200462,23847
176615,200462,23847
176615,200462,23847
176615,200462,23847
176615,200462,23847
176615,200462,23847
176615,200462,23847
176615,200462,23847
176615,200462,23847
176615,200462,23847
176615,200462,23847
176615,200462,23847
176615,200462,23847
176615,200462,23847
176615,200462,23847
176615,200462,23847
176615,200462,23847
176615,200462,23847
176615,200462,23847
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
180581,203317,22736
184986,207962,22976
184986,207962,22976
184986,207962,22976
184986,207962,22976
184986,207962,22976
184986,207962,22976
184986,207962,22976
184986,207962,22976
184986,207962,22976
184986,207962,22976
184986,207962,22976
184986,207962,22976
184986,207962,22976
184986,207962,22976
184986,207962,22976
184986,207962,22976
184986,207962,22976
184986,207962,22976
184986,207962,22976
184986,207962,22976
184735,207714,22979
184735,207714,22979
184735,207714,22979
184735,207714,22979
184735,207714,22979
184735,207714,22979
184735,207714,22979
184735,207714,22979
184735,207714,22979
184735,207714,22979
184735,207714,22979
184735,207714,22979
184735,207714,22979
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
182624,204566,21942
185192,206783,21591
185192,206783,21591
185192,206783,21591
185192,206783,21591
185192,206783,21591
185192,206783,21591
185192,206783,21591
185192,206783,21591
185192,206783,21591
185192,206783,21591
185192,206783,21591
185192,206783,21591
185192,206783,21591
185192,206783,21591
185192,206783,21591
185192,206783,21591
185192,206783,21591
185192,206783,21591
185192,206783,21591
185452,206780,21328
185452,206780,21328
185452,206780,21328
185452,206780,21328
185452,206780,21328
185452,206780,21328
185452,206780,21328
185452,206780,21328
185452,206780,21328
185452,206780,21328
185452,206780,21328
185452,206780,21328
